"process","capital.test","capital.test.update","recosted.process","recosted.cost","max_num"
"airCon_central",9623,9623,"airCon_central",1202.875,1000000
"airCon_split",9623,9623,"airCon_split",1202.875,1000000
"boiler_domestic",11625,11625,"boiler_domestic",2362.5,1000000
