"biogas-MSW-sewage-combo-l.yaml","waste_management"
"biogas-MSW-sewage-combo-s.yaml","waste_management"
"biogas-MSW-s.yaml","waste_management"
"biogas-municipalFoodWaste-greenWaste-CNG-heat-elec-l.yaml","waste_management"
"biogas-municipalFoodWaste-greenWaste-CNG-heat-elec-s.yaml","waste_management"
"biogas-municipalFoodWaste-greenWaste-CNG-heat-l.yaml","waste_management"
"biogas-municipalFoodWaste-greenWaste-CNG-heat-s.yaml","waste_management"
"biogas-municipalFoodWaste-greenWaste-CNG-s.yaml","waste_management"
"biogas-municipalFoodWaste-greenWaste-CNG.yaml","waste_management"
"biogas-municipalFoodWaste-greenWaste-elec-l.yaml","waste_management"
"biogas-municipalFoodWaste-greenWaste-elec-s.yaml","waste_management"
"biogas-vegWaste-l.yaml","waste_management"
"biogas-vegWaste-s.yaml","waste_management"
"waste-CO2toAtmosphere-scalable.yaml","waste_management"
"biodiesel_boiler-l.yaml","heat_production"
"biodiesel_boiler-s.yaml","heat_production"
"boiler_domestic.yaml","heat_production"
"boiler_gas.yaml","heat_production"
"boilerRoom.yaml","heat_production"
"centralHeating.yaml","heat_production"
"cooling-evaporative-heating.yaml","heat_production"
"district-cogen-heating.yaml","heat_production"
"heatingPlant-pyrolysis_biomass-oil.yaml","heat_production"
"heatPump-ASHP-highEff-radOrDHW-l.yaml","heat_production"
"heatPump-ASHP-highEff-radOrDHW-s.yaml","heat_production"
"heatPump-ASHP-highEff-screedFloor-l.yaml","heat_production"
"heatPump-ASHP-highEff-screedFloor-s.yaml","heat_production"
"heatPump-ASHP-highEff-timberFloor-l.yaml","heat_production"
"heatPump-ASHP-highEff-timberFloor-s.yaml","heat_production"
"heatPump-ASHP-screedFloor-l.yaml","heat_production"
"heatPump-ASHP-screedFloor-s.yaml","heat_production"
"heatPump-ASHP-twoStage-screedFloor-l.yaml","heat_production"
"heatPump-ASHP-twoStage-screedFloor-s.yaml","heat_production"
"heatPump-ASHP-twoStage-timberFloor-l.yaml","heat_production"
"heatPump-ASHP-twoStage-timberFloor-s.yaml","heat_production"
"heatPump-groundCoupled-heating-l.yaml","heat_production"
"heatPump-groundCoupled-heating-s.yaml","heat_production"
"heatPump_ground.yaml","heat_production"
"heatPump-GSHP-ground-radAndDHW-l.yaml","heat_production"
"heatPump-GSHP-ground-radAndDHW-s.yaml","heat_production"
"heatPump-GSHP-ground-radOrDHW-l.yaml","heat_production"
"heatPump-GSHP-ground-radOrDHW-s.yaml","heat_production"
"heatPump-GSHP-ground-screedFloor-l.yaml","heat_production"
"heatPump-GSHP-ground-screedFloor-s.yaml","heat_production"
"heatPump-GSHP-ground-timberFloor-l.yaml","heat_production"
"heatPump-GSHP-ground-timberFloor-s.yaml","heat_production"
"heatPump-GSHP-radOrDHW-l.yaml","heat_production"
"heatPump-GSHP-radOrDHW-s.yaml","heat_production"
"heatPump-GSHP-screedFloor-l.yaml","heat_production"
"heatPump-GSHP-screedFloor-s.yaml","heat_production"
"heatPump-GSHP-timberFloor-l.yaml","heat_production"
"heatPump-GSHP-timberFloor-s.yaml","heat_production"
"heatPump-sewage-cooling-l.yaml","heat_production"
"heatPump-sewage-cooling-s.yaml","heat_production"
"heatPump-sewage-heating-l.yaml","heat_production"
"heatPump-sewage-heating-s.yaml","heat_production"
"heatPump-solarAssisted-cooling.yaml","heat_production"
"heatPump-solarAssisted-heating.yaml","heat_production"
"heatPump-transcriticalCO2-radAndDHW-l.yaml","heat_production"
"heatPump-transcriticalCO2-radAndDHW-s.yaml","heat_production"
"heatPump-transcriticalCO2-radOrDHW-l.yaml","heat_production"
"heatPump-transcriticalCO2-radOrDHW-s.yaml","heat_production"
"heatPump-transcriticalCO2-screedFloor-l.yaml","heat_production"
"heatPump-transcriticalCO2-screedFloor-s.yaml","heat_production"
"heatPump_water.yaml","heat_production"
"LiBr_heat.yaml","heat_production"
"biodiesel-cookingOil-l.yaml","fuel_production"
"biodiesel-cookingOil-s.yaml","fuel_production"
"biomass_biogas-biodiesel.yaml","fuel_production"
"biomass_ethanol-l.yaml","fuel_production"
"biomass_ethanol-s.yaml","fuel_production"
"biomass-hydrogen-dark-fermentation.yaml","fuel_production"
"biomass-hydrogen-electrochemically-assisted-process.yaml","fuel_production"
"biomass-hydrogen-photo-fermentation.yaml","fuel_production"
"biomass-hydrogen-two-stage-process.yaml","fuel_production"
"biomass-pyrolysis-l.yaml","fuel_production"
"biomass-pyrolysis-s.yaml","fuel_production"
"biomass-to-DME.yaml","fuel_production"
"biomass-to-hydrogen-s.yaml","fuel_production"
"biomass-to-methanol-l.yaml","fuel_production"
"digestion_biomassAgriWaste_biodiesel-l.yaml","fuel_production"
"digestion_biomassAgriWaste_biodiesel-s.yaml","fuel_production"
"fossilHydrogen_intrinsicCO2capture.yaml","fuel_production"
"gasif-bmass-methanol-condensingTurbine-hPump-twoSteamLevels-l.yaml","fuel_production"
"gasif-bmass-methanol-condensingTurbine-hPump-twoSteamLevels-s.yaml","fuel_production"
"gasif-bmass-methanol-condensingTurbine-noDrying-adj-l.yaml","fuel_production"
"gasif-bmass-methanol-condensingTurbine-noDrying-adj-s.yaml","fuel_production"
"gasification-biomass-methane.yaml","fuel_production"
"gasification-biomass-methanol-backPressure-l.yaml","fuel_production"
"gasification-biomass-methanol-backPressure-s.yaml","fuel_production"
"gasification-biomass-methanol-condensingTurbine-noDrying-l.yaml","fuel_production"
"gasification-biomass-methanol-condensingTurbine-noDrying-s.yaml","fuel_production"
"microalgae-biodiesel-l.yaml","fuel_production"
"microalgae-biodiesel-s.yaml","fuel_production"
"microalgae-biofuels_wetExtraction-l.yaml","fuel_production"
"microalgae-biofuels_wetExtraction-s.yaml","fuel_production"
"review-butanol-fermentation-l.yaml","fuel_production"
"review-butanol-fermentation-s.yaml","fuel_production"
"review-ethanol-fermentation-l.yaml","fuel_production"
"review-ethanol-fermentation-s.yaml","fuel_production"
"review-hydrogen-fermentation-l.yaml","fuel_production"
"review-hydrogen-fermentation-s.yaml","fuel_production"
"review-methanogenic-digestion-l.yaml","fuel_production"
"review-methanogenic-digestion-s.yaml","fuel_production"
"sludge-biodiesel-l.yaml","fuel_production"
"sludge-biodiesel-s.yaml","fuel_production"
"solar-to-hydrogen_photochemical.yaml","fuel_production"
"solar-to-hydrogen_photoelectrolysis.yaml","fuel_production"
"solar-to-hydrogen_thermochemical.yaml","fuel_production"
"solar-to-hydrogen_waterElectrolysis.yaml","fuel_production"
"wastewater-biogas-elec-hydrogen_elec-hydrogen_HTE-l.yaml","fuel_production"
"wastewater-biogas-elec-hydrogen_elec-hydrogen_HTE-s.yaml","fuel_production"
"wastewater-biogas-elec-hydrogen_elec-hydrogen_KOH-l.yaml","fuel_production"
"wastewater-biogas-elec-hydrogen_elec-hydrogen_KOH-s.yaml","fuel_production"
"wastewater-biogas-elec-hydrogen_elec-hydrogen_PEM-l.yaml","fuel_production"
"wastewater-biogas-elec-hydrogen_elec-hydrogen_PEM-s.yaml","fuel_production"
"wastewater-biogas-elec-hydrogen_wastewater-biogas-l.yaml","fuel_production"
"wastewater-biogas-elec-hydrogen_wastewater-biogas-s.yaml","fuel_production"
"surfaceWater_treatment-potable-l.yaml","drinking_water_treatment"
"surfaceWater_treatment-potable-s.yaml","drinking_water_treatment"
"waterTreatment.yaml","drinking_water_treatment"
"biogas-UPGRADE-methane-AwR-l.yaml","other"
"biogas-UPGRADE-methane-AwR-s.yaml","other"
"biogas-UPGRADE-methane-BABIU-l.yaml","other"
"biogas-UPGRADE-methane-BABIU-s.yaml","other"
"biogas-UPGRADE-methane-HPWS-l.yaml","other"
"biogas-UPGRADE-methane-HPWS-s.yaml","other"
"groundWater-pumping-DEFINE-ACCORDING-TO-LOCAL-CONSTRAINTS.yaml","other"
"heatEx_cold.yaml","other"
"heatEx_hot.yaml","other"
"mixedRawSludge_biogas-l.yaml","other"
"mixedRawSludge_biogas-s.yaml","other"
"rainCollection.yaml","other"
