"scenario","in.","prod","waste","irrev","eff"
"gridCase_minCost",6197.01180587603,64.8407811133631,134.01356220896,5998.15746255371,1.046323343323
"designCase_minCost",151.40723,64.8407811133631,3.3558927912615,83.2105560953755,42.8254193101367
"designCase_minEmissions",15897.4125,64.8407811133631,15598.9722613142,233.599457572438,0.407870029876642
"designCase_minWaste",15797.4125,64.8407811133631,4015.17830530845,11717.3934135782,0.410451908585428
"designCase_minWater",15897.4125,64.8407811133631,5591.10642788525,10241.4652910014,0.407870029876642
"wildcard_current_minCost",26.3297433619275,64.8407811133631,73.569205598239,-112.080243349675,246.26438709282
"wildcard_medium_minCost",9.71990843710628,64.8407811133631,90.1959639884224,-145.316836664679,667.092509491446
"wildcard_long_minCost",11.4697440377443,64.8407811133631,90.4376228644735,-143.808659940092,565.320210285313
