"transp_tech","zone_start","zone_end","isTransp"
"pipe_gas","quality","factory_blades",0.00
"pipe_gas","quality","hospital",0.00
"pipe_gas","quality","multifunction",0.00
"pipe_gas","quality","northDistrict",0.00
"pipe_gas","quality","quality",0.00
"pipe_gas","quality","reserved",0.00
"pipe_gas","quality","residential",0.00
"pipe_gas","quality","school",0.00
"pipe_gas","quality","tech",0.00
"pipe_gas","reserved","dormitories",0.00
"pipe_gas","reserved","energyIsland",0.00
"pipe_gas","reserved","factory",0.00
"pipe_gas","reserved","factory_assembly",0.00
"pipe_gas","reserved","factory_blades",0.00
"pipe_gas","reserved","hospital",0.00
"pipe_gas","reserved","multifunction",0.00
"pipe_gas","reserved","northDistrict",0.00
"pipe_gas","reserved","quality",0.00
"pipe_gas","reserved","reserved",0.00
"pipe_gas","reserved","residential",1.00
"pipe_gas","reserved","school",0.00
"pipe_gas","reserved","tech",0.00
"pipe_gas","residential","dormitories",0.00
"pipe_gas","residential","energyIsland",0.00
"pipe_gas","residential","factory",0.00
"pipe_gas","residential","factory_assembly",0.00
"pipe_gas","residential","factory_blades",0.00
"pipe_gas","residential","hospital",1.00
"pipe_gas","residential","multifunction",0.00
"pipe_gas","residential","northDistrict",1.00
"pipe_gas","residential","quality",0.00
"pipe_gas","residential","reserved",1.00
"pipe_gas","residential","residential",0.00
"pipe_gas","residential","school",0.00
"pipe_gas","residential","tech",0.00
"pipe_gas","school","dormitories",0.00
"pipe_gas","school","energyIsland",0.00
"pipe_gas","school","factory",0.00
"pipe_gas","school","factory_assembly",0.00
"pipe_gas","school","factory_blades",0.00
"pipe_gas","school","hospital",0.00
"pipe_gas","school","multifunction",0.00
"pipe_gas","school","northDistrict",0.00
"pipe_gas","school","quality",0.00
"pipe_gas","school","reserved",0.00
"pipe_gas","school","residential",0.00
"pipe_gas","school","school",0.00
"pipe_gas","school","tech",0.00
"pipe_gas","tech","dormitories",0.00
"pipe_gas","tech","energyIsland",0.00
"pipe_gas","tech","factory",0.00
"pipe_gas","tech","factory_assembly",0.00
"pipe_gas","tech","factory_blades",0.00
"pipe_gas","tech","hospital",0.00
"pipe_gas","tech","multifunction",0.00
"pipe_gas","tech","northDistrict",0.00
"pipe_gas","tech","quality",0.00
"pipe_gas","tech","reserved",0.00
"pipe_gas","tech","residential",0.00
"pipe_gas","tech","school",0.00
"pipe_gas","tech","tech",0.00
"cable","dormitories","dormitories",0.00
"cable","dormitories","energyIsland",0.00
"cable","dormitories","factory",0.00
"cable","dormitories","factory_assembly",0.00
"cable","dormitories","factory_blades",0.00
"cable","dormitories","hospital",0.00
"cable","dormitories","multifunction",0.00
"cable","dormitories","northDistrict",1.00
"cable","dormitories","quality",0.00
"cable","dormitories","reserved",0.00
"cable","dormitories","residential",0.00
"cable","dormitories","school",0.00
"cable","dormitories","tech",0.00
"cable","energyIsland","dormitories",0.00
"cable","energyIsland","energyIsland",0.00
"cable","energyIsland","factory",0.00
"cable","energyIsland","factory_assembly",0.00
"cable","energyIsland","factory_blades",0.00
"cable","energyIsland","hospital",0.00
"cable","energyIsland","multifunction",0.00
"cable","energyIsland","northDistrict",1.00
"cable","energyIsland","quality",0.00
"cable","energyIsland","reserved",0.00
"cable","energyIsland","residential",0.00
"cable","energyIsland","school",0.00
"cable","energyIsland","tech",0.00
"cable","factory","dormitories",0.00
"cable","factory","energyIsland",0.00
"cable","factory","factory",0.00
"cable","factory","factory_assembly",1.00
"cable","factory","factory_blades",0.00
"cable","factory","hospital",0.00
"cable","factory","multifunction",0.00
"cable","factory","northDistrict",1.00
"cable","factory","quality",0.00
"cable","factory","reserved",0.00
"cable","factory","residential",0.00
"cable","factory","school",0.00
"cable","factory","tech",0.00
"cable","factory_assembly","dormitories",0.00
"cable","factory_assembly","energyIsland",0.00
"cable","factory_assembly","factory",1.00
"cable","factory_assembly","factory_assembly",0.00
"cable","factory_assembly","factory_blades",0.00
"cable","factory_assembly","hospital",0.00
"cable","factory_assembly","multifunction",0.00
"cable","factory_assembly","northDistrict",0.00
"cable","factory_assembly","quality",0.00
"cable","factory_assembly","reserved",0.00
"cable","factory_assembly","residential",0.00
"cable","factory_assembly","school",0.00
"cable","factory_assembly","tech",0.00
"cable","factory_blades","dormitories",0.00
"cable","factory_blades","energyIsland",0.00
"cable","factory_blades","factory",0.00
"cable","factory_blades","factory_assembly",0.00
"cable","factory_blades","factory_blades",0.00
"cable","factory_blades","hospital",0.00
"cable","factory_blades","multifunction",0.00
"cable","factory_blades","northDistrict",1.00
"cable","factory_blades","quality",0.00
"cable","factory_blades","reserved",0.00
"cable","factory_blades","residential",0.00
"cable","factory_blades","school",0.00
"cable","factory_blades","tech",0.00
"cable","hospital","dormitories",0.00
"cable","hospital","energyIsland",0.00
"cable","hospital","factory",0.00
"cable","hospital","factory_assembly",0.00
"cable","hospital","factory_blades",0.00
"cable","hospital","hospital",0.00
"cable","hospital","multifunction",0.00
"cable","hospital","northDistrict",0.00
"cable","hospital","quality",0.00
"cable","hospital","reserved",0.00
"cable","hospital","residential",1.00
"cable","hospital","school",0.00
"cable","hospital","tech",0.00
"cable","multifunction","dormitories",0.00
"cable","multifunction","energyIsland",0.00
"cable","multifunction","factory",0.00
"cable","multifunction","factory_assembly",0.00
"cable","multifunction","factory_blades",0.00
"cable","multifunction","hospital",0.00
"cable","multifunction","multifunction",0.00
"cable","multifunction","northDistrict",1.00
"cable","multifunction","quality",0.00
"cable","multifunction","reserved",0.00
"cable","multifunction","residential",0.00
"cable","multifunction","school",0.00
"cable","multifunction","tech",0.00
"cable","northDistrict","dormitories",1.00
"cable","northDistrict","energyIsland",1.00
"cable","northDistrict","factory",1.00
"cable","northDistrict","factory_assembly",0.00
"cable","northDistrict","factory_blades",1.00
"cable","northDistrict","hospital",0.00
"cable","northDistrict","multifunction",1.00
"cable","northDistrict","northDistrict",0.00
"cable","northDistrict","quality",1.00
"cable","northDistrict","reserved",0.00
"cable","northDistrict","residential",1.00
"cable","northDistrict","school",0.00
"cable","northDistrict","tech",1.00
"cable","quality","dormitories",0.00
"cable","quality","energyIsland",0.00
"cable","quality","factory",0.00
"cable","quality","factory_assembly",0.00
"cable","quality","factory_blades",0.00
"cable","quality","hospital",0.00
"cable","quality","multifunction",0.00
"cable","quality","northDistrict",1.00
"cable","quality","quality",0.00
"cable","quality","reserved",0.00
"cable","quality","residential",0.00
"cable","quality","school",0.00
"cable","quality","tech",0.00
"cable","reserved","dormitories",0.00
"cable","reserved","energyIsland",0.00
"cable","reserved","factory",0.00
"cable","reserved","factory_assembly",0.00
"cable","reserved","factory_blades",0.00
"cable","reserved","hospital",0.00
"cable","reserved","multifunction",0.00
"cable","reserved","northDistrict",0.00
"cable","reserved","quality",0.00
"cable","reserved","reserved",0.00
"cable","reserved","residential",0.00
"cable","reserved","school",0.00
"cable","reserved","tech",0.00
"cable","residential","dormitories",0.00
"cable","residential","energyIsland",0.00
"cable","residential","factory",0.00
"cable","residential","factory_assembly",0.00
"cable","residential","factory_blades",0.00
"cable","residential","hospital",1.00
"cable","residential","multifunction",0.00
"cable","residential","northDistrict",1.00
"cable","residential","quality",0.00
"cable","residential","reserved",0.00
"cable","residential","residential",0.00
"cable","residential","school",1.00
"cable","residential","tech",0.00
"cable","school","dormitories",0.00
"cable","school","energyIsland",0.00
"cable","school","factory",0.00
"cable","school","factory_assembly",0.00
"cable","school","factory_blades",0.00
"cable","school","hospital",0.00
"cable","school","multifunction",0.00
"cable","school","northDistrict",0.00
"cable","school","quality",0.00
"cable","school","reserved",0.00
"cable","school","residential",1.00
"cable","school","school",0.00
"cable","school","tech",0.00
"cable","tech","dormitories",0.00
"cable","tech","energyIsland",0.00
"cable","tech","factory",0.00
"cable","tech","factory_assembly",0.00
"cable","tech","factory_blades",0.00
"cable","tech","hospital",0.00
"cable","tech","multifunction",0.00
"cable","tech","northDistrict",1.00
"cable","tech","quality",0.00
"cable","tech","reserved",0.00
"cable","tech","residential",0.00
"cable","tech","school",0.00
"cable","tech","tech",0.00
"pipe_wastewater","dormitories","dormitories",0.00
"pipe_wastewater","dormitories","energyIsland",0.00
"pipe_wastewater","dormitories","factory",0.00
"pipe_wastewater","dormitories","factory_assembly",0.00
"pipe_wastewater","dormitories","factory_blades",0.00
"pipe_wastewater","dormitories","hospital",0.00
"pipe_wastewater","dormitories","multifunction",0.00
"pipe_wastewater","dormitories","northDistrict",0.00
"pipe_wastewater","dormitories","quality",0.00
"pipe_wastewater","dormitories","reserved",0.00
"pipe_wastewater","dormitories","residential",0.00
"pipe_wastewater","dormitories","school",0.00
"pipe_wastewater","dormitories","tech",0.00
"pipe_wastewater","energyIsland","dormitories",0.00
"pipe_wastewater","energyIsland","energyIsland",0.00
"pipe_wastewater","energyIsland","factory",0.00
"pipe_wastewater","energyIsland","factory_assembly",0.00
"pipe_wastewater","energyIsland","factory_blades",0.00
"pipe_wastewater","energyIsland","hospital",0.00
"pipe_wastewater","energyIsland","multifunction",0.00
"pipe_wastewater","energyIsland","northDistrict",0.00
"pipe_wastewater","energyIsland","quality",0.00
"pipe_wastewater","energyIsland","reserved",0.00
"pipe_wastewater","energyIsland","residential",0.00
"pipe_wastewater","energyIsland","school",0.00
"pipe_wastewater","energyIsland","tech",0.00
"pipe_wastewater","factory","dormitories",0.00
"pipe_wastewater","factory","energyIsland",0.00
"pipe_wastewater","factory","factory",0.00
"pipe_wastewater","factory","factory_assembly",0.00
"pipe_wastewater","factory","factory_blades",0.00
"pipe_wastewater","factory","hospital",0.00
"pipe_wastewater","factory","multifunction",0.00
"pipe_wastewater","factory","northDistrict",0.00
"pipe_wastewater","factory","quality",0.00
"pipe_wastewater","factory","reserved",0.00
"pipe_wastewater","factory","residential",0.00
"pipe_wastewater","factory","school",0.00
"pipe_wastewater","factory","tech",0.00
"pipe_wastewater","factory_assembly","dormitories",0.00
"pipe_wastewater","factory_assembly","energyIsland",0.00
"pipe_wastewater","factory_assembly","factory",0.00
"pipe_wastewater","factory_assembly","factory_assembly",0.00
"pipe_wastewater","factory_assembly","factory_blades",0.00
"pipe_wastewater","factory_assembly","hospital",0.00
"pipe_wastewater","factory_assembly","multifunction",0.00
"pipe_wastewater","factory_assembly","northDistrict",0.00
"pipe_wastewater","factory_assembly","quality",0.00
"pipe_wastewater","factory_assembly","reserved",0.00
"pipe_wastewater","factory_assembly","residential",0.00
"pipe_wastewater","factory_assembly","school",0.00
"pipe_wastewater","factory_assembly","tech",0.00
"pipe_wastewater","factory_blades","dormitories",0.00
"pipe_wastewater","factory_blades","energyIsland",0.00
"pipe_wastewater","factory_blades","factory",0.00
"pipe_wastewater","factory_blades","factory_assembly",0.00
"pipe_wastewater","factory_blades","factory_blades",0.00
"pipe_wastewater","factory_blades","hospital",0.00
"pipe_wastewater","factory_blades","multifunction",0.00
"pipe_wastewater","factory_blades","northDistrict",0.00
"pipe_wastewater","factory_blades","quality",0.00
"pipe_wastewater","factory_blades","reserved",0.00
"pipe_wastewater","factory_blades","residential",0.00
"pipe_wastewater","factory_blades","school",0.00
"pipe_wastewater","factory_blades","tech",0.00
"pipe_wastewater","hospital","dormitories",0.00
"pipe_wastewater","hospital","energyIsland",0.00
"pipe_wastewater","hospital","factory",0.00
"pipe_wastewater","hospital","factory_assembly",0.00
"pipe_wastewater","hospital","factory_blades",0.00
"pipe_wastewater","hospital","hospital",0.00
"pipe_wastewater","hospital","multifunction",0.00
"pipe_wastewater","hospital","northDistrict",0.00
"pipe_wastewater","hospital","quality",0.00
"pipe_wastewater","hospital","reserved",0.00
"pipe_wastewater","hospital","residential",0.00
"pipe_wastewater","hospital","school",0.00
"pipe_wastewater","hospital","tech",0.00
"pipe_wastewater","multifunction","dormitories",0.00
"pipe_wastewater","multifunction","energyIsland",0.00
"pipe_wastewater","multifunction","factory",0.00
"pipe_wastewater","multifunction","factory_assembly",0.00
"pipe_wastewater","multifunction","factory_blades",0.00
"pipe_wastewater","multifunction","hospital",0.00
"pipe_wastewater","multifunction","multifunction",0.00
"pipe_wastewater","multifunction","northDistrict",0.00
"pipe_wastewater","multifunction","quality",0.00
"pipe_wastewater","multifunction","reserved",0.00
"pipe_wastewater","multifunction","residential",0.00
"pipe_wastewater","multifunction","school",0.00
"pipe_wastewater","multifunction","tech",0.00
"pipe_wastewater","northDistrict","dormitories",0.00
"pipe_wastewater","northDistrict","energyIsland",0.00
"pipe_wastewater","northDistrict","factory",0.00
"pipe_wastewater","northDistrict","factory_assembly",0.00
"pipe_wastewater","northDistrict","factory_blades",0.00
"pipe_wastewater","northDistrict","hospital",0.00
"pipe_wastewater","northDistrict","multifunction",0.00
"pipe_wastewater","northDistrict","northDistrict",0.00
"pipe_wastewater","northDistrict","quality",0.00
"pipe_wastewater","northDistrict","reserved",0.00
"pipe_wastewater","northDistrict","residential",0.00
"pipe_wastewater","northDistrict","school",0.00
"pipe_wastewater","northDistrict","tech",0.00
"pipe_wastewater","quality","dormitories",0.00
"pipe_wastewater","quality","energyIsland",0.00
"pipe_wastewater","quality","factory",0.00
"pipe_wastewater","quality","factory_assembly",0.00
"pipe_wastewater","quality","factory_blades",0.00
"pipe_wastewater","quality","hospital",0.00
"pipe_wastewater","quality","multifunction",0.00
"pipe_wastewater","quality","northDistrict",0.00
"pipe_wastewater","quality","quality",0.00
"pipe_wastewater","quality","reserved",0.00
"pipe_wastewater","quality","residential",0.00
"pipe_wastewater","quality","school",0.00
"pipe_wastewater","quality","tech",0.00
"pipe_wastewater","reserved","dormitories",0.00
"pipe_wastewater","reserved","energyIsland",0.00
"pipe_wastewater","reserved","factory",0.00
"pipe_wastewater","reserved","factory_assembly",0.00
"pipe_wastewater","reserved","factory_blades",0.00
"pipe_wastewater","reserved","hospital",0.00
"pipe_wastewater","reserved","multifunction",0.00
"pipe_wastewater","reserved","northDistrict",0.00
"pipe_wastewater","reserved","quality",0.00
"pipe_wastewater","reserved","reserved",0.00
"pipe_wastewater","reserved","residential",0.00
"pipe_wastewater","reserved","school",0.00
"pipe_wastewater","reserved","tech",0.00
"pipe_wastewater","residential","dormitories",0.00
"pipe_wastewater","residential","energyIsland",0.00
"pipe_wastewater","residential","factory",0.00
"pipe_wastewater","residential","factory_assembly",0.00
"pipe_wastewater","residential","factory_blades",0.00
"pipe_wastewater","residential","hospital",0.00
"pipe_wastewater","residential","multifunction",0.00
"pipe_wastewater","residential","northDistrict",0.00
"pipe_wastewater","residential","quality",0.00
"pipe_wastewater","residential","reserved",0.00
"pipe_wastewater","residential","residential",0.00
"pipe_wastewater","residential","school",0.00
"pipe_wastewater","residential","tech",0.00
"pipe_wastewater","school","dormitories",0.00
"pipe_wastewater","school","energyIsland",0.00
"pipe_wastewater","school","factory",0.00
"pipe_wastewater","school","factory_assembly",0.00
"pipe_wastewater","school","factory_blades",0.00
"pipe_wastewater","school","hospital",0.00
"pipe_wastewater","school","multifunction",0.00
"pipe_wastewater","school","northDistrict",0.00
"pipe_wastewater","school","quality",0.00
"pipe_wastewater","school","reserved",0.00
"pipe_wastewater","school","residential",0.00
"pipe_wastewater","school","school",0.00
"pipe_wastewater","school","tech",0.00
"pipe_wastewater","tech","dormitories",0.00
"pipe_wastewater","tech","energyIsland",0.00
"pipe_wastewater","tech","factory",0.00
"pipe_wastewater","tech","factory_assembly",0.00
"pipe_wastewater","tech","factory_blades",0.00
"pipe_wastewater","tech","hospital",0.00
"pipe_wastewater","tech","multifunction",0.00
"pipe_wastewater","tech","northDistrict",0.00
"pipe_wastewater","tech","quality",0.00
"pipe_wastewater","tech","reserved",0.00
"pipe_wastewater","tech","residential",0.00
"pipe_wastewater","tech","school",0.00
"pipe_wastewater","tech","tech",0.00
"pipe_waterPotable","dormitories","dormitories",0.00
"pipe_waterPotable","dormitories","energyIsland",0.00
"pipe_waterPotable","dormitories","factory",0.00
"pipe_waterPotable","dormitories","factory_assembly",0.00
"pipe_waterPotable","dormitories","factory_blades",0.00
"pipe_waterPotable","dormitories","hospital",0.00
"pipe_waterPotable","dormitories","multifunction",0.00
"pipe_waterPotable","dormitories","northDistrict",0.00
"pipe_waterPotable","dormitories","quality",0.00
"pipe_waterPotable","dormitories","reserved",0.00
"pipe_waterPotable","dormitories","residential",0.00
"pipe_waterPotable","dormitories","school",0.00
"pipe_waterPotable","dormitories","tech",0.00
"pipe_waterPotable","energyIsland","dormitories",0.00
"pipe_waterPotable","energyIsland","energyIsland",0.00
"pipe_waterPotable","energyIsland","factory",0.00
"pipe_waterPotable","energyIsland","factory_assembly",0.00
"pipe_waterPotable","energyIsland","factory_blades",0.00
"pipe_waterPotable","energyIsland","hospital",0.00
"pipe_waterPotable","energyIsland","multifunction",0.00
"pipe_waterPotable","energyIsland","northDistrict",0.00
"pipe_waterPotable","energyIsland","quality",0.00
"pipe_waterPotable","energyIsland","reserved",0.00
"pipe_waterPotable","energyIsland","residential",0.00
"pipe_waterPotable","energyIsland","school",0.00
"pipe_waterPotable","energyIsland","tech",0.00
"pipe_waterPotable","factory","dormitories",0.00
"pipe_waterPotable","factory","energyIsland",0.00
"pipe_waterPotable","factory","factory",0.00
"pipe_waterPotable","factory","factory_assembly",0.00
"pipe_waterPotable","factory","factory_blades",0.00
"pipe_waterPotable","factory","hospital",0.00
"pipe_waterPotable","factory","multifunction",0.00
"pipe_waterPotable","factory","northDistrict",1.00
"pipe_waterPotable","factory","quality",0.00
"pipe_waterPotable","factory","reserved",0.00
"pipe_waterPotable","factory","residential",0.00
"pipe_waterPotable","factory","school",0.00
"pipe_waterPotable","factory","tech",0.00
"pipe_waterPotable","factory_assembly","dormitories",0.00
"pipe_waterPotable","factory_assembly","energyIsland",0.00
"pipe_waterPotable","factory_assembly","factory",0.00
"pipe_waterPotable","factory_assembly","factory_assembly",0.00
"pipe_waterPotable","factory_assembly","factory_blades",0.00
"pipe_waterPotable","factory_assembly","hospital",0.00
"pipe_waterPotable","factory_assembly","multifunction",0.00
"pipe_waterPotable","factory_assembly","northDistrict",0.00
"pipe_waterPotable","factory_assembly","quality",0.00
"pipe_waterPotable","factory_assembly","reserved",0.00
"pipe_waterPotable","factory_assembly","residential",0.00
"pipe_waterPotable","factory_assembly","school",0.00
"pipe_waterPotable","factory_assembly","tech",0.00
"pipe_waterPotable","factory_blades","dormitories",0.00
"pipe_waterPotable","factory_blades","energyIsland",0.00
"pipe_waterPotable","factory_blades","factory",0.00
"pipe_waterPotable","factory_blades","factory_assembly",0.00
"pipe_waterPotable","factory_blades","factory_blades",0.00
"pipe_waterPotable","factory_blades","hospital",0.00
"pipe_waterPotable","factory_blades","multifunction",0.00
"pipe_waterPotable","factory_blades","northDistrict",0.00
"pipe_waterPotable","factory_blades","quality",0.00
"pipe_waterPotable","factory_blades","reserved",0.00
"pipe_waterPotable","factory_blades","residential",0.00
"pipe_waterPotable","factory_blades","school",0.00
"pipe_waterPotable","factory_blades","tech",0.00
"pipe_waterPotable","hospital","dormitories",0.00
"pipe_waterPotable","hospital","energyIsland",0.00
"pipe_waterPotable","hospital","factory",0.00
"pipe_waterPotable","hospital","factory_assembly",0.00
"pipe_waterPotable","hospital","factory_blades",0.00
"pipe_waterPotable","hospital","hospital",0.00
"pipe_waterPotable","hospital","multifunction",0.00
"pipe_waterPotable","hospital","northDistrict",0.00
"pipe_waterPotable","hospital","quality",0.00
"pipe_waterPotable","hospital","reserved",0.00
"pipe_waterPotable","hospital","residential",0.00
"pipe_waterPotable","hospital","school",0.00
"pipe_waterPotable","hospital","tech",0.00
"pipe_waterPotable","multifunction","dormitories",0.00
"pipe_waterPotable","multifunction","energyIsland",0.00
"pipe_waterPotable","multifunction","factory",0.00
"pipe_waterPotable","multifunction","factory_assembly",0.00
"pipe_waterPotable","multifunction","factory_blades",0.00
"pipe_waterPotable","multifunction","hospital",0.00
"pipe_waterPotable","multifunction","multifunction",0.00
"pipe_waterPotable","multifunction","northDistrict",0.00
"pipe_waterPotable","multifunction","quality",0.00
"pipe_waterPotable","multifunction","reserved",0.00
"pipe_waterPotable","multifunction","residential",0.00
"pipe_waterPotable","multifunction","school",0.00
"pipe_waterPotable","multifunction","tech",0.00
"pipe_waterPotable","northDistrict","dormitories",0.00
"pipe_waterPotable","northDistrict","energyIsland",0.00
"pipe_waterPotable","northDistrict","factory",1.00
"pipe_waterPotable","northDistrict","factory_assembly",0.00
"pipe_waterPotable","northDistrict","factory_blades",0.00
"pipe_waterPotable","northDistrict","hospital",0.00
"pipe_waterPotable","northDistrict","multifunction",0.00
"pipe_waterPotable","northDistrict","northDistrict",0.00
"pipe_waterPotable","northDistrict","quality",0.00
"pipe_waterPotable","northDistrict","reserved",0.00
"pipe_waterPotable","northDistrict","residential",1.00
"pipe_waterPotable","northDistrict","school",0.00
"pipe_waterPotable","northDistrict","tech",0.00
"pipe_waterPotable","quality","dormitories",0.00
"pipe_waterPotable","quality","energyIsland",0.00
"pipe_waterPotable","quality","factory",0.00
"pipe_waterPotable","quality","factory_assembly",0.00
"pipe_waterPotable","quality","factory_blades",0.00
"pipe_waterPotable","quality","hospital",0.00
"pipe_waterPotable","quality","multifunction",0.00
"pipe_waterPotable","quality","northDistrict",0.00
"pipe_waterPotable","quality","quality",0.00
"pipe_waterPotable","quality","reserved",0.00
"pipe_waterPotable","quality","residential",0.00
"pipe_waterPotable","quality","school",0.00
"pipe_waterPotable","quality","tech",0.00
"pipe_waterPotable","reserved","dormitories",0.00
"pipe_waterPotable","reserved","energyIsland",0.00
"pipe_waterPotable","reserved","factory",0.00
"pipe_waterPotable","reserved","factory_assembly",0.00
"pipe_waterPotable","reserved","factory_blades",0.00
"pipe_waterPotable","reserved","hospital",0.00
"pipe_waterPotable","reserved","multifunction",0.00
"pipe_waterPotable","reserved","northDistrict",0.00
"pipe_waterPotable","reserved","quality",0.00
"pipe_waterPotable","reserved","reserved",0.00
"pipe_waterPotable","reserved","residential",0.00
"pipe_waterPotable","reserved","school",0.00
"pipe_waterPotable","reserved","tech",0.00
"pipe_waterPotable","residential","dormitories",0.00
"pipe_waterPotable","residential","energyIsland",0.00
"pipe_waterPotable","residential","factory",0.00
"pipe_waterPotable","residential","factory_assembly",0.00
"pipe_waterPotable","residential","factory_blades",0.00
"pipe_waterPotable","residential","hospital",0.00
"pipe_waterPotable","residential","multifunction",0.00
"pipe_waterPotable","residential","northDistrict",1.00
"pipe_waterPotable","residential","quality",0.00
"pipe_waterPotable","residential","reserved",0.00
"pipe_waterPotable","residential","residential",0.00
"pipe_waterPotable","residential","school",0.00
"pipe_waterPotable","residential","tech",0.00
"pipe_waterPotable","school","dormitories",0.00
"pipe_waterPotable","school","energyIsland",0.00
"pipe_waterPotable","school","factory",0.00
"pipe_waterPotable","school","factory_assembly",0.00
"pipe_waterPotable","school","factory_blades",0.00
"pipe_waterPotable","school","hospital",0.00
"pipe_waterPotable","school","multifunction",0.00
"pipe_waterPotable","school","northDistrict",0.00
"pipe_waterPotable","school","quality",0.00
"pipe_waterPotable","school","reserved",0.00
"pipe_waterPotable","school","residential",0.00
"pipe_waterPotable","school","school",0.00
"pipe_waterPotable","school","tech",0.00
"pipe_waterPotable","tech","dormitories",0.00
