"process","resource","season","zone","value"
"airCon_central","seawater","wint","factory",0.00
"airCon_central","seawater","sum","factory",0.00
"airCon_central","seawater","shoulder","factory",0.00
"airCon_central","seawater","wint","factory_assembly",0.00
"airCon_central","seawater","sum","factory_assembly",0.00
"airCon_central","seawater","shoulder","factory_assembly",0.00
"airCon_central","seawater","wint","factory_blades",0.00
"airCon_central","seawater","sum","factory_blades",0.00
"airCon_central","seawater","shoulder","factory_blades",0.00
"airCon_central","seawater","wint","hospital",0.00
"airCon_central","seawater","sum","hospital",0.00
"airCon_central","seawater","shoulder","hospital",0.00
"airCon_central","seawater","wint","multifunction",0.00
"airCon_central","seawater","sum","multifunction",0.00
"airCon_central","seawater","shoulder","multifunction",0.00
"airCon_central","seawater","wint","northDistrict",0.00
"airCon_central","seawater","sum","northDistrict",0.00
"airCon_central","seawater","shoulder","northDistrict",0.00
"airCon_central","seawater","wint","quality",0.00
"airCon_central","seawater","sum","quality",0.00
"airCon_central","seawater","shoulder","quality",0.00
"airCon_central","seawater","wint","reserved",0.00
"airCon_central","seawater","sum","reserved",0.00
"airCon_central","seawater","shoulder","reserved",0.00
"airCon_central","seawater","wint","residential",0.00
"airCon_central","seawater","sum","residential",0.00
"airCon_central","seawater","shoulder","residential",0.00
"airCon_central","seawater","wint","school",0.00
"airCon_central","seawater","sum","school",0.00
"airCon_central","seawater","shoulder","school",0.00
"airCon_central","seawater","wint","tech",0.00
"airCon_central","seawater","sum","tech",0.00
"airCon_central","seawater","shoulder","tech",0.00
"airCon_central","slag","wint","dormitories",0.00
"airCon_central","slag","sum","dormitories",0.00
"airCon_central","slag","shoulder","dormitories",0.00
"airCon_central","slag","wint","energyIsland",0.00
"airCon_central","slag","sum","energyIsland",0.00
"airCon_central","slag","shoulder","energyIsland",0.00
"airCon_central","slag","wint","factory",0.00
"airCon_central","slag","sum","factory",0.00
"airCon_central","slag","shoulder","factory",0.00
"airCon_central","slag","wint","factory_assembly",0.00
"airCon_central","slag","sum","factory_assembly",0.00
"airCon_central","slag","shoulder","factory_assembly",0.00
"airCon_central","slag","wint","factory_blades",0.00
"airCon_central","slag","sum","factory_blades",0.00
"airCon_central","slag","shoulder","factory_blades",0.00
"airCon_central","slag","wint","hospital",0.00
"airCon_central","slag","sum","hospital",0.00
"airCon_central","slag","shoulder","hospital",0.00
"airCon_central","slag","wint","multifunction",0.00
"airCon_central","slag","sum","multifunction",0.00
"airCon_central","slag","shoulder","multifunction",0.00
"airCon_central","slag","wint","northDistrict",0.00
"airCon_central","slag","sum","northDistrict",0.00
"airCon_central","slag","shoulder","northDistrict",0.00
"airCon_central","slag","wint","quality",0.00
"airCon_central","slag","sum","quality",0.00
"airCon_central","slag","shoulder","quality",0.00
"airCon_central","slag","wint","reserved",0.00
"airCon_central","slag","sum","reserved",0.00
"airCon_central","slag","shoulder","reserved",0.00
"airCon_central","slag","wint","residential",0.00
"airCon_central","slag","sum","residential",0.00
"airCon_central","slag","shoulder","residential",0.00
"airCon_central","slag","wint","school",0.00
"airCon_central","slag","sum","school",0.00
"airCon_central","slag","shoulder","school",0.00
"airCon_central","slag","wint","tech",0.00
"airCon_central","slag","sum","tech",0.00
"airCon_central","slag","shoulder","tech",0.00
"airCon_central","sludge","wint","dormitories",0.00
"airCon_central","sludge","sum","dormitories",0.00
"airCon_central","sludge","shoulder","dormitories",0.00
"airCon_central","sludge","wint","energyIsland",0.00
"airCon_central","sludge","sum","energyIsland",0.00
"airCon_central","sludge","shoulder","energyIsland",0.00
"airCon_central","sludge","wint","factory",0.00
"airCon_central","sludge","sum","factory",0.00
"airCon_central","sludge","shoulder","factory",0.00
"airCon_central","sludge","wint","factory_assembly",0.00
"airCon_central","sludge","sum","factory_assembly",0.00
"airCon_central","sludge","shoulder","factory_assembly",0.00
"airCon_central","sludge","wint","factory_blades",0.00
"airCon_central","sludge","sum","factory_blades",0.00
"airCon_central","sludge","shoulder","factory_blades",0.00
"airCon_central","sludge","wint","hospital",0.00
"airCon_central","sludge","sum","hospital",0.00
"airCon_central","sludge","shoulder","hospital",0.00
"airCon_central","sludge","wint","multifunction",0.00
"airCon_central","sludge","sum","multifunction",0.00
"airCon_central","sludge","shoulder","multifunction",0.00
"airCon_central","sludge","wint","northDistrict",0.00
"airCon_central","sludge","sum","northDistrict",0.00
"airCon_central","sludge","shoulder","northDistrict",0.00
"airCon_central","sludge","wint","quality",0.00
"airCon_central","sludge","sum","quality",0.00
"airCon_central","sludge","shoulder","quality",0.00
"airCon_central","sludge","wint","reserved",0.00
"airCon_central","sludge","sum","reserved",0.00
"airCon_central","sludge","shoulder","reserved",0.00
"airCon_central","sludge","wint","residential",0.00
"airCon_central","sludge","sum","residential",0.00
"airCon_central","sludge","shoulder","residential",0.00
"airCon_central","sludge","wint","school",0.00
"airCon_central","sludge","sum","school",0.00
"airCon_central","sludge","shoulder","school",0.00
"airCon_central","sludge","wint","tech",0.00
"airCon_central","sludge","sum","tech",0.00
"airCon_central","sludge","shoulder","tech",0.00
"airCon_central","solar","wint","dormitories",0.00
"airCon_central","solar","sum","dormitories",0.00
"airCon_central","solar","shoulder","dormitories",0.00
"airCon_central","solar","wint","energyIsland",0.00
"airCon_central","solar","sum","energyIsland",0.00
"airCon_central","solar","shoulder","energyIsland",0.00
"airCon_central","solar","wint","factory",0.00
"airCon_central","solar","sum","factory",0.00
"airCon_central","solar","shoulder","factory",0.00
"airCon_central","solar","wint","factory_assembly",0.00
"airCon_central","solar","sum","factory_assembly",0.00
"airCon_central","solar","shoulder","factory_assembly",0.00
"airCon_central","solar","wint","factory_blades",0.00
"airCon_central","solar","sum","factory_blades",0.00
"airCon_central","solar","shoulder","factory_blades",0.00
"airCon_central","solar","wint","hospital",0.00
"airCon_central","solar","sum","hospital",0.00
"airCon_central","solar","shoulder","hospital",0.00
"airCon_central","solar","wint","multifunction",0.00
"airCon_central","solar","sum","multifunction",0.00
"airCon_central","solar","shoulder","multifunction",0.00
"airCon_central","solar","wint","northDistrict",0.00
"airCon_central","solar","sum","northDistrict",0.00
"airCon_central","solar","shoulder","northDistrict",0.00
"airCon_central","solar","wint","quality",0.00
"airCon_central","solar","sum","quality",0.00
"airCon_central","solar","shoulder","quality",0.00
"airCon_central","solar","wint","reserved",0.00
"airCon_central","solar","sum","reserved",0.00
"airCon_central","solar","shoulder","reserved",0.00
"airCon_central","solar","wint","residential",0.00
"airCon_central","solar","sum","residential",0.00
"airCon_central","solar","shoulder","residential",0.00
"airCon_central","solar","wint","school",0.00
"airCon_central","solar","sum","school",0.00
"airCon_central","solar","shoulder","school",0.00
"airCon_central","solar","wint","tech",0.00
"airCon_central","solar","sum","tech",0.00
"airCon_central","solar","shoulder","tech",0.00
"airCon_central","uranium","wint","dormitories",0.00
"airCon_central","uranium","sum","dormitories",0.00
"airCon_central","uranium","shoulder","dormitories",0.00
"airCon_central","uranium","wint","energyIsland",0.00
"airCon_central","uranium","sum","energyIsland",0.00
"airCon_central","uranium","shoulder","energyIsland",0.00
"airCon_central","uranium","wint","factory",0.00
"airCon_central","uranium","sum","factory",0.00
"airCon_central","uranium","shoulder","factory",0.00
"airCon_central","uranium","wint","factory_assembly",0.00
"airCon_central","uranium","sum","factory_assembly",0.00
"airCon_central","uranium","shoulder","factory_assembly",0.00
"airCon_central","uranium","wint","factory_blades",0.00
"airCon_central","uranium","sum","factory_blades",0.00
"airCon_central","uranium","shoulder","factory_blades",0.00
"airCon_central","uranium","wint","hospital",0.00
"airCon_central","uranium","sum","hospital",0.00
"airCon_central","uranium","shoulder","hospital",0.00
"airCon_central","uranium","wint","multifunction",0.00
"airCon_central","uranium","sum","multifunction",0.00
"airCon_central","uranium","shoulder","multifunction",0.00
"airCon_central","uranium","wint","northDistrict",0.00
"airCon_central","uranium","sum","northDistrict",0.00
"airCon_central","uranium","shoulder","northDistrict",0.00
"airCon_central","uranium","wint","quality",0.00
"airCon_central","uranium","sum","quality",0.00
"airCon_central","uranium","shoulder","quality",0.00
"airCon_central","uranium","wint","reserved",0.00
"airCon_central","uranium","sum","reserved",0.00
"airCon_central","uranium","shoulder","reserved",0.00
"airCon_central","uranium","wint","residential",0.00
"airCon_central","uranium","sum","residential",0.00
"airCon_central","uranium","shoulder","residential",0.00
"airCon_central","uranium","wint","school",0.00
"airCon_central","uranium","sum","school",0.00
"airCon_central","uranium","shoulder","school",0.00
"airCon_central","uranium","wint","tech",0.00
"airCon_central","uranium","sum","tech",0.00
"airCon_central","uranium","shoulder","tech",0.00
"airCon_central","vegWaste","wint","dormitories",0.00
"airCon_central","vegWaste","sum","dormitories",0.00
"airCon_central","vegWaste","shoulder","dormitories",0.00
"airCon_central","vegWaste","wint","energyIsland",0.00
"airCon_central","vegWaste","sum","energyIsland",0.00
"airCon_central","vegWaste","shoulder","energyIsland",0.00
"airCon_central","vegWaste","wint","factory",0.00
"airCon_central","vegWaste","sum","factory",0.00
"airCon_central","vegWaste","shoulder","factory",0.00
"airCon_central","vegWaste","wint","factory_assembly",0.00
"airCon_central","vegWaste","sum","factory_assembly",0.00
"airCon_central","vegWaste","shoulder","factory_assembly",0.00
"airCon_central","vegWaste","wint","factory_blades",0.00
"airCon_central","vegWaste","sum","factory_blades",0.00
"airCon_central","vegWaste","shoulder","factory_blades",0.00
"airCon_central","vegWaste","wint","hospital",0.00
"airCon_central","vegWaste","sum","hospital",0.00
"airCon_central","vegWaste","shoulder","hospital",0.00
"airCon_central","vegWaste","wint","multifunction",0.00
"airCon_central","vegWaste","sum","multifunction",0.00
"airCon_central","vegWaste","shoulder","multifunction",0.00
"airCon_central","vegWaste","wint","northDistrict",0.00
"airCon_central","vegWaste","sum","northDistrict",0.00
"airCon_central","vegWaste","shoulder","northDistrict",0.00
"airCon_central","vegWaste","wint","quality",0.00
"airCon_central","vegWaste","sum","quality",0.00
"airCon_central","vegWaste","shoulder","quality",0.00
"airCon_central","vegWaste","wint","reserved",0.00
"airCon_central","vegWaste","sum","reserved",0.00
"airCon_central","vegWaste","shoulder","reserved",0.00
"airCon_central","vegWaste","wint","residential",0.00
"airCon_central","vegWaste","sum","residential",0.00
"airCon_central","vegWaste","shoulder","residential",0.00
"airCon_central","vegWaste","wint","school",0.00
"airCon_central","vegWaste","sum","school",0.00
"airCon_central","vegWaste","shoulder","school",0.00
"airCon_central","vegWaste","wint","tech",0.00
"airCon_central","vegWaste","sum","tech",0.00
"airCon_central","vegWaste","shoulder","tech",0.00
"airCon_central","waste_organic","wint","dormitories",0.00
"airCon_central","waste_organic","sum","dormitories",0.00
"airCon_central","waste_organic","shoulder","dormitories",0.00
"airCon_central","waste_organic","wint","energyIsland",0.00
"airCon_central","waste_organic","sum","energyIsland",0.00
"airCon_central","waste_organic","shoulder","energyIsland",0.00
"airCon_central","waste_organic","wint","factory",0.00
"airCon_central","waste_organic","sum","factory",0.00
"airCon_central","waste_organic","shoulder","factory",0.00
"airCon_central","waste_organic","wint","factory_assembly",0.00
"airCon_central","waste_organic","sum","factory_assembly",0.00
"airCon_central","waste_organic","shoulder","factory_assembly",0.00
"airCon_central","waste_organic","wint","factory_blades",0.00
"airCon_central","waste_organic","sum","factory_blades",0.00
"airCon_central","waste_organic","shoulder","factory_blades",0.00
"airCon_central","waste_organic","wint","hospital",0.00
"airCon_central","waste_organic","sum","hospital",0.00
"airCon_central","waste_organic","shoulder","hospital",0.00
"airCon_central","waste_organic","wint","multifunction",0.00
"airCon_central","waste_organic","sum","multifunction",0.00
"airCon_central","waste_organic","shoulder","multifunction",0.00
"airCon_central","waste_organic","wint","northDistrict",0.00
"airCon_central","waste_organic","sum","northDistrict",0.00
"airCon_central","waste_organic","shoulder","northDistrict",0.00
"airCon_central","waste_organic","wint","quality",0.00
"airCon_central","waste_organic","sum","quality",0.00
"airCon_central","waste_organic","shoulder","quality",0.00
"airCon_central","waste_organic","wint","reserved",0.00
"airCon_central","waste_organic","sum","reserved",0.00
"airCon_central","waste_organic","shoulder","reserved",0.00
"airCon_central","waste_organic","wint","residential",0.00
"airCon_central","waste_organic","sum","residential",0.00
"airCon_central","waste_organic","shoulder","residential",0.00
"airCon_central","waste_organic","wint","school",0.00
"airCon_central","waste_organic","sum","school",0.00
"airCon_central","waste_organic","shoulder","school",0.00
"airCon_central","waste_organic","wint","tech",0.00
"airCon_central","waste_organic","sum","tech",0.00
"airCon_central","waste_organic","shoulder","tech",0.00
"airCon_central","waste","wint","dormitories",0.00
"airCon_central","waste","sum","dormitories",0.00
"airCon_central","waste","shoulder","dormitories",0.00
"airCon_central","waste","wint","energyIsland",0.00
"airCon_central","waste","sum","energyIsland",0.00
"airCon_central","waste","shoulder","energyIsland",0.00
"airCon_central","waste","wint","factory",0.00
"airCon_central","waste","sum","factory",0.00
"airCon_central","waste","shoulder","factory",0.00
"airCon_central","waste","wint","factory_assembly",0.00
"airCon_central","waste","sum","factory_assembly",0.00
"airCon_central","waste","shoulder","factory_assembly",0.00
"airCon_central","waste","wint","factory_blades",0.00
"airCon_central","waste","sum","factory_blades",0.00
"airCon_central","waste","shoulder","factory_blades",0.00
"airCon_central","waste","wint","hospital",0.00
"airCon_central","waste","sum","hospital",0.00
"airCon_central","waste","shoulder","hospital",0.00
"airCon_central","waste","wint","multifunction",0.00
"airCon_central","waste","sum","multifunction",0.00
"airCon_central","waste","shoulder","multifunction",0.00
"airCon_central","waste","wint","northDistrict",0.00
"airCon_central","waste","sum","northDistrict",0.00
"airCon_central","waste","shoulder","northDistrict",0.00
"airCon_central","waste","wint","quality",0.00
"airCon_central","waste","sum","quality",0.00
"airCon_central","waste","shoulder","quality",0.00
"airCon_central","waste","wint","reserved",0.00
"airCon_central","waste","sum","reserved",0.00
"airCon_central","waste","shoulder","reserved",0.00
"airCon_central","waste","wint","residential",0.00
"airCon_central","waste","sum","residential",0.00
"airCon_central","waste","shoulder","residential",0.00
"airCon_central","waste","wint","school",0.00
"airCon_central","waste","sum","school",0.00
"airCon_central","waste","shoulder","school",0.00
"airCon_central","waste","wint","tech",0.00
"airCon_central","waste","sum","tech",0.00
"airCon_central","waste","shoulder","tech",0.00
"airCon_central","wastewater","wint","dormitories",0.00
"airCon_central","wastewater","sum","dormitories",0.00
"airCon_central","wastewater","shoulder","dormitories",0.00
"airCon_central","wastewater","wint","energyIsland",0.00
"airCon_central","wastewater","sum","energyIsland",0.00
"airCon_central","wastewater","shoulder","energyIsland",0.00
"airCon_central","wastewater","wint","factory",0.00
"airCon_central","wastewater","sum","factory",0.00
"airCon_central","wastewater","shoulder","factory",0.00
"airCon_central","wastewater","wint","factory_assembly",0.00
"airCon_central","wastewater","sum","factory_assembly",0.00
"airCon_central","wastewater","shoulder","factory_assembly",0.00
"airCon_central","wastewater","wint","factory_blades",0.00
"airCon_central","wastewater","sum","factory_blades",0.00
"airCon_central","wastewater","shoulder","factory_blades",0.00
"airCon_central","wastewater","wint","hospital",0.00
"airCon_central","wastewater","sum","hospital",0.00
"airCon_central","wastewater","shoulder","hospital",0.00
"airCon_central","wastewater","wint","multifunction",0.00
"airCon_central","wastewater","sum","multifunction",0.00
"airCon_central","wastewater","shoulder","multifunction",0.00
"airCon_central","wastewater","wint","northDistrict",0.00
"airCon_central","wastewater","sum","northDistrict",0.00
"airCon_central","wastewater","shoulder","northDistrict",0.00
"airCon_central","wastewater","wint","quality",0.00
"airCon_central","wastewater","sum","quality",0.00
"airCon_central","wastewater","shoulder","quality",0.00
"airCon_central","wastewater","wint","reserved",0.00
"airCon_central","wastewater","sum","reserved",0.00
"airCon_central","wastewater","shoulder","reserved",0.00
"airCon_central","wastewater","wint","residential",0.00
"airCon_central","wastewater","sum","residential",0.00
"airCon_central","wastewater","shoulder","residential",0.00
"airCon_central","wastewater","wint","school",0.00
"airCon_central","wastewater","sum","school",0.00
"airCon_central","wastewater","shoulder","school",0.00
"airCon_central","wastewater","wint","tech",0.00
"airCon_central","wastewater","sum","tech",0.00
"airCon_central","wastewater","shoulder","tech",0.00
"airCon_central","water_pure","wint","dormitories",0.00
"airCon_central","water_pure","sum","dormitories",0.00
"airCon_central","water_pure","shoulder","dormitories",0.00
"airCon_central","water_pure","wint","energyIsland",0.00
"airCon_central","water_pure","sum","energyIsland",0.00
"airCon_central","water_pure","shoulder","energyIsland",0.00
"airCon_central","water_pure","wint","factory",0.00
"airCon_central","water_pure","sum","factory",0.00
"airCon_central","water_pure","shoulder","factory",0.00
"airCon_central","water_pure","wint","factory_assembly",0.00
"airCon_central","water_pure","sum","factory_assembly",0.00
"airCon_central","water_pure","shoulder","factory_assembly",0.00
"airCon_central","water_pure","wint","factory_blades",0.00
"airCon_central","water_pure","sum","factory_blades",0.00
"airCon_central","water_pure","shoulder","factory_blades",0.00
"airCon_central","water_pure","wint","hospital",0.00
"airCon_central","water_pure","sum","hospital",0.00
"airCon_central","water_pure","shoulder","hospital",0.00
"airCon_central","water_pure","wint","multifunction",0.00
"airCon_central","water_pure","sum","multifunction",0.00
"airCon_central","water_pure","shoulder","multifunction",0.00
"airCon_central","water_pure","wint","northDistrict",0.00
"airCon_central","water_pure","sum","northDistrict",0.00
"airCon_central","water_pure","shoulder","northDistrict",0.00
"airCon_central","water_pure","wint","quality",0.00
"airCon_central","water_pure","sum","quality",0.00
"airCon_central","water_pure","shoulder","quality",0.00
"airCon_central","water_pure","wint","reserved",0.00
"airCon_central","water_pure","sum","reserved",0.00
"airCon_central","water_pure","shoulder","reserved",0.00
"airCon_central","water_pure","wint","residential",0.00
"airCon_central","water_pure","sum","residential",0.00
"airCon_central","water_pure","shoulder","residential",0.00
"airCon_central","water_pure","wint","school",0.00
"airCon_central","water_pure","sum","school",0.00
"airCon_central","water_pure","shoulder","school",0.00
"airCon_central","water_pure","wint","tech",0.00
"airCon_central","water_pure","sum","tech",0.00
"airCon_central","water_pure","shoulder","tech",0.00
"airCon_central","water","wint","dormitories",0.00
"airCon_central","water","sum","dormitories",0.00
"airCon_central","water","shoulder","dormitories",0.00
"airCon_central","water","wint","energyIsland",0.00
"airCon_central","water","sum","energyIsland",0.00
"airCon_central","water","shoulder","energyIsland",0.00
"airCon_central","water","wint","factory",0.00
"airCon_central","water","sum","factory",0.00
"airCon_central","water","shoulder","factory",0.00
"airCon_central","water","wint","factory_assembly",0.00
"airCon_central","water","sum","factory_assembly",0.00
"airCon_central","water","shoulder","factory_assembly",0.00
"airCon_central","water","wint","factory_blades",0.00
"airCon_central","water","sum","factory_blades",0.00
"airCon_central","water","shoulder","factory_blades",0.00
"airCon_central","water","wint","hospital",0.00
"airCon_central","water","sum","hospital",0.00
"airCon_central","water","shoulder","hospital",0.00
"airCon_central","water","wint","multifunction",0.00
"airCon_central","water","sum","multifunction",0.00
"airCon_central","water","shoulder","multifunction",0.00
"airCon_central","water","wint","northDistrict",0.00
"airCon_central","water","sum","northDistrict",0.00
"airCon_central","water","shoulder","northDistrict",0.00
"airCon_central","water","wint","quality",0.00
"airCon_central","water","sum","quality",0.00
"airCon_central","water","shoulder","quality",0.00
"airCon_central","water","wint","reserved",0.00
"airCon_central","water","sum","reserved",0.00
"airCon_central","water","shoulder","reserved",0.00
"airCon_central","water","wint","residential",0.00
"airCon_central","water","sum","residential",0.00
"airCon_central","water","shoulder","residential",0.00
"airCon_central","water","wint","school",0.00
"airCon_central","water","sum","school",0.00
"airCon_central","water","shoulder","school",0.00
"airCon_central","water","wint","tech",0.00
"airCon_central","water","sum","tech",0.00
"airCon_central","water","shoulder","tech",0.00
"airCon_central","waterBrackish","wint","dormitories",0.00
"airCon_central","waterBrackish","sum","dormitories",0.00
"airCon_central","waterBrackish","shoulder","dormitories",0.00
"airCon_central","waterBrackish","wint","energyIsland",0.00
"airCon_central","waterBrackish","sum","energyIsland",0.00
"airCon_central","waterBrackish","shoulder","energyIsland",0.00
"airCon_central","waterBrackish","wint","factory",0.00
"airCon_central","waterBrackish","sum","factory",0.00
"airCon_central","waterBrackish","shoulder","factory",0.00
"airCon_central","waterBrackish","wint","factory_assembly",0.00
"airCon_central","waterBrackish","sum","factory_assembly",0.00
"airCon_central","waterBrackish","shoulder","factory_assembly",0.00
"airCon_central","waterBrackish","wint","factory_blades",0.00
"airCon_central","waterBrackish","sum","factory_blades",0.00
"airCon_central","waterBrackish","shoulder","factory_blades",0.00
"airCon_central","waterBrackish","wint","hospital",0.00
"airCon_central","waterBrackish","sum","hospital",0.00
"airCon_central","waterBrackish","shoulder","hospital",0.00
"airCon_central","waterBrackish","wint","multifunction",0.00
"airCon_central","waterBrackish","sum","multifunction",0.00
"airCon_central","waterBrackish","shoulder","multifunction",0.00
"airCon_central","waterBrackish","wint","northDistrict",0.00
"airCon_central","waterBrackish","sum","northDistrict",0.00
"airCon_central","waterBrackish","shoulder","northDistrict",0.00
"airCon_central","waterBrackish","wint","quality",0.00
"airCon_central","waterBrackish","sum","quality",0.00
"airCon_central","waterBrackish","shoulder","quality",0.00
"airCon_central","waterBrackish","wint","reserved",0.00
"airCon_central","waterBrackish","sum","reserved",0.00
"airCon_central","waterBrackish","shoulder","reserved",0.00
"airCon_central","waterBrackish","wint","residential",0.00
"airCon_central","waterBrackish","sum","residential",0.00
"airCon_central","waterBrackish","shoulder","residential",0.00
"airCon_central","waterBrackish","wint","school",0.00
"airCon_central","waterBrackish","sum","school",0.00
"airCon_central","waterBrackish","shoulder","school",0.00
"airCon_central","waterBrackish","wint","tech",0.00
"airCon_central","waterBrackish","sum","tech",0.00
"airCon_central","waterBrackish","shoulder","tech",0.00
"airCon_central","waterIrrigation","wint","dormitories",0.00
"airCon_central","waterIrrigation","sum","dormitories",0.00
"airCon_central","waterIrrigation","shoulder","dormitories",0.00
"airCon_central","waterIrrigation","wint","energyIsland",0.00
"airCon_central","waterIrrigation","sum","energyIsland",0.00
"airCon_central","waterIrrigation","shoulder","energyIsland",0.00
"airCon_central","waterIrrigation","wint","factory",0.00
"airCon_central","waterIrrigation","sum","factory",0.00
"airCon_central","waterIrrigation","shoulder","factory",0.00
"airCon_central","waterIrrigation","wint","factory_assembly",0.00
"airCon_central","waterIrrigation","sum","factory_assembly",0.00
"airCon_central","waterIrrigation","shoulder","factory_assembly",0.00
"airCon_central","waterIrrigation","wint","factory_blades",0.00
"airCon_central","waterIrrigation","sum","factory_blades",0.00
"airCon_central","waterIrrigation","shoulder","factory_blades",0.00
"airCon_central","waterIrrigation","wint","hospital",0.00
"airCon_central","waterIrrigation","sum","hospital",0.00
"airCon_central","waterIrrigation","shoulder","hospital",0.00
"airCon_central","waterIrrigation","wint","multifunction",0.00
"airCon_central","waterIrrigation","sum","multifunction",0.00
"airCon_central","waterIrrigation","shoulder","multifunction",0.00
"airCon_central","waterIrrigation","wint","northDistrict",0.00
"airCon_central","waterIrrigation","sum","northDistrict",0.00
"airCon_central","waterIrrigation","shoulder","northDistrict",0.00
"airCon_central","waterIrrigation","wint","quality",0.00
"airCon_central","waterIrrigation","sum","quality",0.00
"airCon_central","waterIrrigation","shoulder","quality",0.00
"airCon_central","waterIrrigation","wint","reserved",0.00
"airCon_central","waterIrrigation","sum","reserved",0.00
"airCon_central","waterIrrigation","shoulder","reserved",0.00
"airCon_central","waterIrrigation","wint","residential",0.00
"airCon_central","waterIrrigation","sum","residential",0.00
"airCon_central","waterIrrigation","shoulder","residential",0.00
"airCon_central","waterIrrigation","wint","school",0.00
"airCon_central","waterIrrigation","sum","school",0.00
"airCon_central","waterIrrigation","shoulder","school",0.00
"airCon_central","waterIrrigation","wint","tech",0.00
"airCon_central","waterIrrigation","sum","tech",0.00
"airCon_central","waterIrrigation","shoulder","tech",0.00
"airCon_central","waterNonPotable","wint","dormitories",0.00
"airCon_central","waterNonPotable","sum","dormitories",0.00
"airCon_central","waterNonPotable","shoulder","dormitories",0.00
"airCon_central","waterNonPotable","wint","energyIsland",0.00
"airCon_central","waterNonPotable","sum","energyIsland",0.00
"airCon_central","waterNonPotable","shoulder","energyIsland",0.00
"airCon_central","waterNonPotable","wint","factory",0.00
"airCon_central","waterNonPotable","sum","factory",0.00
"airCon_central","waterNonPotable","shoulder","factory",0.00
"airCon_central","waterNonPotable","wint","factory_assembly",0.00
"airCon_central","waterNonPotable","sum","factory_assembly",0.00
"airCon_central","waterNonPotable","shoulder","factory_assembly",0.00
"airCon_central","waterNonPotable","wint","factory_blades",0.00
"airCon_central","waterNonPotable","sum","factory_blades",0.00
"airCon_central","waterNonPotable","shoulder","factory_blades",0.00
"airCon_central","waterNonPotable","wint","hospital",0.00
"airCon_central","waterNonPotable","sum","hospital",0.00
"airCon_central","waterNonPotable","shoulder","hospital",0.00
"airCon_central","waterNonPotable","wint","multifunction",0.00
"airCon_central","waterNonPotable","sum","multifunction",0.00
"airCon_central","waterNonPotable","shoulder","multifunction",0.00
"airCon_central","waterNonPotable","wint","northDistrict",0.00
"airCon_central","waterNonPotable","sum","northDistrict",0.00
"airCon_central","waterNonPotable","shoulder","northDistrict",0.00
"airCon_central","waterNonPotable","wint","quality",0.00
"airCon_central","waterNonPotable","sum","quality",0.00
"airCon_central","waterNonPotable","shoulder","quality",0.00
"airCon_central","waterNonPotable","wint","reserved",0.00
"airCon_central","waterNonPotable","sum","reserved",0.00
"airCon_central","waterNonPotable","shoulder","reserved",0.00
"airCon_central","waterNonPotable","wint","residential",0.00
"airCon_central","waterNonPotable","sum","residential",0.00
"airCon_central","waterNonPotable","shoulder","residential",0.00
"airCon_central","waterNonPotable","wint","school",0.00
"airCon_central","waterNonPotable","sum","school",0.00
"airCon_central","waterNonPotable","shoulder","school",0.00
"airCon_central","waterNonPotable","wint","tech",0.00
"airCon_central","waterNonPotable","sum","tech",0.00
"airCon_central","waterNonPotable","shoulder","tech",0.00
"airCon_central","waterPotable","wint","dormitories",0.00
"airCon_central","waterPotable","sum","dormitories",0.00
"airCon_central","waterPotable","shoulder","dormitories",0.00
"airCon_central","waterPotable","wint","energyIsland",0.00
"airCon_central","waterPotable","sum","energyIsland",0.00
"airCon_central","waterPotable","shoulder","energyIsland",0.00
"airCon_central","waterPotable","wint","factory",0.00
"airCon_central","waterPotable","sum","factory",0.00
"airCon_central","waterPotable","shoulder","factory",0.00
"airCon_central","waterPotable","wint","factory_assembly",0.00
"airCon_central","waterPotable","sum","factory_assembly",0.00
"airCon_central","waterPotable","shoulder","factory_assembly",0.00
"airCon_central","waterPotable","wint","factory_blades",0.00
"airCon_central","waterPotable","sum","factory_blades",0.00
"airCon_central","waterPotable","shoulder","factory_blades",0.00
"airCon_central","waterPotable","wint","hospital",0.00
"airCon_central","waterPotable","sum","hospital",0.00
"airCon_central","waterPotable","shoulder","hospital",0.00
"airCon_central","waterPotable","wint","multifunction",0.00
"airCon_central","waterPotable","sum","multifunction",0.00
"airCon_central","waterPotable","shoulder","multifunction",0.00
"airCon_central","waterPotable","wint","northDistrict",0.00
"airCon_central","waterPotable","sum","northDistrict",0.00
"airCon_central","waterPotable","shoulder","northDistrict",0.00
"airCon_central","waterPotable","wint","quality",0.00
"airCon_central","waterPotable","sum","quality",0.00
"airCon_central","waterPotable","shoulder","quality",0.00
"airCon_central","waterPotable","wint","reserved",0.00
"airCon_central","waterPotable","sum","reserved",0.00
"airCon_central","waterPotable","shoulder","reserved",0.00
"airCon_central","waterPotable","wint","residential",0.00
"airCon_central","waterPotable","sum","residential",0.00
"airCon_central","waterPotable","shoulder","residential",0.00
"airCon_central","waterPotable","wint","school",0.00
"airCon_central","waterPotable","sum","school",0.00
"airCon_central","waterPotable","shoulder","school",0.00
"airCon_central","waterPotable","wint","tech",0.00
"airCon_central","waterPotable","sum","tech",0.00
"airCon_central","waterPotable","shoulder","tech",0.00
"airCon_central","wind","wint","dormitories",0.00
"airCon_central","wind","sum","dormitories",0.00
"airCon_central","wind","shoulder","dormitories",0.00
"airCon_central","wind","wint","energyIsland",0.00
