"resource","quality","season","zone","value"
"cold_secondary_return","mass","shoulder","reserved",0.00
"cold_secondary_return","mass","wint","residential",0.00
"cold_secondary_return","mass","sum","residential",17.45
"cold_secondary_return","mass","shoulder","residential",0.00
"cold_secondary_return","mass","wint","school",0.00
"cold_secondary_return","mass","sum","school",-17.45
"cold_secondary_return","mass","shoulder","school",0.00
"cold_secondary_return","mass","wint","tech",0.00
"cold_secondary_return","mass","sum","tech",-9.56
"cold_secondary_return","mass","shoulder","tech",0.00
"cold_secondary_return","energy","wint","dormitories",0.00
"cold_secondary_return","energy","sum","dormitories",0.00
"cold_secondary_return","energy","shoulder","dormitories",0.00
"cold_secondary_return","energy","wint","energyIsland",0.00
"cold_secondary_return","energy","sum","energyIsland",0.00
"cold_secondary_return","energy","shoulder","energyIsland",0.00
"cold_secondary_return","energy","wint","factory",0.00
"cold_secondary_return","energy","sum","factory",0.00
"cold_secondary_return","energy","shoulder","factory",0.00
"cold_secondary_return","energy","wint","factory_assembly",0.00
"cold_secondary_return","energy","sum","factory_assembly",0.00
"cold_secondary_return","energy","shoulder","factory_assembly",0.00
"cold_secondary_return","energy","wint","factory_blades",0.00
"cold_secondary_return","energy","sum","factory_blades",0.00
"cold_secondary_return","energy","shoulder","factory_blades",0.00
"cold_secondary_return","energy","wint","hospital",0.00
"cold_secondary_return","energy","sum","hospital",0.00
"cold_secondary_return","energy","shoulder","hospital",0.00
"cold_secondary_return","energy","wint","multifunction",0.00
"cold_secondary_return","energy","sum","multifunction",0.00
"cold_secondary_return","energy","shoulder","multifunction",0.00
"cold_secondary_return","energy","wint","northDistrict",0.00
"cold_secondary_return","energy","sum","northDistrict",0.00
"cold_secondary_return","energy","shoulder","northDistrict",0.00
"cold_secondary_return","energy","wint","quality",0.00
"cold_secondary_return","energy","sum","quality",0.00
"cold_secondary_return","energy","shoulder","quality",0.00
"cold_secondary_return","energy","wint","reserved",0.00
"cold_secondary_return","energy","sum","reserved",0.00
"cold_secondary_return","energy","shoulder","reserved",0.00
"cold_secondary_return","energy","wint","residential",0.00
"cold_secondary_return","energy","sum","residential",0.00
"cold_secondary_return","energy","shoulder","residential",0.00
"cold_secondary_return","energy","wint","school",0.00
"cold_secondary_return","energy","sum","school",0.00
"cold_secondary_return","energy","shoulder","school",0.00
"cold_secondary_return","energy","wint","tech",0.00
"cold_secondary_return","energy","sum","tech",0.00
"cold_secondary_return","energy","shoulder","tech",0.00
"cool","mass","wint","dormitories",0.00
"cool","mass","sum","dormitories",0.00
"cool","mass","shoulder","dormitories",0.00
"cool","mass","wint","energyIsland",0.00
"cool","mass","sum","energyIsland",0.00
"cool","mass","shoulder","energyIsland",0.00
"cool","mass","wint","factory",0.00
"cool","mass","sum","factory",0.00
"cool","mass","shoulder","factory",0.00
"cool","mass","wint","factory_assembly",0.00
"cool","mass","sum","factory_assembly",0.00
"cool","mass","shoulder","factory_assembly",0.00
"cool","mass","wint","factory_blades",0.00
"cool","mass","sum","factory_blades",0.00
"cool","mass","shoulder","factory_blades",0.00
"cool","mass","wint","hospital",0.00
"cool","mass","sum","hospital",0.00
"cool","mass","shoulder","hospital",0.00
"cool","mass","wint","multifunction",0.00
"cool","mass","sum","multifunction",0.00
"cool","mass","shoulder","multifunction",0.00
"cool","mass","wint","northDistrict",0.00
"cool","mass","sum","northDistrict",0.00
"cool","mass","shoulder","northDistrict",0.00
"cool","mass","wint","quality",0.00
"cool","mass","sum","quality",0.00
"cool","mass","shoulder","quality",0.00
"cool","mass","wint","reserved",0.00
"cool","mass","sum","reserved",0.00
"cool","mass","shoulder","reserved",0.00
"cool","mass","wint","residential",0.00
"cool","mass","sum","residential",0.00
"cool","mass","shoulder","residential",0.00
"cool","mass","wint","school",0.00
"cool","mass","sum","school",0.00
"cool","mass","shoulder","school",0.00
"cool","mass","wint","tech",0.00
"cool","mass","sum","tech",0.00
"cool","mass","shoulder","tech",0.00
"cool","energy","wint","dormitories",0.00
"cool","energy","sum","dormitories",0.00
"cool","energy","shoulder","dormitories",0.00
"cool","energy","wint","energyIsland",0.00
"cool","energy","sum","energyIsland",0.00
"cool","energy","shoulder","energyIsland",0.00
"cool","energy","wint","factory",0.00
"cool","energy","sum","factory",0.00
"cool","energy","shoulder","factory",0.00
"cool","energy","wint","factory_assembly",0.00
"cool","energy","sum","factory_assembly",0.00
"cool","energy","shoulder","factory_assembly",0.00
"cool","energy","wint","factory_blades",0.00
"cool","energy","sum","factory_blades",0.00
"cool","energy","shoulder","factory_blades",0.00
"cool","energy","wint","hospital",0.00
"cool","energy","sum","hospital",0.00
"cool","energy","shoulder","hospital",0.00
"cool","energy","wint","multifunction",0.00
"cool","energy","sum","multifunction",0.00
"cool","energy","shoulder","multifunction",0.00
"cool","energy","wint","northDistrict",0.00
"cool","energy","sum","northDistrict",0.00
"cool","energy","shoulder","northDistrict",0.00
"cool","energy","wint","quality",0.00
"cool","energy","sum","quality",0.00
"cool","energy","shoulder","quality",0.00
"cool","energy","wint","reserved",0.00
"cool","energy","sum","reserved",0.00
"cool","energy","shoulder","reserved",0.00
"cool","energy","wint","residential",0.00
"cool","energy","sum","residential",0.00
"cool","energy","shoulder","residential",0.00
"cool","energy","wint","school",0.00
"cool","energy","sum","school",0.00
"cool","energy","shoulder","school",0.00
"cool","energy","wint","tech",0.00
"cool","energy","sum","tech",0.00
"cool","energy","shoulder","tech",0.00
"diesel","mass","wint","dormitories",0.00
"diesel","mass","sum","dormitories",0.00
"diesel","mass","shoulder","dormitories",0.00
"diesel","mass","wint","energyIsland",0.00
"diesel","mass","sum","energyIsland",0.00
"diesel","mass","shoulder","energyIsland",0.00
"diesel","mass","wint","factory",0.00
"diesel","mass","sum","factory",0.00
"diesel","mass","shoulder","factory",0.00
"diesel","mass","wint","factory_assembly",0.00
"diesel","mass","sum","factory_assembly",0.00
"diesel","mass","shoulder","factory_assembly",0.00
"diesel","mass","wint","factory_blades",0.00
"diesel","mass","sum","factory_blades",0.00
"diesel","mass","shoulder","factory_blades",0.00
"diesel","mass","wint","hospital",0.00
"diesel","mass","sum","hospital",0.00
"diesel","mass","shoulder","hospital",0.00
"diesel","mass","wint","multifunction",0.00
"diesel","mass","sum","multifunction",0.00
"diesel","mass","shoulder","multifunction",0.00
"diesel","mass","wint","northDistrict",0.00
"diesel","mass","sum","northDistrict",0.00
"diesel","mass","shoulder","northDistrict",0.00
"diesel","mass","wint","quality",0.00
"diesel","mass","sum","quality",0.00
"diesel","mass","shoulder","quality",0.00
"diesel","mass","wint","reserved",0.00
"diesel","mass","sum","reserved",0.00
"diesel","mass","shoulder","reserved",0.00
"diesel","mass","wint","residential",0.00
"diesel","mass","sum","residential",0.00
"diesel","mass","shoulder","residential",0.00
"diesel","mass","wint","school",0.00
"diesel","mass","sum","school",0.00
"diesel","mass","shoulder","school",0.00
"diesel","mass","wint","tech",0.00
"diesel","mass","sum","tech",0.00
"diesel","mass","shoulder","tech",0.00
"diesel","energy","wint","dormitories",0.00
"diesel","energy","sum","dormitories",0.00
"diesel","energy","shoulder","dormitories",0.00
"diesel","energy","wint","energyIsland",0.00
"diesel","energy","sum","energyIsland",0.00
"diesel","energy","shoulder","energyIsland",0.00
"diesel","energy","wint","factory",0.00
"diesel","energy","sum","factory",0.00
"diesel","energy","shoulder","factory",0.00
"diesel","energy","wint","factory_assembly",0.00
"diesel","energy","sum","factory_assembly",0.00
"diesel","energy","shoulder","factory_assembly",0.00
"diesel","energy","wint","factory_blades",0.00
"diesel","energy","sum","factory_blades",0.00
"diesel","energy","shoulder","factory_blades",0.00
"diesel","energy","wint","hospital",0.00
"diesel","energy","sum","hospital",0.00
"diesel","energy","shoulder","hospital",0.00
"diesel","energy","wint","multifunction",0.00
"diesel","energy","sum","multifunction",0.00
"diesel","energy","shoulder","multifunction",0.00
"diesel","energy","wint","northDistrict",0.00
"diesel","energy","sum","northDistrict",0.00
"diesel","energy","shoulder","northDistrict",0.00
"diesel","energy","wint","quality",0.00
"diesel","energy","sum","quality",0.00
"diesel","energy","shoulder","quality",0.00
"diesel","energy","wint","reserved",0.00
"diesel","energy","sum","reserved",0.00
"diesel","energy","shoulder","reserved",0.00
"diesel","energy","wint","residential",0.00
"diesel","energy","sum","residential",0.00
"diesel","energy","shoulder","residential",0.00
"diesel","energy","wint","school",0.00
"diesel","energy","sum","school",0.00
"diesel","energy","shoulder","school",0.00
"diesel","energy","wint","tech",0.00
"diesel","energy","sum","tech",0.00
"diesel","energy","shoulder","tech",0.00
"digestate","mass","wint","dormitories",0.00
"digestate","mass","sum","dormitories",0.00
"digestate","mass","shoulder","dormitories",0.00
"digestate","mass","wint","energyIsland",0.00
"digestate","mass","sum","energyIsland",0.00
"digestate","mass","shoulder","energyIsland",0.00
"digestate","mass","wint","factory",0.00
"digestate","mass","sum","factory",0.00
"digestate","mass","shoulder","factory",0.00
"digestate","mass","wint","factory_assembly",0.00
"digestate","mass","sum","factory_assembly",0.00
"digestate","mass","shoulder","factory_assembly",0.00
"digestate","mass","wint","factory_blades",0.00
"digestate","mass","sum","factory_blades",0.00
"digestate","mass","shoulder","factory_blades",0.00
"digestate","mass","wint","hospital",0.00
"digestate","mass","sum","hospital",0.00
"digestate","mass","shoulder","hospital",0.00
"digestate","mass","wint","multifunction",0.00
"digestate","mass","sum","multifunction",0.00
"digestate","mass","shoulder","multifunction",0.00
"digestate","mass","wint","northDistrict",0.00
"digestate","mass","sum","northDistrict",0.00
"digestate","mass","shoulder","northDistrict",0.00
"digestate","mass","wint","quality",0.00
"digestate","mass","sum","quality",0.00
"digestate","mass","shoulder","quality",0.00
"digestate","mass","wint","reserved",0.00
"digestate","mass","sum","reserved",0.00
"digestate","mass","shoulder","reserved",0.00
"digestate","mass","wint","residential",0.00
"digestate","mass","sum","residential",0.00
"digestate","mass","shoulder","residential",0.00
"digestate","mass","wint","school",0.00
"digestate","mass","sum","school",0.00
"digestate","mass","shoulder","school",0.00
"digestate","mass","wint","tech",0.00
"digestate","mass","sum","tech",0.00
"digestate","mass","shoulder","tech",0.00
"digestate","energy","wint","dormitories",0.00
"digestate","energy","sum","dormitories",0.00
"digestate","energy","shoulder","dormitories",0.00
"digestate","energy","wint","energyIsland",0.00
"digestate","energy","sum","energyIsland",0.00
"digestate","energy","shoulder","energyIsland",0.00
"digestate","energy","wint","factory",0.00
"digestate","energy","sum","factory",0.00
"digestate","energy","shoulder","factory",0.00
"digestate","energy","wint","factory_assembly",0.00
"digestate","energy","sum","factory_assembly",0.00
"digestate","energy","shoulder","factory_assembly",0.00
"digestate","energy","wint","factory_blades",0.00
"digestate","energy","sum","factory_blades",0.00
"digestate","energy","shoulder","factory_blades",0.00
"digestate","energy","wint","hospital",0.00
"digestate","energy","sum","hospital",0.00
"digestate","energy","shoulder","hospital",0.00
"digestate","energy","wint","multifunction",0.00
"digestate","energy","sum","multifunction",0.00
"digestate","energy","shoulder","multifunction",0.00
"digestate","energy","wint","northDistrict",0.00
"digestate","energy","sum","northDistrict",0.00
"digestate","energy","shoulder","northDistrict",0.00
"digestate","energy","wint","quality",0.00
"digestate","energy","sum","quality",0.00
"digestate","energy","shoulder","quality",0.00
"digestate","energy","wint","reserved",0.00
"digestate","energy","sum","reserved",0.00
"digestate","energy","shoulder","reserved",0.00
"digestate","energy","wint","residential",0.00
"digestate","energy","sum","residential",0.00
"digestate","energy","shoulder","residential",0.00
"digestate","energy","wint","school",0.00
"digestate","energy","sum","school",0.00
"digestate","energy","shoulder","school",0.00
"digestate","energy","wint","tech",0.00
"digestate","energy","sum","tech",0.00
"digestate","energy","shoulder","tech",0.00
"DME","mass","wint","dormitories",0.00
"DME","mass","sum","dormitories",0.00
"DME","mass","shoulder","dormitories",0.00
"DME","mass","wint","energyIsland",0.00
"DME","mass","sum","energyIsland",0.00
"DME","mass","shoulder","energyIsland",0.00
"DME","mass","wint","factory",0.00
"DME","mass","sum","factory",0.00
"DME","mass","shoulder","factory",0.00
"DME","mass","wint","factory_assembly",0.00
"DME","mass","sum","factory_assembly",0.00
"DME","mass","shoulder","factory_assembly",0.00
"DME","mass","wint","factory_blades",0.00
"DME","mass","sum","factory_blades",0.00
"DME","mass","shoulder","factory_blades",0.00
"DME","mass","wint","hospital",0.00
"DME","mass","sum","hospital",0.00
"DME","mass","shoulder","hospital",0.00
"DME","mass","wint","multifunction",0.00
"DME","mass","sum","multifunction",0.00
"DME","mass","shoulder","multifunction",0.00
"DME","mass","wint","northDistrict",0.00
"DME","mass","sum","northDistrict",0.00
"DME","mass","shoulder","northDistrict",0.00
"DME","mass","wint","quality",0.00
"DME","mass","sum","quality",0.00
"DME","mass","shoulder","quality",0.00
"DME","mass","wint","reserved",0.00
"DME","mass","sum","reserved",0.00
"DME","mass","shoulder","reserved",0.00
"DME","mass","wint","residential",0.00
"DME","mass","sum","residential",0.00
"DME","mass","shoulder","residential",0.00
"DME","mass","wint","school",0.00
"DME","mass","sum","school",0.00
"DME","mass","shoulder","school",0.00
"DME","mass","wint","tech",0.00
"DME","mass","sum","tech",0.00
"DME","mass","shoulder","tech",0.00
"DME","energy","wint","dormitories",0.00
"DME","energy","sum","dormitories",0.00
"DME","energy","shoulder","dormitories",0.00
"DME","energy","wint","energyIsland",0.00
"DME","energy","sum","energyIsland",0.00
"DME","energy","shoulder","energyIsland",0.00
"DME","energy","wint","factory",0.00
"DME","energy","sum","factory",0.00
"DME","energy","shoulder","factory",0.00
"DME","energy","wint","factory_assembly",0.00
"DME","energy","sum","factory_assembly",0.00
"DME","energy","shoulder","factory_assembly",0.00
"DME","energy","wint","factory_blades",0.00
"DME","energy","sum","factory_blades",0.00
"DME","energy","shoulder","factory_blades",0.00
"DME","energy","wint","hospital",0.00
"DME","energy","sum","hospital",0.00
"DME","energy","shoulder","hospital",0.00
"DME","energy","wint","multifunction",0.00
"DME","energy","sum","multifunction",0.00
"DME","energy","shoulder","multifunction",0.00
"DME","energy","wint","northDistrict",0.00
"DME","energy","sum","northDistrict",0.00
"DME","energy","shoulder","northDistrict",0.00
"DME","energy","wint","quality",0.00
"DME","energy","sum","quality",0.00
"DME","energy","shoulder","quality",0.00
"DME","energy","wint","reserved",0.00
"DME","energy","sum","reserved",0.00
"DME","energy","shoulder","reserved",0.00
"DME","energy","wint","residential",0.00
"DME","energy","sum","residential",0.00
"DME","energy","shoulder","residential",0.00
"DME","energy","wint","school",0.00
"DME","energy","sum","school",0.00
"DME","energy","shoulder","school",0.00
"DME","energy","wint","tech",0.00
"DME","energy","sum","tech",0.00
"DME","energy","shoulder","tech",0.00
"elec","mass","wint","dormitories",0.00
"elec","mass","sum","dormitories",0.00
"elec","mass","shoulder","dormitories",0.00
"elec","mass","wint","energyIsland",0.00
"elec","mass","sum","energyIsland",0.00
"elec","mass","shoulder","energyIsland",0.00
"elec","mass","wint","factory",0.00
"elec","mass","sum","factory",0.00
"elec","mass","shoulder","factory",0.00
"elec","mass","wint","factory_assembly",0.00
"elec","mass","sum","factory_assembly",0.00
"elec","mass","shoulder","factory_assembly",0.00
"elec","mass","wint","factory_blades",0.00
"elec","mass","sum","factory_blades",0.00
"elec","mass","shoulder","factory_blades",0.00
"elec","mass","wint","hospital",0.00
"elec","mass","sum","hospital",0.00
"elec","mass","shoulder","hospital",0.00
"elec","mass","wint","multifunction",0.00
"elec","mass","sum","multifunction",0.00
"elec","mass","shoulder","multifunction",0.00
"elec","mass","wint","northDistrict",0.00
"elec","mass","sum","northDistrict",0.00
"elec","mass","shoulder","northDistrict",0.00
"elec","mass","wint","quality",0.00
"elec","mass","sum","quality",0.00
"elec","mass","shoulder","quality",0.00
"elec","mass","wint","reserved",0.00
"elec","mass","sum","reserved",0.00
"elec","mass","shoulder","reserved",0.00
"elec","mass","wint","residential",0.00
"elec","mass","sum","residential",0.00
"elec","mass","shoulder","residential",0.00
"elec","mass","wint","school",0.00
"elec","mass","sum","school",0.00
"elec","mass","shoulder","school",0.00
"elec","mass","wint","tech",0.00
"elec","mass","sum","tech",0.00
"elec","mass","shoulder","tech",0.00
"elec","energy","wint","dormitories",-100.00
"elec","energy","sum","dormitories",-99.72
"elec","energy","shoulder","dormitories",-98.99
"elec","energy","wint","energyIsland",0.02
"elec","energy","sum","energyIsland",0.03
"elec","energy","shoulder","energyIsland",0.01
"elec","energy","wint","factory",14.67
"elec","energy","sum","factory",13.09
"elec","energy","shoulder","factory",13.77
"elec","energy","wint","factory_assembly",1.68
"elec","energy","sum","factory_assembly",0.59
"elec","energy","shoulder","factory_assembly",0.84
"elec","energy","wint","factory_blades",0.00
"elec","energy","sum","factory_blades",0.00
"elec","energy","shoulder","factory_blades",0.00
"elec","energy","wint","hospital",0.00
"elec","energy","sum","hospital",0.00
"elec","energy","shoulder","hospital",1.98
"elec","energy","wint","multifunction",0.00
"elec","energy","sum","multifunction",0.00
"elec","energy","shoulder","multifunction",0.00
"elec","energy","wint","northDistrict",1.12
"elec","energy","sum","northDistrict",1.23
"elec","energy","shoulder","northDistrict",0.12
"elec","energy","wint","quality",0.00
"elec","energy","sum","quality",0.09
"elec","energy","shoulder","quality",0.00
"elec","energy","wint","reserved",0.72
"elec","energy","sum","reserved",0.00
"elec","energy","shoulder","reserved",0.36
"elec","energy","wint","residential",10.93
"elec","energy","sum","residential",12.44
"elec","energy","shoulder","residential",6.97
"elec","energy","wint","school",0.00
"elec","energy","sum","school",0.00
"elec","energy","shoulder","school",0.00
"elec","energy","wint","tech",0.00
"elec","energy","sum","tech",0.00
"elec","energy","shoulder","tech",0.00
"ethanol","mass","wint","dormitories",0.00
"ethanol","mass","sum","dormitories",0.00
"ethanol","mass","shoulder","dormitories",0.00
"ethanol","mass","wint","energyIsland",0.00
"ethanol","mass","sum","energyIsland",0.00
"ethanol","mass","shoulder","energyIsland",0.00
"ethanol","mass","wint","factory",0.00
"ethanol","mass","sum","factory",0.00
"ethanol","mass","shoulder","factory",0.00
"ethanol","mass","wint","factory_assembly",0.00
"ethanol","mass","sum","factory_assembly",0.00
"ethanol","mass","shoulder","factory_assembly",0.00
"ethanol","mass","wint","factory_blades",0.00
"ethanol","mass","sum","factory_blades",0.00
"ethanol","mass","shoulder","factory_blades",0.00
"ethanol","mass","wint","hospital",0.00
"ethanol","mass","sum","hospital",0.00
"ethanol","mass","shoulder","hospital",0.00
"ethanol","mass","wint","multifunction",0.00
"ethanol","mass","sum","multifunction",0.00
"ethanol","mass","shoulder","multifunction",0.00
"ethanol","mass","wint","northDistrict",0.00
"ethanol","mass","sum","northDistrict",0.00
"ethanol","mass","shoulder","northDistrict",0.00
"ethanol","mass","wint","quality",0.00
"ethanol","mass","sum","quality",0.00
"ethanol","mass","shoulder","quality",0.00
"ethanol","mass","wint","reserved",0.00
"ethanol","mass","sum","reserved",0.00
"ethanol","mass","shoulder","reserved",0.00
"ethanol","mass","wint","residential",0.00
"ethanol","mass","sum","residential",0.00
"ethanol","mass","shoulder","residential",0.00
"ethanol","mass","wint","school",0.00
"ethanol","mass","sum","school",0.00
"ethanol","mass","shoulder","school",0.00
"ethanol","mass","wint","tech",0.00
"ethanol","mass","sum","tech",0.00
"ethanol","mass","shoulder","tech",0.00
"ethanol","energy","wint","dormitories",0.00
"ethanol","energy","sum","dormitories",0.00
"ethanol","energy","shoulder","dormitories",0.00
"ethanol","energy","wint","energyIsland",0.00
"ethanol","energy","sum","energyIsland",0.00
"ethanol","energy","shoulder","energyIsland",0.00
"ethanol","energy","wint","factory",0.00
"ethanol","energy","sum","factory",0.00
"ethanol","energy","shoulder","factory",0.00
"ethanol","energy","wint","factory_assembly",0.00
"ethanol","energy","sum","factory_assembly",0.00
"ethanol","energy","shoulder","factory_assembly",0.00
"ethanol","energy","wint","factory_blades",0.00
"ethanol","energy","sum","factory_blades",0.00
"ethanol","energy","shoulder","factory_blades",0.00
"ethanol","energy","wint","hospital",0.00
"ethanol","energy","sum","hospital",0.00
"ethanol","energy","shoulder","hospital",0.00
"ethanol","energy","wint","multifunction",0.00
"ethanol","energy","sum","multifunction",0.00
"ethanol","energy","shoulder","multifunction",0.00
"ethanol","energy","wint","northDistrict",0.00
"ethanol","energy","sum","northDistrict",0.00
"ethanol","energy","shoulder","northDistrict",0.00
"ethanol","energy","wint","quality",0.00
"ethanol","energy","sum","quality",0.00
"ethanol","energy","shoulder","quality",0.00
"ethanol","energy","wint","reserved",0.00
"ethanol","energy","sum","reserved",0.00
"ethanol","energy","shoulder","reserved",0.00
"ethanol","energy","wint","residential",0.00
"ethanol","energy","sum","residential",0.00
"ethanol","energy","shoulder","residential",0.00
"ethanol","energy","wint","school",0.00
"ethanol","energy","sum","school",0.00
"ethanol","energy","shoulder","school",0.00
"ethanol","energy","wint","tech",0.00
"ethanol","energy","sum","tech",0.00
"ethanol","energy","shoulder","tech",0.00
"fertilizer","mass","wint","dormitories",0.00
"fertilizer","mass","sum","dormitories",0.00
"fertilizer","mass","shoulder","dormitories",0.00
"fertilizer","mass","wint","energyIsland",0.00
"fertilizer","mass","sum","energyIsland",0.00
"fertilizer","mass","shoulder","energyIsland",0.00
"fertilizer","mass","wint","factory",0.00
"fertilizer","mass","sum","factory",0.00
"fertilizer","mass","shoulder","factory",0.00
"fertilizer","mass","wint","factory_assembly",0.00
"fertilizer","mass","sum","factory_assembly",0.00
"fertilizer","mass","shoulder","factory_assembly",0.00
"fertilizer","mass","wint","factory_blades",0.00
"fertilizer","mass","sum","factory_blades",0.00
"fertilizer","mass","shoulder","factory_blades",0.00
"fertilizer","mass","wint","hospital",0.00
"fertilizer","mass","sum","hospital",0.00
"fertilizer","mass","shoulder","hospital",0.00
"fertilizer","mass","wint","multifunction",0.00
"fertilizer","mass","sum","multifunction",0.00
"fertilizer","mass","shoulder","multifunction",0.00
"fertilizer","mass","wint","northDistrict",0.00
"fertilizer","mass","sum","northDistrict",0.00
"fertilizer","mass","shoulder","northDistrict",0.00
"fertilizer","mass","wint","quality",0.00
"fertilizer","mass","sum","quality",0.00
"fertilizer","mass","shoulder","quality",0.00
"fertilizer","mass","wint","reserved",0.00
"fertilizer","mass","sum","reserved",0.00
"fertilizer","mass","shoulder","reserved",0.00
"fertilizer","mass","wint","residential",0.00
"fertilizer","mass","sum","residential",0.00
"fertilizer","mass","shoulder","residential",0.00
"fertilizer","mass","wint","school",0.00
"fertilizer","mass","sum","school",0.00
"fertilizer","mass","shoulder","school",0.00
"fertilizer","mass","wint","tech",0.00
"fertilizer","mass","sum","tech",0.00
"fertilizer","mass","shoulder","tech",0.00
"fertilizer","energy","wint","dormitories",0.00
"fertilizer","energy","sum","dormitories",0.00
"fertilizer","energy","shoulder","dormitories",0.00
"fertilizer","energy","wint","energyIsland",0.00
"fertilizer","energy","sum","energyIsland",0.00
"fertilizer","energy","shoulder","energyIsland",0.00
"fertilizer","energy","wint","factory",0.00
"fertilizer","energy","sum","factory",0.00
"fertilizer","energy","shoulder","factory",0.00
"fertilizer","energy","wint","factory_assembly",0.00
"fertilizer","energy","sum","factory_assembly",0.00
"fertilizer","energy","shoulder","factory_assembly",0.00
"fertilizer","energy","wint","factory_blades",0.00
"fertilizer","energy","sum","factory_blades",0.00
"fertilizer","energy","shoulder","factory_blades",0.00
"fertilizer","energy","wint","hospital",0.00
"fertilizer","energy","sum","hospital",0.00
"fertilizer","energy","shoulder","hospital",0.00
"fertilizer","energy","wint","multifunction",0.00
"fertilizer","energy","sum","multifunction",0.00
"fertilizer","energy","shoulder","multifunction",0.00
"fertilizer","energy","wint","northDistrict",0.00
"fertilizer","energy","sum","northDistrict",0.00
"fertilizer","energy","shoulder","northDistrict",0.00
"fertilizer","energy","wint","quality",0.00
"fertilizer","energy","sum","quality",0.00
"fertilizer","energy","shoulder","quality",0.00
"fertilizer","energy","wint","reserved",0.00
"fertilizer","energy","sum","reserved",0.00
"fertilizer","energy","shoulder","reserved",0.00
"fertilizer","energy","wint","residential",0.00
"fertilizer","energy","sum","residential",0.00
"fertilizer","energy","shoulder","residential",0.00
"fertilizer","energy","wint","school",0.00
"fertilizer","energy","sum","school",0.00
"fertilizer","energy","shoulder","school",0.00
"fertilizer","energy","wint","tech",0.00
"fertilizer","energy","sum","tech",0.00
"fertilizer","energy","shoulder","tech",0.00
"foodWaste","mass","wint","dormitories",0.00
"foodWaste","mass","sum","dormitories",0.00
"foodWaste","mass","shoulder","dormitories",0.00
"foodWaste","mass","wint","energyIsland",0.00
"foodWaste","mass","sum","energyIsland",0.00
"foodWaste","mass","shoulder","energyIsland",0.00
"foodWaste","mass","wint","factory",0.00
"foodWaste","mass","sum","factory",0.00
"foodWaste","mass","shoulder","factory",0.00
"foodWaste","mass","wint","factory_assembly",0.00
"foodWaste","mass","sum","factory_assembly",0.00
"foodWaste","mass","shoulder","factory_assembly",0.00
"foodWaste","mass","wint","factory_blades",0.00
"foodWaste","mass","sum","factory_blades",0.00
"foodWaste","mass","shoulder","factory_blades",0.00
"foodWaste","mass","wint","hospital",0.00
"foodWaste","mass","sum","hospital",0.00
"foodWaste","mass","shoulder","hospital",0.00
"foodWaste","mass","wint","multifunction",0.00
"foodWaste","mass","sum","multifunction",0.00
"foodWaste","mass","shoulder","multifunction",0.00
"foodWaste","mass","wint","northDistrict",0.00
"foodWaste","mass","sum","northDistrict",0.00
"foodWaste","mass","shoulder","northDistrict",0.00
"foodWaste","mass","wint","quality",0.00
"foodWaste","mass","sum","quality",0.00
"foodWaste","mass","shoulder","quality",0.00
"foodWaste","mass","wint","reserved",0.00
"foodWaste","mass","sum","reserved",0.00
"foodWaste","mass","shoulder","reserved",0.00
"foodWaste","mass","wint","residential",0.00
"foodWaste","mass","sum","residential",0.00
"foodWaste","mass","shoulder","residential",0.00
"foodWaste","mass","wint","school",0.00
"foodWaste","mass","sum","school",0.00
"foodWaste","mass","shoulder","school",0.00
"foodWaste","mass","wint","tech",0.00
"foodWaste","mass","sum","tech",0.00
"foodWaste","mass","shoulder","tech",0.00
"foodWaste","energy","wint","dormitories",0.00
"foodWaste","energy","sum","dormitories",0.00
"foodWaste","energy","shoulder","dormitories",0.00
"foodWaste","energy","wint","energyIsland",0.00
"foodWaste","energy","sum","energyIsland",0.00
"foodWaste","energy","shoulder","energyIsland",0.00
"foodWaste","energy","wint","factory",0.00
"foodWaste","energy","sum","factory",0.00
"foodWaste","energy","shoulder","factory",0.00
"foodWaste","energy","wint","factory_assembly",0.00
"foodWaste","energy","sum","factory_assembly",0.00
"foodWaste","energy","shoulder","factory_assembly",0.00
"foodWaste","energy","wint","factory_blades",0.00
"foodWaste","energy","sum","factory_blades",0.00
"foodWaste","energy","shoulder","factory_blades",0.00
"foodWaste","energy","wint","hospital",0.00
"foodWaste","energy","sum","hospital",0.00
"foodWaste","energy","shoulder","hospital",0.00
"foodWaste","energy","wint","multifunction",0.00
"foodWaste","energy","sum","multifunction",0.00
"foodWaste","energy","shoulder","multifunction",0.00
"foodWaste","energy","wint","northDistrict",0.00
"foodWaste","energy","sum","northDistrict",0.00
"foodWaste","energy","shoulder","northDistrict",0.00
"foodWaste","energy","wint","quality",0.00
"foodWaste","energy","sum","quality",0.00
"foodWaste","energy","shoulder","quality",0.00
"foodWaste","energy","wint","reserved",0.00
"foodWaste","energy","sum","reserved",0.00
"foodWaste","energy","shoulder","reserved",0.00
"foodWaste","energy","wint","residential",0.00
"foodWaste","energy","sum","residential",0.00
"foodWaste","energy","shoulder","residential",0.00
"foodWaste","energy","wint","school",0.00
"foodWaste","energy","sum","school",0.00
"foodWaste","energy","shoulder","school",0.00
"foodWaste","energy","wint","tech",0.00
"foodWaste","energy","sum","tech",0.00
"foodWaste","energy","shoulder","tech",0.00
"fuel","mass","wint","dormitories",0.00
"fuel","mass","sum","dormitories",0.00
"fuel","mass","shoulder","dormitories",0.00
"fuel","mass","wint","energyIsland",0.00
