"resource","quality","season","zone","value"
"hot_primary_feed","energy","sum","hospital",0.00
"hot_primary_feed","energy","shoulder","hospital",0.00
"hot_primary_feed","energy","wint","multifunction",0.00
"hot_primary_feed","energy","sum","multifunction",0.00
"hot_primary_feed","energy","shoulder","multifunction",0.00
"hot_primary_feed","energy","wint","northDistrict",0.00
"hot_primary_feed","energy","sum","northDistrict",0.00
"hot_primary_feed","energy","shoulder","northDistrict",0.00
"hot_primary_feed","energy","wint","quality",0.00
"hot_primary_feed","energy","sum","quality",0.00
"hot_primary_feed","energy","shoulder","quality",0.00
"hot_primary_feed","energy","wint","reserved",0.00
"hot_primary_feed","energy","sum","reserved",0.00
"hot_primary_feed","energy","shoulder","reserved",0.00
"hot_primary_feed","energy","wint","residential",0.00
"hot_primary_feed","energy","sum","residential",0.00
"hot_primary_feed","energy","shoulder","residential",0.00
"hot_primary_feed","energy","wint","school",0.00
"hot_primary_feed","energy","sum","school",0.00
"hot_primary_feed","energy","shoulder","school",0.00
"hot_primary_feed","energy","wint","tech",0.00
"hot_primary_feed","energy","sum","tech",0.00
"hot_primary_feed","energy","shoulder","tech",0.00
"hot_primary_return","mass","wint","dormitories",0.00
"hot_primary_return","mass","sum","dormitories",0.00
"hot_primary_return","mass","shoulder","dormitories",0.00
"hot_primary_return","mass","wint","energyIsland",0.00
"hot_primary_return","mass","sum","energyIsland",0.00
"hot_primary_return","mass","shoulder","energyIsland",0.00
"hot_primary_return","mass","wint","factory",0.00
"hot_primary_return","mass","sum","factory",0.00
"hot_primary_return","mass","shoulder","factory",0.00
"hot_primary_return","mass","wint","factory_assembly",0.00
"hot_primary_return","mass","sum","factory_assembly",0.00
"hot_primary_return","mass","shoulder","factory_assembly",0.00
"hot_primary_return","mass","wint","factory_blades",0.00
"hot_primary_return","mass","sum","factory_blades",0.00
"hot_primary_return","mass","shoulder","factory_blades",0.00
"hot_primary_return","mass","wint","hospital",0.00
"hot_primary_return","mass","sum","hospital",0.00
"hot_primary_return","mass","shoulder","hospital",0.00
"hot_primary_return","mass","wint","multifunction",0.00
"hot_primary_return","mass","sum","multifunction",0.00
"hot_primary_return","mass","shoulder","multifunction",0.00
"hot_primary_return","mass","wint","northDistrict",0.00
"hot_primary_return","mass","sum","northDistrict",0.00
"hot_primary_return","mass","shoulder","northDistrict",0.00
"hot_primary_return","mass","wint","quality",0.00
"hot_primary_return","mass","sum","quality",0.00
"hot_primary_return","mass","shoulder","quality",0.00
"hot_primary_return","mass","wint","reserved",0.00
"hot_primary_return","mass","sum","reserved",0.00
"hot_primary_return","mass","shoulder","reserved",0.00
"hot_primary_return","mass","wint","residential",0.00
"hot_primary_return","mass","sum","residential",0.00
"hot_primary_return","mass","shoulder","residential",0.00
"hot_primary_return","mass","wint","school",0.00
"hot_primary_return","mass","sum","school",0.00
"hot_primary_return","mass","shoulder","school",0.00
"hot_primary_return","mass","wint","tech",0.00
"hot_primary_return","mass","sum","tech",0.00
"hot_primary_return","mass","shoulder","tech",0.00
"hot_primary_return","energy","wint","dormitories",0.00
"hot_primary_return","energy","sum","dormitories",0.00
"hot_primary_return","energy","shoulder","dormitories",0.00
"hot_primary_return","energy","wint","energyIsland",0.00
"hot_primary_return","energy","sum","energyIsland",0.00
"hot_primary_return","energy","shoulder","energyIsland",0.00
"hot_primary_return","energy","wint","factory",0.00
"hot_primary_return","energy","sum","factory",0.00
"hot_primary_return","energy","shoulder","factory",0.00
"hot_primary_return","energy","wint","factory_assembly",0.00
"hot_primary_return","energy","sum","factory_assembly",0.00
"hot_primary_return","energy","shoulder","factory_assembly",0.00
"hot_primary_return","energy","wint","factory_blades",0.00
"hot_primary_return","energy","sum","factory_blades",0.00
"hot_primary_return","energy","shoulder","factory_blades",0.00
"hot_primary_return","energy","wint","hospital",0.00
"hot_primary_return","energy","sum","hospital",0.00
"hot_primary_return","energy","shoulder","hospital",0.00
"hot_primary_return","energy","wint","multifunction",0.00
"hot_primary_return","energy","sum","multifunction",0.00
"hot_primary_return","energy","shoulder","multifunction",0.00
"hot_primary_return","energy","wint","northDistrict",0.00
"hot_primary_return","energy","sum","northDistrict",0.00
"hot_primary_return","energy","shoulder","northDistrict",0.00
"hot_primary_return","energy","wint","quality",0.00
"hot_primary_return","energy","sum","quality",0.00
"hot_primary_return","energy","shoulder","quality",0.00
"hot_primary_return","energy","wint","reserved",0.00
"hot_primary_return","energy","sum","reserved",0.00
"hot_primary_return","energy","shoulder","reserved",0.00
"hot_primary_return","energy","wint","residential",0.00
"hot_primary_return","energy","sum","residential",0.00
"hot_primary_return","energy","shoulder","residential",0.00
"hot_primary_return","energy","wint","school",0.00
"hot_primary_return","energy","sum","school",0.00
"hot_primary_return","energy","shoulder","school",0.00
"hot_primary_return","energy","wint","tech",0.00
"hot_primary_return","energy","sum","tech",0.00
"hot_primary_return","energy","shoulder","tech",0.00
"hot_secondary_feed","mass","wint","dormitories",0.00
"hot_secondary_feed","mass","sum","dormitories",0.00
"hot_secondary_feed","mass","shoulder","dormitories",0.00
"hot_secondary_feed","mass","wint","energyIsland",0.00
"hot_secondary_feed","mass","sum","energyIsland",0.00
"hot_secondary_feed","mass","shoulder","energyIsland",0.00
"hot_secondary_feed","mass","wint","factory",0.00
"hot_secondary_feed","mass","sum","factory",0.00
"hot_secondary_feed","mass","shoulder","factory",0.00
"hot_secondary_feed","mass","wint","factory_assembly",0.00
"hot_secondary_feed","mass","sum","factory_assembly",0.00
"hot_secondary_feed","mass","shoulder","factory_assembly",0.00
"hot_secondary_feed","mass","wint","factory_blades",0.00
"hot_secondary_feed","mass","sum","factory_blades",0.00
"hot_secondary_feed","mass","shoulder","factory_blades",0.00
"hot_secondary_feed","mass","wint","hospital",0.00
"hot_secondary_feed","mass","sum","hospital",0.00
"hot_secondary_feed","mass","shoulder","hospital",0.00
"hot_secondary_feed","mass","wint","multifunction",0.00
"hot_secondary_feed","mass","sum","multifunction",0.00
"hot_secondary_feed","mass","shoulder","multifunction",0.00
"hot_secondary_feed","mass","wint","northDistrict",0.00
"hot_secondary_feed","mass","sum","northDistrict",0.00
"hot_secondary_feed","mass","shoulder","northDistrict",0.00
"hot_secondary_feed","mass","wint","quality",0.00
"hot_secondary_feed","mass","sum","quality",0.00
"hot_secondary_feed","mass","shoulder","quality",0.00
"hot_secondary_feed","mass","wint","reserved",0.00
"hot_secondary_feed","mass","sum","reserved",0.00
"hot_secondary_feed","mass","shoulder","reserved",0.00
"hot_secondary_feed","mass","wint","residential",0.00
"hot_secondary_feed","mass","sum","residential",0.00
"hot_secondary_feed","mass","shoulder","residential",0.00
"hot_secondary_feed","mass","wint","school",0.00
"hot_secondary_feed","mass","sum","school",0.00
"hot_secondary_feed","mass","shoulder","school",0.00
"hot_secondary_feed","mass","wint","tech",0.00
"hot_secondary_feed","mass","sum","tech",0.00
"hot_secondary_feed","mass","shoulder","tech",0.00
"hot_secondary_feed","energy","wint","dormitories",0.00
"hot_secondary_feed","energy","sum","dormitories",0.00
"hot_secondary_feed","energy","shoulder","dormitories",0.00
"hot_secondary_feed","energy","wint","energyIsland",0.00
"hot_secondary_feed","energy","sum","energyIsland",0.00
"hot_secondary_feed","energy","shoulder","energyIsland",0.00
"hot_secondary_feed","energy","wint","factory",0.00
"hot_secondary_feed","energy","sum","factory",0.00
"hot_secondary_feed","energy","shoulder","factory",0.00
"hot_secondary_feed","energy","wint","factory_assembly",0.00
"hot_secondary_feed","energy","sum","factory_assembly",0.00
"hot_secondary_feed","energy","shoulder","factory_assembly",0.00
"hot_secondary_feed","energy","wint","factory_blades",0.00
"hot_secondary_feed","energy","sum","factory_blades",0.00
"hot_secondary_feed","energy","shoulder","factory_blades",0.00
"hot_secondary_feed","energy","wint","hospital",0.00
"hot_secondary_feed","energy","sum","hospital",0.00
"hot_secondary_feed","energy","shoulder","hospital",0.00
"hot_secondary_feed","energy","wint","multifunction",0.00
"hot_secondary_feed","energy","sum","multifunction",0.00
"hot_secondary_feed","energy","shoulder","multifunction",0.00
"hot_secondary_feed","energy","wint","northDistrict",0.00
"hot_secondary_feed","energy","sum","northDistrict",0.00
"hot_secondary_feed","energy","shoulder","northDistrict",0.00
"hot_secondary_feed","energy","wint","quality",0.00
"hot_secondary_feed","energy","sum","quality",0.00
"hot_secondary_feed","energy","shoulder","quality",0.00
"hot_secondary_feed","energy","wint","reserved",0.00
"hot_secondary_feed","energy","sum","reserved",0.00
"hot_secondary_feed","energy","shoulder","reserved",0.00
"hot_secondary_feed","energy","wint","residential",0.00
"hot_secondary_feed","energy","sum","residential",0.00
"hot_secondary_feed","energy","shoulder","residential",0.00
"hot_secondary_feed","energy","wint","school",0.00
"hot_secondary_feed","energy","sum","school",0.00
"hot_secondary_feed","energy","shoulder","school",0.00
"hot_secondary_feed","energy","wint","tech",0.00
"hot_secondary_feed","energy","sum","tech",0.00
"hot_secondary_feed","energy","shoulder","tech",0.00
"hot_secondary_return","mass","wint","dormitories",0.00
"hot_secondary_return","mass","sum","dormitories",0.00
"hot_secondary_return","mass","shoulder","dormitories",0.00
"hot_secondary_return","mass","wint","energyIsland",0.00
"hot_secondary_return","mass","sum","energyIsland",0.00
"hot_secondary_return","mass","shoulder","energyIsland",0.00
"hot_secondary_return","mass","wint","factory",0.00
"hot_secondary_return","mass","sum","factory",0.00
"hot_secondary_return","mass","shoulder","factory",0.00
"hot_secondary_return","mass","wint","factory_assembly",0.00
"hot_secondary_return","mass","sum","factory_assembly",0.00
"hot_secondary_return","mass","shoulder","factory_assembly",0.00
"hot_secondary_return","mass","wint","factory_blades",0.00
"hot_secondary_return","mass","sum","factory_blades",0.00
"hot_secondary_return","mass","shoulder","factory_blades",0.00
"hot_secondary_return","mass","wint","hospital",0.00
"hot_secondary_return","mass","sum","hospital",0.00
"hot_secondary_return","mass","shoulder","hospital",0.00
"hot_secondary_return","mass","wint","multifunction",0.00
"hot_secondary_return","mass","sum","multifunction",0.00
"hot_secondary_return","mass","shoulder","multifunction",0.00
"hot_secondary_return","mass","wint","northDistrict",0.00
"hot_secondary_return","mass","sum","northDistrict",0.00
"hot_secondary_return","mass","shoulder","northDistrict",0.00
"hot_secondary_return","mass","wint","quality",0.00
"hot_secondary_return","mass","sum","quality",0.00
"hot_secondary_return","mass","shoulder","quality",0.00
"hot_secondary_return","mass","wint","reserved",0.00
"hot_secondary_return","mass","sum","reserved",0.00
"hot_secondary_return","mass","shoulder","reserved",0.00
"hot_secondary_return","mass","wint","residential",0.00
"hot_secondary_return","mass","sum","residential",0.00
"hot_secondary_return","mass","shoulder","residential",0.00
"hot_secondary_return","mass","wint","school",0.00
"hot_secondary_return","mass","sum","school",0.00
"hot_secondary_return","mass","shoulder","school",0.00
"hot_secondary_return","mass","wint","tech",0.00
"hot_secondary_return","mass","sum","tech",0.00
"hot_secondary_return","mass","shoulder","tech",0.00
"hot_secondary_return","energy","wint","dormitories",0.00
"hot_secondary_return","energy","sum","dormitories",0.00
"hot_secondary_return","energy","shoulder","dormitories",0.00
"hot_secondary_return","energy","wint","energyIsland",0.00
"hot_secondary_return","energy","sum","energyIsland",0.00
"hot_secondary_return","energy","shoulder","energyIsland",0.00
"hot_secondary_return","energy","wint","factory",0.00
"hot_secondary_return","energy","sum","factory",0.00
"hot_secondary_return","energy","shoulder","factory",0.00
"hot_secondary_return","energy","wint","factory_assembly",0.00
"hot_secondary_return","energy","sum","factory_assembly",0.00
"hot_secondary_return","energy","shoulder","factory_assembly",0.00
"hot_secondary_return","energy","wint","factory_blades",0.00
"hot_secondary_return","energy","sum","factory_blades",0.00
"hot_secondary_return","energy","shoulder","factory_blades",0.00
"hot_secondary_return","energy","wint","hospital",0.00
"hot_secondary_return","energy","sum","hospital",0.00
"hot_secondary_return","energy","shoulder","hospital",0.00
"hot_secondary_return","energy","wint","multifunction",0.00
"hot_secondary_return","energy","sum","multifunction",0.00
"hot_secondary_return","energy","shoulder","multifunction",0.00
"hot_secondary_return","energy","wint","northDistrict",0.00
"hot_secondary_return","energy","sum","northDistrict",0.00
"hot_secondary_return","energy","shoulder","northDistrict",0.00
"hot_secondary_return","energy","wint","quality",0.00
"hot_secondary_return","energy","sum","quality",0.00
"hot_secondary_return","energy","shoulder","quality",0.00
"hot_secondary_return","energy","wint","reserved",0.00
"hot_secondary_return","energy","sum","reserved",0.00
"hot_secondary_return","energy","shoulder","reserved",0.00
"hot_secondary_return","energy","wint","residential",0.00
"hot_secondary_return","energy","sum","residential",0.00
"hot_secondary_return","energy","shoulder","residential",0.00
"hot_secondary_return","energy","wint","school",0.00
"hot_secondary_return","energy","sum","school",0.00
"hot_secondary_return","energy","shoulder","school",0.00
"hot_secondary_return","energy","wint","tech",0.00
"hot_secondary_return","energy","sum","tech",0.00
"hot_secondary_return","energy","shoulder","tech",0.00
"hydrogen","mass","wint","dormitories",0.00
"hydrogen","mass","sum","dormitories",0.00
"hydrogen","mass","shoulder","dormitories",0.00
"hydrogen","mass","wint","energyIsland",0.00
"hydrogen","mass","sum","energyIsland",0.00
"hydrogen","mass","shoulder","energyIsland",0.00
"hydrogen","mass","wint","factory",0.00
"hydrogen","mass","sum","factory",0.00
"hydrogen","mass","shoulder","factory",0.00
"hydrogen","mass","wint","factory_assembly",0.00
"hydrogen","mass","sum","factory_assembly",0.00
"hydrogen","mass","shoulder","factory_assembly",0.00
"hydrogen","mass","wint","factory_blades",0.00
"hydrogen","mass","sum","factory_blades",0.00
"hydrogen","mass","shoulder","factory_blades",0.00
"hydrogen","mass","wint","hospital",0.00
"hydrogen","mass","sum","hospital",0.00
"hydrogen","mass","shoulder","hospital",0.00
"hydrogen","mass","wint","multifunction",0.00
"hydrogen","mass","sum","multifunction",0.00
"hydrogen","mass","shoulder","multifunction",0.00
"hydrogen","mass","wint","northDistrict",0.00
"hydrogen","mass","sum","northDistrict",0.00
"hydrogen","mass","shoulder","northDistrict",0.00
"hydrogen","mass","wint","quality",0.00
"hydrogen","mass","sum","quality",0.00
"hydrogen","mass","shoulder","quality",0.00
"hydrogen","mass","wint","reserved",0.00
"hydrogen","mass","sum","reserved",0.00
"hydrogen","mass","shoulder","reserved",0.00
"hydrogen","mass","wint","residential",0.00
"hydrogen","mass","sum","residential",0.00
"hydrogen","mass","shoulder","residential",0.00
"hydrogen","mass","wint","school",0.00
"hydrogen","mass","sum","school",0.00
"hydrogen","mass","shoulder","school",0.00
"hydrogen","mass","wint","tech",0.00
"hydrogen","mass","sum","tech",0.00
"hydrogen","mass","shoulder","tech",0.00
"hydrogen","energy","wint","dormitories",0.00
"hydrogen","energy","sum","dormitories",0.00
"hydrogen","energy","shoulder","dormitories",0.00
"hydrogen","energy","wint","energyIsland",0.00
"hydrogen","energy","sum","energyIsland",0.00
"hydrogen","energy","shoulder","energyIsland",0.00
"hydrogen","energy","wint","factory",0.00
"hydrogen","energy","sum","factory",0.00
"hydrogen","energy","shoulder","factory",0.00
"hydrogen","energy","wint","factory_assembly",0.00
"hydrogen","energy","sum","factory_assembly",0.00
"hydrogen","energy","shoulder","factory_assembly",0.00
"hydrogen","energy","wint","factory_blades",0.00
"hydrogen","energy","sum","factory_blades",0.00
"hydrogen","energy","shoulder","factory_blades",0.00
"hydrogen","energy","wint","hospital",0.00
"hydrogen","energy","sum","hospital",0.00
"hydrogen","energy","shoulder","hospital",0.00
"hydrogen","energy","wint","multifunction",0.00
"hydrogen","energy","sum","multifunction",0.00
"hydrogen","energy","shoulder","multifunction",0.00
"hydrogen","energy","wint","northDistrict",0.00
"hydrogen","energy","sum","northDistrict",0.00
"hydrogen","energy","shoulder","northDistrict",0.00
"hydrogen","energy","wint","quality",0.00
"hydrogen","energy","sum","quality",0.00
"hydrogen","energy","shoulder","quality",0.00
"hydrogen","energy","wint","reserved",0.00
"hydrogen","energy","sum","reserved",0.00
"hydrogen","energy","shoulder","reserved",0.00
"hydrogen","energy","wint","residential",0.00
"hydrogen","energy","sum","residential",0.00
"hydrogen","energy","shoulder","residential",0.00
"hydrogen","energy","wint","school",0.00
"hydrogen","energy","sum","school",0.00
"hydrogen","energy","shoulder","school",0.00
"hydrogen","energy","wint","tech",0.00
"hydrogen","energy","sum","tech",0.00
"hydrogen","energy","shoulder","tech",0.00
"leachate","mass","wint","dormitories",0.00
"leachate","mass","sum","dormitories",0.00
"leachate","mass","shoulder","dormitories",0.00
"leachate","mass","wint","energyIsland",0.00
"leachate","mass","sum","energyIsland",0.00
"leachate","mass","shoulder","energyIsland",0.00
"leachate","mass","wint","factory",0.00
"leachate","mass","sum","factory",0.00
"leachate","mass","shoulder","factory",0.00
"leachate","mass","wint","factory_assembly",0.00
"leachate","mass","sum","factory_assembly",0.00
"leachate","mass","shoulder","factory_assembly",0.00
"leachate","mass","wint","factory_blades",0.00
"leachate","mass","sum","factory_blades",0.00
"leachate","mass","shoulder","factory_blades",0.00
"leachate","mass","wint","hospital",0.00
"leachate","mass","sum","hospital",0.00
"leachate","mass","shoulder","hospital",0.00
"leachate","mass","wint","multifunction",0.00
"leachate","mass","sum","multifunction",0.00
"leachate","mass","shoulder","multifunction",0.00
"leachate","mass","wint","northDistrict",0.00
"leachate","mass","sum","northDistrict",0.00
"leachate","mass","shoulder","northDistrict",0.00
"leachate","mass","wint","quality",0.00
"leachate","mass","sum","quality",0.00
"leachate","mass","shoulder","quality",0.00
"leachate","mass","wint","reserved",0.00
"leachate","mass","sum","reserved",0.00
"leachate","mass","shoulder","reserved",0.00
"leachate","mass","wint","residential",0.00
"leachate","mass","sum","residential",0.00
"leachate","mass","shoulder","residential",0.00
"leachate","mass","wint","school",0.00
"leachate","mass","sum","school",0.00
"leachate","mass","shoulder","school",0.00
"leachate","mass","wint","tech",0.00
"leachate","mass","sum","tech",0.00
"leachate","mass","shoulder","tech",0.00
"leachate","energy","wint","dormitories",0.00
"leachate","energy","sum","dormitories",0.00
"leachate","energy","shoulder","dormitories",0.00
"leachate","energy","wint","energyIsland",0.00
"leachate","energy","sum","energyIsland",0.00
"leachate","energy","shoulder","energyIsland",0.00
"leachate","energy","wint","factory",0.00
"leachate","energy","sum","factory",0.00
"leachate","energy","shoulder","factory",0.00
"leachate","energy","wint","factory_assembly",0.00
"leachate","energy","sum","factory_assembly",0.00
"leachate","energy","shoulder","factory_assembly",0.00
"leachate","energy","wint","factory_blades",0.00
"leachate","energy","sum","factory_blades",0.00
"leachate","energy","shoulder","factory_blades",0.00
"leachate","energy","wint","hospital",0.00
"leachate","energy","sum","hospital",0.00
"leachate","energy","shoulder","hospital",0.00
"leachate","energy","wint","multifunction",0.00
"leachate","energy","sum","multifunction",0.00
"leachate","energy","shoulder","multifunction",0.00
"leachate","energy","wint","northDistrict",0.00
"leachate","energy","sum","northDistrict",0.00
"leachate","energy","shoulder","northDistrict",0.00
"leachate","energy","wint","quality",0.00
"leachate","energy","sum","quality",0.00
"leachate","energy","shoulder","quality",0.00
"leachate","energy","wint","reserved",0.00
"leachate","energy","sum","reserved",0.00
"leachate","energy","shoulder","reserved",0.00
"leachate","energy","wint","residential",0.00
"leachate","energy","sum","residential",0.00
"leachate","energy","shoulder","residential",0.00
"leachate","energy","wint","school",0.00
"leachate","energy","sum","school",0.00
"leachate","energy","shoulder","school",0.00
"leachate","energy","wint","tech",0.00
"leachate","energy","sum","tech",0.00
"leachate","energy","shoulder","tech",0.00
"liquidFuel","mass","wint","dormitories",0.00
"liquidFuel","mass","sum","dormitories",0.00
"liquidFuel","mass","shoulder","dormitories",0.00
"liquidFuel","mass","wint","energyIsland",0.00
"liquidFuel","mass","sum","energyIsland",0.00
"liquidFuel","mass","shoulder","energyIsland",0.00
"liquidFuel","mass","wint","factory",0.00
"liquidFuel","mass","sum","factory",0.00
"liquidFuel","mass","shoulder","factory",0.00
"liquidFuel","mass","wint","factory_assembly",0.00
"liquidFuel","mass","sum","factory_assembly",0.00
"liquidFuel","mass","shoulder","factory_assembly",0.00
"liquidFuel","mass","wint","factory_blades",0.00
"liquidFuel","mass","sum","factory_blades",0.00
"liquidFuel","mass","shoulder","factory_blades",0.00
"liquidFuel","mass","wint","hospital",0.00
"liquidFuel","mass","sum","hospital",0.00
"liquidFuel","mass","shoulder","hospital",0.00
"liquidFuel","mass","wint","multifunction",0.00
"liquidFuel","mass","sum","multifunction",0.00
"liquidFuel","mass","shoulder","multifunction",0.00
"liquidFuel","mass","wint","northDistrict",0.00
"liquidFuel","mass","sum","northDistrict",0.00
"liquidFuel","mass","shoulder","northDistrict",0.00
"liquidFuel","mass","wint","quality",0.00
"liquidFuel","mass","sum","quality",0.00
"liquidFuel","mass","shoulder","quality",0.00
"liquidFuel","mass","wint","reserved",0.00
"liquidFuel","mass","sum","reserved",0.00
"liquidFuel","mass","shoulder","reserved",0.00
"liquidFuel","mass","wint","residential",0.00
"liquidFuel","mass","sum","residential",0.00
"liquidFuel","mass","shoulder","residential",0.00
"liquidFuel","mass","wint","school",0.00
"liquidFuel","mass","sum","school",0.00
"liquidFuel","mass","shoulder","school",0.00
"liquidFuel","mass","wint","tech",0.00
"liquidFuel","mass","sum","tech",0.00
"liquidFuel","mass","shoulder","tech",0.00
"liquidFuel","energy","wint","dormitories",0.00
"liquidFuel","energy","sum","dormitories",0.00
"liquidFuel","energy","shoulder","dormitories",0.00
"liquidFuel","energy","wint","energyIsland",0.00
"liquidFuel","energy","sum","energyIsland",0.00
"liquidFuel","energy","shoulder","energyIsland",0.00
"liquidFuel","energy","wint","factory",0.00
"liquidFuel","energy","sum","factory",0.00
"liquidFuel","energy","shoulder","factory",0.00
"liquidFuel","energy","wint","factory_assembly",0.00
"liquidFuel","energy","sum","factory_assembly",0.00
"liquidFuel","energy","shoulder","factory_assembly",0.00
"liquidFuel","energy","wint","factory_blades",0.00
"liquidFuel","energy","sum","factory_blades",0.00
"liquidFuel","energy","shoulder","factory_blades",0.00
"liquidFuel","energy","wint","hospital",0.00
"liquidFuel","energy","sum","hospital",0.00
"liquidFuel","energy","shoulder","hospital",0.00
"liquidFuel","energy","wint","multifunction",0.00
"liquidFuel","energy","sum","multifunction",0.00
"liquidFuel","energy","shoulder","multifunction",0.00
"liquidFuel","energy","wint","northDistrict",0.00
"liquidFuel","energy","sum","northDistrict",0.00
"liquidFuel","energy","shoulder","northDistrict",0.00
"liquidFuel","energy","wint","quality",0.00
"liquidFuel","energy","sum","quality",0.00
"liquidFuel","energy","shoulder","quality",0.00
"liquidFuel","energy","wint","reserved",0.00
"liquidFuel","energy","sum","reserved",0.00
"liquidFuel","energy","shoulder","reserved",0.00
"liquidFuel","energy","wint","residential",0.00
"liquidFuel","energy","sum","residential",0.00
"liquidFuel","energy","shoulder","residential",0.00
"liquidFuel","energy","wint","school",0.00
"liquidFuel","energy","sum","school",0.00
"liquidFuel","energy","shoulder","school",0.00
"liquidFuel","energy","wint","tech",0.00
"liquidFuel","energy","sum","tech",0.00
"liquidFuel","energy","shoulder","tech",0.00
"LPG","mass","wint","dormitories",0.00
"LPG","mass","sum","dormitories",0.00
"LPG","mass","shoulder","dormitories",0.00
"LPG","mass","wint","energyIsland",0.00
"LPG","mass","sum","energyIsland",0.00
"LPG","mass","shoulder","energyIsland",0.00
"LPG","mass","wint","factory",0.00
"LPG","mass","sum","factory",0.00
"LPG","mass","shoulder","factory",0.00
"LPG","mass","wint","factory_assembly",0.00
"LPG","mass","sum","factory_assembly",0.00
"LPG","mass","shoulder","factory_assembly",0.00
"LPG","mass","wint","factory_blades",0.00
"LPG","mass","sum","factory_blades",0.00
"LPG","mass","shoulder","factory_blades",0.00
"LPG","mass","wint","hospital",0.00
"LPG","mass","sum","hospital",0.00
"LPG","mass","shoulder","hospital",0.00
"LPG","mass","wint","multifunction",0.00
"LPG","mass","sum","multifunction",0.00
"LPG","mass","shoulder","multifunction",0.00
"LPG","mass","wint","northDistrict",0.00
"LPG","mass","sum","northDistrict",0.00
"LPG","mass","shoulder","northDistrict",0.00
"LPG","mass","wint","quality",0.00
"LPG","mass","sum","quality",0.00
"LPG","mass","shoulder","quality",0.00
"LPG","mass","wint","reserved",0.00
"LPG","mass","sum","reserved",0.00
"LPG","mass","shoulder","reserved",0.00
"LPG","mass","wint","residential",0.00
"LPG","mass","sum","residential",0.00
"LPG","mass","shoulder","residential",0.00
"LPG","mass","wint","school",0.00
"LPG","mass","sum","school",0.00
"LPG","mass","shoulder","school",0.00
"LPG","mass","wint","tech",0.00
"LPG","mass","sum","tech",0.00
"LPG","mass","shoulder","tech",0.00
"LPG","energy","wint","dormitories",0.00
"LPG","energy","sum","dormitories",0.00
"LPG","energy","shoulder","dormitories",0.00
"LPG","energy","wint","energyIsland",0.00
"LPG","energy","sum","energyIsland",0.00
"LPG","energy","shoulder","energyIsland",0.00
"LPG","energy","wint","factory",0.00
"LPG","energy","sum","factory",0.00
"LPG","energy","shoulder","factory",0.00
"LPG","energy","wint","factory_assembly",0.00
"LPG","energy","sum","factory_assembly",0.00
"LPG","energy","shoulder","factory_assembly",0.00
"LPG","energy","wint","factory_blades",0.00
"LPG","energy","sum","factory_blades",0.00
"LPG","energy","shoulder","factory_blades",0.00
"LPG","energy","wint","hospital",0.00
"LPG","energy","sum","hospital",0.00
"LPG","energy","shoulder","hospital",0.00
"LPG","energy","wint","multifunction",0.00
"LPG","energy","sum","multifunction",0.00
"LPG","energy","shoulder","multifunction",0.00
"LPG","energy","wint","northDistrict",0.00
"LPG","energy","sum","northDistrict",0.00
"LPG","energy","shoulder","northDistrict",0.00
"LPG","energy","wint","quality",0.00
"LPG","energy","sum","quality",0.00
"LPG","energy","shoulder","quality",0.00
"LPG","energy","wint","reserved",0.00
"LPG","energy","sum","reserved",0.00
"LPG","energy","shoulder","reserved",0.00
"LPG","energy","wint","residential",0.00
"LPG","energy","sum","residential",0.00
"LPG","energy","shoulder","residential",0.00
"LPG","energy","wint","school",0.00
"LPG","energy","sum","school",0.00
"LPG","energy","shoulder","school",0.00
"LPG","energy","wint","tech",0.00
"LPG","energy","sum","tech",0.00
"LPG","energy","shoulder","tech",0.00
"manure","mass","wint","dormitories",0.00
"manure","mass","sum","dormitories",0.00
"manure","mass","shoulder","dormitories",0.00
"manure","mass","wint","energyIsland",0.00
"manure","mass","sum","energyIsland",0.00
"manure","mass","shoulder","energyIsland",0.00
"manure","mass","wint","factory",0.00
"manure","mass","sum","factory",0.00
"manure","mass","shoulder","factory",0.00
"manure","mass","wint","factory_assembly",0.00
"manure","mass","sum","factory_assembly",0.00
"manure","mass","shoulder","factory_assembly",0.00
"manure","mass","wint","factory_blades",0.00
"manure","mass","sum","factory_blades",0.00
"manure","mass","shoulder","factory_blades",0.00
"manure","mass","wint","hospital",0.00
"manure","mass","sum","hospital",0.00
"manure","mass","shoulder","hospital",0.00
"manure","mass","wint","multifunction",0.00
"manure","mass","sum","multifunction",0.00
"manure","mass","shoulder","multifunction",0.00
"manure","mass","wint","northDistrict",0.00
"manure","mass","sum","northDistrict",0.00
"manure","mass","shoulder","northDistrict",0.00
"manure","mass","wint","quality",0.00
"manure","mass","sum","quality",0.00
"manure","mass","shoulder","quality",0.00
"manure","mass","wint","reserved",0.00
"manure","mass","sum","reserved",0.00
"manure","mass","shoulder","reserved",0.00
"manure","mass","wint","residential",0.00
"manure","mass","sum","residential",0.00
"manure","mass","shoulder","residential",0.00
"manure","mass","wint","school",0.00
"manure","mass","sum","school",0.00
"manure","mass","shoulder","school",0.00
"manure","mass","wint","tech",0.00
"manure","mass","sum","tech",0.00
"manure","mass","shoulder","tech",0.00
"manure","energy","wint","dormitories",0.00
"manure","energy","sum","dormitories",0.00
"manure","energy","shoulder","dormitories",0.00
"manure","energy","wint","energyIsland",0.00
"manure","energy","sum","energyIsland",0.00
"manure","energy","shoulder","energyIsland",0.00
"manure","energy","wint","factory",0.00
"manure","energy","sum","factory",0.00
