"transp_tech","resource","season","zone","value"
"pipe_hot_primary_feed","MSW","shoulder","reserved",0.00
"pipe_hot_primary_feed","MSW","wint","residential",0.00
"pipe_hot_primary_feed","MSW","sum","residential",0.00
"pipe_hot_primary_feed","MSW","shoulder","residential",0.00
"pipe_hot_primary_feed","MSW","wint","school",0.00
"pipe_hot_primary_feed","MSW","sum","school",0.00
"pipe_hot_primary_feed","MSW","shoulder","school",0.00
"pipe_hot_primary_feed","MSW","wint","tech",0.00
"pipe_hot_primary_feed","MSW","sum","tech",0.00
"pipe_hot_primary_feed","MSW","shoulder","tech",0.00
"pipe_hot_primary_feed","nuclearFuelSpent","wint","dormitories",0.00
"pipe_hot_primary_feed","nuclearFuelSpent","sum","dormitories",0.00
"pipe_hot_primary_feed","nuclearFuelSpent","shoulder","dormitories",0.00
"pipe_hot_primary_feed","nuclearFuelSpent","wint","energyIsland",0.00
"pipe_hot_primary_feed","nuclearFuelSpent","sum","energyIsland",0.00
"pipe_hot_primary_feed","nuclearFuelSpent","shoulder","energyIsland",0.00
"pipe_hot_primary_feed","nuclearFuelSpent","wint","factory",0.00
"pipe_hot_primary_feed","nuclearFuelSpent","sum","factory",0.00
"pipe_hot_primary_feed","nuclearFuelSpent","shoulder","factory",0.00
"pipe_hot_primary_feed","nuclearFuelSpent","wint","factory_assembly",0.00
"pipe_hot_primary_feed","nuclearFuelSpent","sum","factory_assembly",0.00
"pipe_hot_primary_feed","nuclearFuelSpent","shoulder","factory_assembly",0.00
"pipe_hot_primary_feed","nuclearFuelSpent","wint","factory_blades",0.00
"pipe_hot_primary_feed","nuclearFuelSpent","sum","factory_blades",0.00
"pipe_hot_primary_feed","nuclearFuelSpent","shoulder","factory_blades",0.00
"pipe_hot_primary_feed","nuclearFuelSpent","wint","hospital",0.00
"pipe_hot_primary_feed","nuclearFuelSpent","sum","hospital",0.00
"pipe_hot_primary_feed","nuclearFuelSpent","shoulder","hospital",0.00
"pipe_hot_primary_feed","nuclearFuelSpent","wint","multifunction",0.00
"pipe_hot_primary_feed","nuclearFuelSpent","sum","multifunction",0.00
"pipe_hot_primary_feed","nuclearFuelSpent","shoulder","multifunction",0.00
"pipe_hot_primary_feed","nuclearFuelSpent","wint","northDistrict",0.00
"pipe_hot_primary_feed","nuclearFuelSpent","sum","northDistrict",0.00
"pipe_hot_primary_feed","nuclearFuelSpent","shoulder","northDistrict",0.00
"pipe_hot_primary_feed","nuclearFuelSpent","wint","quality",0.00
"pipe_hot_primary_feed","nuclearFuelSpent","sum","quality",0.00
"pipe_hot_primary_feed","nuclearFuelSpent","shoulder","quality",0.00
"pipe_hot_primary_feed","nuclearFuelSpent","wint","reserved",0.00
"pipe_hot_primary_feed","nuclearFuelSpent","sum","reserved",0.00
"pipe_hot_primary_feed","nuclearFuelSpent","shoulder","reserved",0.00
"pipe_hot_primary_feed","nuclearFuelSpent","wint","residential",0.00
"pipe_hot_primary_feed","nuclearFuelSpent","sum","residential",0.00
"pipe_hot_primary_feed","nuclearFuelSpent","shoulder","residential",0.00
"pipe_hot_primary_feed","nuclearFuelSpent","wint","school",0.00
"pipe_hot_primary_feed","nuclearFuelSpent","sum","school",0.00
"pipe_hot_primary_feed","nuclearFuelSpent","shoulder","school",0.00
"pipe_hot_primary_feed","nuclearFuelSpent","wint","tech",0.00
"pipe_hot_primary_feed","nuclearFuelSpent","sum","tech",0.00
"pipe_hot_primary_feed","nuclearFuelSpent","shoulder","tech",0.00
"pipe_hot_primary_feed","oilUsed","wint","dormitories",0.00
"pipe_hot_primary_feed","oilUsed","sum","dormitories",0.00
"pipe_hot_primary_feed","oilUsed","shoulder","dormitories",0.00
"pipe_hot_primary_feed","oilUsed","wint","energyIsland",0.00
"pipe_hot_primary_feed","oilUsed","sum","energyIsland",0.00
"pipe_hot_primary_feed","oilUsed","shoulder","energyIsland",0.00
"pipe_hot_primary_feed","oilUsed","wint","factory",0.00
"pipe_hot_primary_feed","oilUsed","sum","factory",0.00
"pipe_hot_primary_feed","oilUsed","shoulder","factory",0.00
"pipe_hot_primary_feed","oilUsed","wint","factory_assembly",0.00
"pipe_hot_primary_feed","oilUsed","sum","factory_assembly",0.00
"pipe_hot_primary_feed","oilUsed","shoulder","factory_assembly",0.00
"pipe_hot_primary_feed","oilUsed","wint","factory_blades",0.00
"pipe_hot_primary_feed","oilUsed","sum","factory_blades",0.00
"pipe_hot_primary_feed","oilUsed","shoulder","factory_blades",0.00
"pipe_hot_primary_feed","oilUsed","wint","hospital",0.00
"pipe_hot_primary_feed","oilUsed","sum","hospital",0.00
"pipe_hot_primary_feed","oilUsed","shoulder","hospital",0.00
"pipe_hot_primary_feed","oilUsed","wint","multifunction",0.00
"pipe_hot_primary_feed","oilUsed","sum","multifunction",0.00
"pipe_hot_primary_feed","oilUsed","shoulder","multifunction",0.00
"pipe_hot_primary_feed","oilUsed","wint","northDistrict",0.00
"pipe_hot_primary_feed","oilUsed","sum","northDistrict",0.00
"pipe_hot_primary_feed","oilUsed","shoulder","northDistrict",0.00
"pipe_hot_primary_feed","oilUsed","wint","quality",0.00
"pipe_hot_primary_feed","oilUsed","sum","quality",0.00
"pipe_hot_primary_feed","oilUsed","shoulder","quality",0.00
"pipe_hot_primary_feed","oilUsed","wint","reserved",0.00
"pipe_hot_primary_feed","oilUsed","sum","reserved",0.00
"pipe_hot_primary_feed","oilUsed","shoulder","reserved",0.00
"pipe_hot_primary_feed","oilUsed","wint","residential",0.00
"pipe_hot_primary_feed","oilUsed","sum","residential",0.00
"pipe_hot_primary_feed","oilUsed","shoulder","residential",0.00
"pipe_hot_primary_feed","oilUsed","wint","school",0.00
"pipe_hot_primary_feed","oilUsed","sum","school",0.00
"pipe_hot_primary_feed","oilUsed","shoulder","school",0.00
"pipe_hot_primary_feed","oilUsed","wint","tech",0.00
"pipe_hot_primary_feed","oilUsed","sum","tech",0.00
"pipe_hot_primary_feed","oilUsed","shoulder","tech",0.00
"pipe_hot_primary_feed","ozone","wint","dormitories",0.00
"pipe_hot_primary_feed","ozone","sum","dormitories",0.00
"pipe_hot_primary_feed","ozone","shoulder","dormitories",0.00
"pipe_hot_primary_feed","ozone","wint","energyIsland",0.00
"pipe_hot_primary_feed","ozone","sum","energyIsland",0.00
"pipe_hot_primary_feed","ozone","shoulder","energyIsland",0.00
"pipe_hot_primary_feed","ozone","wint","factory",0.00
"pipe_hot_primary_feed","ozone","sum","factory",0.00
"pipe_hot_primary_feed","ozone","shoulder","factory",0.00
"pipe_hot_primary_feed","ozone","wint","factory_assembly",0.00
"pipe_hot_primary_feed","ozone","sum","factory_assembly",0.00
"pipe_hot_primary_feed","ozone","shoulder","factory_assembly",0.00
"pipe_hot_primary_feed","ozone","wint","factory_blades",0.00
"pipe_hot_primary_feed","ozone","sum","factory_blades",0.00
"pipe_hot_primary_feed","ozone","shoulder","factory_blades",0.00
"pipe_hot_primary_feed","ozone","wint","hospital",0.00
"pipe_hot_primary_feed","ozone","sum","hospital",0.00
"pipe_hot_primary_feed","ozone","shoulder","hospital",0.00
"pipe_hot_primary_feed","ozone","wint","multifunction",0.00
"pipe_hot_primary_feed","ozone","sum","multifunction",0.00
"pipe_hot_primary_feed","ozone","shoulder","multifunction",0.00
"pipe_hot_primary_feed","ozone","wint","northDistrict",0.00
"pipe_hot_primary_feed","ozone","sum","northDistrict",0.00
"pipe_hot_primary_feed","ozone","shoulder","northDistrict",0.00
"pipe_hot_primary_feed","ozone","wint","quality",0.00
"pipe_hot_primary_feed","ozone","sum","quality",0.00
"pipe_hot_primary_feed","ozone","shoulder","quality",0.00
"pipe_hot_primary_feed","ozone","wint","reserved",0.00
"pipe_hot_primary_feed","ozone","sum","reserved",0.00
"pipe_hot_primary_feed","ozone","shoulder","reserved",0.00
"pipe_hot_primary_feed","ozone","wint","residential",0.00
"pipe_hot_primary_feed","ozone","sum","residential",0.00
"pipe_hot_primary_feed","ozone","shoulder","residential",0.00
"pipe_hot_primary_feed","ozone","wint","school",0.00
"pipe_hot_primary_feed","ozone","sum","school",0.00
"pipe_hot_primary_feed","ozone","shoulder","school",0.00
"pipe_hot_primary_feed","ozone","wint","tech",0.00
"pipe_hot_primary_feed","ozone","sum","tech",0.00
"pipe_hot_primary_feed","ozone","shoulder","tech",0.00
"pipe_hot_primary_feed","propane","wint","dormitories",0.00
"pipe_hot_primary_feed","propane","sum","dormitories",0.00
"pipe_hot_primary_feed","propane","shoulder","dormitories",0.00
"pipe_hot_primary_feed","propane","wint","energyIsland",0.00
"pipe_hot_primary_feed","propane","sum","energyIsland",0.00
"pipe_hot_primary_feed","propane","shoulder","energyIsland",0.00
"pipe_hot_primary_feed","propane","wint","factory",0.00
"pipe_hot_primary_feed","propane","sum","factory",0.00
"pipe_hot_primary_feed","propane","shoulder","factory",0.00
"pipe_hot_primary_feed","propane","wint","factory_assembly",0.00
"pipe_hot_primary_feed","propane","sum","factory_assembly",0.00
"pipe_hot_primary_feed","propane","shoulder","factory_assembly",0.00
"pipe_hot_primary_feed","propane","wint","factory_blades",0.00
"pipe_hot_primary_feed","propane","sum","factory_blades",0.00
"pipe_hot_primary_feed","propane","shoulder","factory_blades",0.00
"pipe_hot_primary_feed","propane","wint","hospital",0.00
"pipe_hot_primary_feed","propane","sum","hospital",0.00
"pipe_hot_primary_feed","propane","shoulder","hospital",0.00
"pipe_hot_primary_feed","propane","wint","multifunction",0.00
"pipe_hot_primary_feed","propane","sum","multifunction",0.00
"pipe_hot_primary_feed","propane","shoulder","multifunction",0.00
"pipe_hot_primary_feed","propane","wint","northDistrict",0.00
"pipe_hot_primary_feed","propane","sum","northDistrict",0.00
"pipe_hot_primary_feed","propane","shoulder","northDistrict",0.00
"pipe_hot_primary_feed","propane","wint","quality",0.00
"pipe_hot_primary_feed","propane","sum","quality",0.00
"pipe_hot_primary_feed","propane","shoulder","quality",0.00
"pipe_hot_primary_feed","propane","wint","reserved",0.00
"pipe_hot_primary_feed","propane","sum","reserved",0.00
"pipe_hot_primary_feed","propane","shoulder","reserved",0.00
"pipe_hot_primary_feed","propane","wint","residential",0.00
"pipe_hot_primary_feed","propane","sum","residential",0.00
"pipe_hot_primary_feed","propane","shoulder","residential",0.00
"pipe_hot_primary_feed","propane","wint","school",0.00
"pipe_hot_primary_feed","propane","sum","school",0.00
"pipe_hot_primary_feed","propane","shoulder","school",0.00
"pipe_hot_primary_feed","propane","wint","tech",0.00
"pipe_hot_primary_feed","propane","sum","tech",0.00
"pipe_hot_primary_feed","propane","shoulder","tech",0.00
"pipe_hot_primary_feed","rain","wint","dormitories",0.00
"pipe_hot_primary_feed","rain","sum","dormitories",0.00
"pipe_hot_primary_feed","rain","shoulder","dormitories",0.00
"pipe_hot_primary_feed","rain","wint","energyIsland",0.00
"pipe_hot_primary_feed","rain","sum","energyIsland",0.00
"pipe_hot_primary_feed","rain","shoulder","energyIsland",0.00
"pipe_hot_primary_feed","rain","wint","factory",0.00
"pipe_hot_primary_feed","rain","sum","factory",0.00
"pipe_hot_primary_feed","rain","shoulder","factory",0.00
"pipe_hot_primary_feed","rain","wint","factory_assembly",0.00
"pipe_hot_primary_feed","rain","sum","factory_assembly",0.00
"pipe_hot_primary_feed","rain","shoulder","factory_assembly",0.00
"pipe_hot_primary_feed","rain","wint","factory_blades",0.00
"pipe_hot_primary_feed","rain","sum","factory_blades",0.00
"pipe_hot_primary_feed","rain","shoulder","factory_blades",0.00
"pipe_hot_primary_feed","rain","wint","hospital",0.00
"pipe_hot_primary_feed","rain","sum","hospital",0.00
"pipe_hot_primary_feed","rain","shoulder","hospital",0.00
"pipe_hot_primary_feed","rain","wint","multifunction",0.00
"pipe_hot_primary_feed","rain","sum","multifunction",0.00
"pipe_hot_primary_feed","rain","shoulder","multifunction",0.00
"pipe_hot_primary_feed","rain","wint","northDistrict",0.00
"pipe_hot_primary_feed","rain","sum","northDistrict",0.00
"pipe_hot_primary_feed","rain","shoulder","northDistrict",0.00
"pipe_hot_primary_feed","rain","wint","quality",0.00
"pipe_hot_primary_feed","rain","sum","quality",0.00
"pipe_hot_primary_feed","rain","shoulder","quality",0.00
"pipe_hot_primary_feed","rain","wint","reserved",0.00
"pipe_hot_primary_feed","rain","sum","reserved",0.00
"pipe_hot_primary_feed","rain","shoulder","reserved",0.00
"pipe_hot_primary_feed","rain","wint","residential",0.00
"pipe_hot_primary_feed","rain","sum","residential",0.00
"pipe_hot_primary_feed","rain","shoulder","residential",0.00
"pipe_hot_primary_feed","rain","wint","school",0.00
"pipe_hot_primary_feed","rain","sum","school",0.00
"pipe_hot_primary_feed","rain","shoulder","school",0.00
"pipe_hot_primary_feed","rain","wint","tech",0.00
"pipe_hot_primary_feed","rain","sum","tech",0.00
"pipe_hot_primary_feed","rain","shoulder","tech",0.00
"pipe_hot_primary_feed","recyclables","wint","dormitories",0.00
"pipe_hot_primary_feed","recyclables","sum","dormitories",0.00
"pipe_hot_primary_feed","recyclables","shoulder","dormitories",0.00
"pipe_hot_primary_feed","recyclables","wint","energyIsland",0.00
"pipe_hot_primary_feed","recyclables","sum","energyIsland",0.00
"pipe_hot_primary_feed","recyclables","shoulder","energyIsland",0.00
"pipe_hot_primary_feed","recyclables","wint","factory",0.00
"pipe_hot_primary_feed","recyclables","sum","factory",0.00
"pipe_hot_primary_feed","recyclables","shoulder","factory",0.00
"pipe_hot_primary_feed","recyclables","wint","factory_assembly",0.00
"pipe_hot_primary_feed","recyclables","sum","factory_assembly",0.00
"pipe_hot_primary_feed","recyclables","shoulder","factory_assembly",0.00
"pipe_hot_primary_feed","recyclables","wint","factory_blades",0.00
"pipe_hot_primary_feed","recyclables","sum","factory_blades",0.00
"pipe_hot_primary_feed","recyclables","shoulder","factory_blades",0.00
"pipe_hot_primary_feed","recyclables","wint","hospital",0.00
"pipe_hot_primary_feed","recyclables","sum","hospital",0.00
"pipe_hot_primary_feed","recyclables","shoulder","hospital",0.00
"pipe_hot_primary_feed","recyclables","wint","multifunction",0.00
"pipe_hot_primary_feed","recyclables","sum","multifunction",0.00
"pipe_hot_primary_feed","recyclables","shoulder","multifunction",0.00
"pipe_hot_primary_feed","recyclables","wint","northDistrict",0.00
"pipe_hot_primary_feed","recyclables","sum","northDistrict",0.00
"pipe_hot_primary_feed","recyclables","shoulder","northDistrict",0.00
"pipe_hot_primary_feed","recyclables","wint","quality",0.00
"pipe_hot_primary_feed","recyclables","sum","quality",0.00
"pipe_hot_primary_feed","recyclables","shoulder","quality",0.00
"pipe_hot_primary_feed","recyclables","wint","reserved",0.00
"pipe_hot_primary_feed","recyclables","sum","reserved",0.00
"pipe_hot_primary_feed","recyclables","shoulder","reserved",0.00
"pipe_hot_primary_feed","recyclables","wint","residential",0.00
"pipe_hot_primary_feed","recyclables","sum","residential",0.00
"pipe_hot_primary_feed","recyclables","shoulder","residential",0.00
"pipe_hot_primary_feed","recyclables","wint","school",0.00
"pipe_hot_primary_feed","recyclables","sum","school",0.00
"pipe_hot_primary_feed","recyclables","shoulder","school",0.00
"pipe_hot_primary_feed","recyclables","wint","tech",0.00
"pipe_hot_primary_feed","recyclables","sum","tech",0.00
"pipe_hot_primary_feed","recyclables","shoulder","tech",0.00
"pipe_hot_primary_feed","seawater","wint","dormitories",0.00
"pipe_hot_primary_feed","seawater","sum","dormitories",0.00
"pipe_hot_primary_feed","seawater","shoulder","dormitories",0.00
"pipe_hot_primary_feed","seawater","wint","energyIsland",0.00
"pipe_hot_primary_feed","seawater","sum","energyIsland",0.00
"pipe_hot_primary_feed","seawater","shoulder","energyIsland",0.00
"pipe_hot_primary_feed","seawater","wint","factory",0.00
"pipe_hot_primary_feed","seawater","sum","factory",0.00
"pipe_hot_primary_feed","seawater","shoulder","factory",0.00
"pipe_hot_primary_feed","seawater","wint","factory_assembly",0.00
"pipe_hot_primary_feed","seawater","sum","factory_assembly",0.00
"pipe_hot_primary_feed","seawater","shoulder","factory_assembly",0.00
"pipe_hot_primary_feed","seawater","wint","factory_blades",0.00
"pipe_hot_primary_feed","seawater","sum","factory_blades",0.00
"pipe_hot_primary_feed","seawater","shoulder","factory_blades",0.00
"pipe_hot_primary_feed","seawater","wint","hospital",0.00
"pipe_hot_primary_feed","seawater","sum","hospital",0.00
"pipe_hot_primary_feed","seawater","shoulder","hospital",0.00
"pipe_hot_primary_feed","seawater","wint","multifunction",0.00
"pipe_hot_primary_feed","seawater","sum","multifunction",0.00
"pipe_hot_primary_feed","seawater","shoulder","multifunction",0.00
"pipe_hot_primary_feed","seawater","wint","northDistrict",0.00
"pipe_hot_primary_feed","seawater","sum","northDistrict",0.00
"pipe_hot_primary_feed","seawater","shoulder","northDistrict",0.00
"pipe_hot_primary_feed","seawater","wint","quality",0.00
"pipe_hot_primary_feed","seawater","sum","quality",0.00
"pipe_hot_primary_feed","seawater","shoulder","quality",0.00
"pipe_hot_primary_feed","seawater","wint","reserved",0.00
"pipe_hot_primary_feed","seawater","sum","reserved",0.00
"pipe_hot_primary_feed","seawater","shoulder","reserved",0.00
"pipe_hot_primary_feed","seawater","wint","residential",0.00
"pipe_hot_primary_feed","seawater","sum","residential",0.00
"pipe_hot_primary_feed","seawater","shoulder","residential",0.00
"pipe_hot_primary_feed","seawater","wint","school",0.00
"pipe_hot_primary_feed","seawater","sum","school",0.00
"pipe_hot_primary_feed","seawater","shoulder","school",0.00
"pipe_hot_primary_feed","seawater","wint","tech",0.00
"pipe_hot_primary_feed","seawater","sum","tech",0.00
"pipe_hot_primary_feed","seawater","shoulder","tech",0.00
"pipe_hot_primary_feed","slag","wint","dormitories",0.00
"pipe_hot_primary_feed","slag","sum","dormitories",0.00
"pipe_hot_primary_feed","slag","shoulder","dormitories",0.00
"pipe_hot_primary_feed","slag","wint","energyIsland",0.00
"pipe_hot_primary_feed","slag","sum","energyIsland",0.00
"pipe_hot_primary_feed","slag","shoulder","energyIsland",0.00
"pipe_hot_primary_feed","slag","wint","factory",0.00
"pipe_hot_primary_feed","slag","sum","factory",0.00
"pipe_hot_primary_feed","slag","shoulder","factory",0.00
"pipe_hot_primary_feed","slag","wint","factory_assembly",0.00
"pipe_hot_primary_feed","slag","sum","factory_assembly",0.00
"pipe_hot_primary_feed","slag","shoulder","factory_assembly",0.00
"pipe_hot_primary_feed","slag","wint","factory_blades",0.00
"pipe_hot_primary_feed","slag","sum","factory_blades",0.00
"pipe_hot_primary_feed","slag","shoulder","factory_blades",0.00
"pipe_hot_primary_feed","slag","wint","hospital",0.00
"pipe_hot_primary_feed","slag","sum","hospital",0.00
"pipe_hot_primary_feed","slag","shoulder","hospital",0.00
"pipe_hot_primary_feed","slag","wint","multifunction",0.00
"pipe_hot_primary_feed","slag","sum","multifunction",0.00
"pipe_hot_primary_feed","slag","shoulder","multifunction",0.00
"pipe_hot_primary_feed","slag","wint","northDistrict",0.00
"pipe_hot_primary_feed","slag","sum","northDistrict",0.00
"pipe_hot_primary_feed","slag","shoulder","northDistrict",0.00
"pipe_hot_primary_feed","slag","wint","quality",0.00
"pipe_hot_primary_feed","slag","sum","quality",0.00
"pipe_hot_primary_feed","slag","shoulder","quality",0.00
"pipe_hot_primary_feed","slag","wint","reserved",0.00
"pipe_hot_primary_feed","slag","sum","reserved",0.00
"pipe_hot_primary_feed","slag","shoulder","reserved",0.00
"pipe_hot_primary_feed","slag","wint","residential",0.00
"pipe_hot_primary_feed","slag","sum","residential",0.00
"pipe_hot_primary_feed","slag","shoulder","residential",0.00
"pipe_hot_primary_feed","slag","wint","school",0.00
"pipe_hot_primary_feed","slag","sum","school",0.00
"pipe_hot_primary_feed","slag","shoulder","school",0.00
"pipe_hot_primary_feed","slag","wint","tech",0.00
"pipe_hot_primary_feed","slag","sum","tech",0.00
"pipe_hot_primary_feed","slag","shoulder","tech",0.00
"pipe_hot_primary_feed","sludge","wint","dormitories",0.00
"pipe_hot_primary_feed","sludge","sum","dormitories",0.00
"pipe_hot_primary_feed","sludge","shoulder","dormitories",0.00
"pipe_hot_primary_feed","sludge","wint","energyIsland",0.00
"pipe_hot_primary_feed","sludge","sum","energyIsland",0.00
"pipe_hot_primary_feed","sludge","shoulder","energyIsland",0.00
"pipe_hot_primary_feed","sludge","wint","factory",0.00
"pipe_hot_primary_feed","sludge","sum","factory",0.00
"pipe_hot_primary_feed","sludge","shoulder","factory",0.00
"pipe_hot_primary_feed","sludge","wint","factory_assembly",0.00
"pipe_hot_primary_feed","sludge","sum","factory_assembly",0.00
"pipe_hot_primary_feed","sludge","shoulder","factory_assembly",0.00
"pipe_hot_primary_feed","sludge","wint","factory_blades",0.00
"pipe_hot_primary_feed","sludge","sum","factory_blades",0.00
"pipe_hot_primary_feed","sludge","shoulder","factory_blades",0.00
"pipe_hot_primary_feed","sludge","wint","hospital",0.00
"pipe_hot_primary_feed","sludge","sum","hospital",0.00
"pipe_hot_primary_feed","sludge","shoulder","hospital",0.00
"pipe_hot_primary_feed","sludge","wint","multifunction",0.00
"pipe_hot_primary_feed","sludge","sum","multifunction",0.00
"pipe_hot_primary_feed","sludge","shoulder","multifunction",0.00
"pipe_hot_primary_feed","sludge","wint","northDistrict",0.00
"pipe_hot_primary_feed","sludge","sum","northDistrict",0.00
"pipe_hot_primary_feed","sludge","shoulder","northDistrict",0.00
"pipe_hot_primary_feed","sludge","wint","quality",0.00
"pipe_hot_primary_feed","sludge","sum","quality",0.00
"pipe_hot_primary_feed","sludge","shoulder","quality",0.00
"pipe_hot_primary_feed","sludge","wint","reserved",0.00
"pipe_hot_primary_feed","sludge","sum","reserved",0.00
"pipe_hot_primary_feed","sludge","shoulder","reserved",0.00
"pipe_hot_primary_feed","sludge","wint","residential",0.00
"pipe_hot_primary_feed","sludge","sum","residential",0.00
"pipe_hot_primary_feed","sludge","shoulder","residential",0.00
"pipe_hot_primary_feed","sludge","wint","school",0.00
"pipe_hot_primary_feed","sludge","sum","school",0.00
"pipe_hot_primary_feed","sludge","shoulder","school",0.00
"pipe_hot_primary_feed","sludge","wint","tech",0.00
"pipe_hot_primary_feed","sludge","sum","tech",0.00
"pipe_hot_primary_feed","sludge","shoulder","tech",0.00
"pipe_hot_primary_feed","solar","wint","dormitories",0.00
"pipe_hot_primary_feed","solar","sum","dormitories",0.00
"pipe_hot_primary_feed","solar","shoulder","dormitories",0.00
"pipe_hot_primary_feed","solar","wint","energyIsland",0.00
"pipe_hot_primary_feed","solar","sum","energyIsland",0.00
"pipe_hot_primary_feed","solar","shoulder","energyIsland",0.00
"pipe_hot_primary_feed","solar","wint","factory",0.00
"pipe_hot_primary_feed","solar","sum","factory",0.00
"pipe_hot_primary_feed","solar","shoulder","factory",0.00
"pipe_hot_primary_feed","solar","wint","factory_assembly",0.00
"pipe_hot_primary_feed","solar","sum","factory_assembly",0.00
"pipe_hot_primary_feed","solar","shoulder","factory_assembly",0.00
"pipe_hot_primary_feed","solar","wint","factory_blades",0.00
"pipe_hot_primary_feed","solar","sum","factory_blades",0.00
"pipe_hot_primary_feed","solar","shoulder","factory_blades",0.00
"pipe_hot_primary_feed","solar","wint","hospital",0.00
"pipe_hot_primary_feed","solar","sum","hospital",0.00
"pipe_hot_primary_feed","solar","shoulder","hospital",0.00
"pipe_hot_primary_feed","solar","wint","multifunction",0.00
"pipe_hot_primary_feed","solar","sum","multifunction",0.00
"pipe_hot_primary_feed","solar","shoulder","multifunction",0.00
"pipe_hot_primary_feed","solar","wint","northDistrict",0.00
"pipe_hot_primary_feed","solar","sum","northDistrict",0.00
"pipe_hot_primary_feed","solar","shoulder","northDistrict",0.00
"pipe_hot_primary_feed","solar","wint","quality",0.00
"pipe_hot_primary_feed","solar","sum","quality",0.00
"pipe_hot_primary_feed","solar","shoulder","quality",0.00
"pipe_hot_primary_feed","solar","wint","reserved",0.00
"pipe_hot_primary_feed","solar","sum","reserved",0.00
"pipe_hot_primary_feed","solar","shoulder","reserved",0.00
"pipe_hot_primary_feed","solar","wint","residential",0.00
"pipe_hot_primary_feed","solar","sum","residential",0.00
"pipe_hot_primary_feed","solar","shoulder","residential",0.00
"pipe_hot_primary_feed","solar","wint","school",0.00
"pipe_hot_primary_feed","solar","sum","school",0.00
"pipe_hot_primary_feed","solar","shoulder","school",0.00
"pipe_hot_primary_feed","solar","wint","tech",0.00
"pipe_hot_primary_feed","solar","sum","tech",0.00
"pipe_hot_primary_feed","solar","shoulder","tech",0.00
"pipe_hot_primary_feed","uranium","wint","dormitories",0.00
"pipe_hot_primary_feed","uranium","sum","dormitories",0.00
"pipe_hot_primary_feed","uranium","shoulder","dormitories",0.00
"pipe_hot_primary_feed","uranium","wint","energyIsland",0.00
"pipe_hot_primary_feed","uranium","sum","energyIsland",0.00
"pipe_hot_primary_feed","uranium","shoulder","energyIsland",0.00
"pipe_hot_primary_feed","uranium","wint","factory",0.00
"pipe_hot_primary_feed","uranium","sum","factory",0.00
"pipe_hot_primary_feed","uranium","shoulder","factory",0.00
"pipe_hot_primary_feed","uranium","wint","factory_assembly",0.00
"pipe_hot_primary_feed","uranium","sum","factory_assembly",0.00
"pipe_hot_primary_feed","uranium","shoulder","factory_assembly",0.00
"pipe_hot_primary_feed","uranium","wint","factory_blades",0.00
"pipe_hot_primary_feed","uranium","sum","factory_blades",0.00
"pipe_hot_primary_feed","uranium","shoulder","factory_blades",0.00
"pipe_hot_primary_feed","uranium","wint","hospital",0.00
"pipe_hot_primary_feed","uranium","sum","hospital",0.00
"pipe_hot_primary_feed","uranium","shoulder","hospital",0.00
"pipe_hot_primary_feed","uranium","wint","multifunction",0.00
"pipe_hot_primary_feed","uranium","sum","multifunction",0.00
"pipe_hot_primary_feed","uranium","shoulder","multifunction",0.00
"pipe_hot_primary_feed","uranium","wint","northDistrict",0.00
"pipe_hot_primary_feed","uranium","sum","northDistrict",0.00
"pipe_hot_primary_feed","uranium","shoulder","northDistrict",0.00
"pipe_hot_primary_feed","uranium","wint","quality",0.00
"pipe_hot_primary_feed","uranium","sum","quality",0.00
"pipe_hot_primary_feed","uranium","shoulder","quality",0.00
"pipe_hot_primary_feed","uranium","wint","reserved",0.00
"pipe_hot_primary_feed","uranium","sum","reserved",0.00
"pipe_hot_primary_feed","uranium","shoulder","reserved",0.00
"pipe_hot_primary_feed","uranium","wint","residential",0.00
"pipe_hot_primary_feed","uranium","sum","residential",0.00
"pipe_hot_primary_feed","uranium","shoulder","residential",0.00
"pipe_hot_primary_feed","uranium","wint","school",0.00
"pipe_hot_primary_feed","uranium","sum","school",0.00
"pipe_hot_primary_feed","uranium","shoulder","school",0.00
"pipe_hot_primary_feed","uranium","wint","tech",0.00
"pipe_hot_primary_feed","uranium","sum","tech",0.00
"pipe_hot_primary_feed","uranium","shoulder","tech",0.00
"pipe_hot_primary_feed","vegWaste","wint","dormitories",0.00
"pipe_hot_primary_feed","vegWaste","sum","dormitories",0.00
"pipe_hot_primary_feed","vegWaste","shoulder","dormitories",0.00
"pipe_hot_primary_feed","vegWaste","wint","energyIsland",0.00
"pipe_hot_primary_feed","vegWaste","sum","energyIsland",0.00
"pipe_hot_primary_feed","vegWaste","shoulder","energyIsland",0.00
"pipe_hot_primary_feed","vegWaste","wint","factory",0.00
"pipe_hot_primary_feed","vegWaste","sum","factory",0.00
"pipe_hot_primary_feed","vegWaste","shoulder","factory",0.00
"pipe_hot_primary_feed","vegWaste","wint","factory_assembly",0.00
"pipe_hot_primary_feed","vegWaste","sum","factory_assembly",0.00
"pipe_hot_primary_feed","vegWaste","shoulder","factory_assembly",0.00
"pipe_hot_primary_feed","vegWaste","wint","factory_blades",0.00
"pipe_hot_primary_feed","vegWaste","sum","factory_blades",0.00
"pipe_hot_primary_feed","vegWaste","shoulder","factory_blades",0.00
"pipe_hot_primary_feed","vegWaste","wint","hospital",0.00
"pipe_hot_primary_feed","vegWaste","sum","hospital",0.00
