"Authors","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Source","EID"
"Maria Rahman, M., Akter, N., Karim, M.R., Ahmad, N., Rahman, M.M., Siddiquey, I.A., Bahadur, N.M., Hasnat, M.A.","Optimization, kinetic and thermodynamic studies for removal of Brilliant Red (X-3B) using Tannin gel",2014,"Journal of Environmental Chemical Engineering",2,1,,76,83,,1,"10.1016/j.jece.2013.11.023","http://www.scopus.com/inward/record.url?eid=2-s2.0-84891765351&partnerID=40&md5=99f3d249e84c5b63ed789975e623913e","Article","Scopus","2-s2.0-84891765351"
"Rohde, D., Walnum, H.T., Andresen, T., Nekså, P.","Heat recovery from export gas compression: Analyzing power cycles with detailed heat exchanger models",2013,"Applied Thermal Engineering",60,"1-2",,1,6,,5,"10.1016/j.applthermaleng.2013.06.027","http://www.scopus.com/inward/record.url?eid=2-s2.0-84880169379&partnerID=40&md5=339ea25fff78f0ede9e921517d6a67a7","Article","Scopus","2-s2.0-84880169379"
"Alavi, S.A., Zilouei, H., Asadinezhad, A.","Otostegia persica biomass as a new biosorbent for the removal of lead from aqueous solutions",2014,"International Journal of Environmental Science and Technology",12,2,,489,498,,,"10.1007/s13762-014-0705-x","http://www.scopus.com/inward/record.url?eid=2-s2.0-84920508718&partnerID=40&md5=e46e6086354dd070f405938c8c3188b0","Article","Scopus","2-s2.0-84920508718"
"Cacua-Madero, K.P., Herrera-Múnera, B.A.","Revision of Combustion with oxygen-enriched air as a strategy to increase energy efficiency | Revisión de la combustión con aire enriquecido con oxígeno como estrategia para incrementar la eficiencia energética",2013,"Ingenieria y Universidad",17,2,,463,482,,1,,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84886675411&partnerID=40&md5=fbdfbdecdd58659155931e30059e6e80","Article","Scopus","2-s2.0-84886675411"
"Sanjay","Exergy and Energy Analysis of Combined Cycle systems with Different Bottoming Cycle Configurations",2013,"International Journal of Energy Research",37,8,,899,912,,5,"10.1002/er.2892","http://www.scopus.com/inward/record.url?eid=2-s2.0-84879238251&partnerID=40&md5=0f53267318bfd95497e5f0888fb02c31","Article","Scopus","2-s2.0-84879238251"
"Gok, C., Aytas, S.","Biosorption of uranium(VI) from aqueous solution using calcium alginate beads",2009,"Journal of Hazardous Materials",168,1,,369,375,,71,"10.1016/j.jhazmat.2009.02.063","http://www.scopus.com/inward/record.url?eid=2-s2.0-67349261455&partnerID=40&md5=72285a07c5085d7fabee30475bef6504","Article","Scopus","2-s2.0-67349261455"
"Jariyaboon, R., O-Thong, S., Kongjan, P.","Bio-hydrogen and bio-methane potentials of skim latex serum in batch thermophilic two-stage anaerobic digestion",2015,"Bioresource Technology",198,,,198,206,,,"10.1016/j.biortech.2015.09.006","http://www.scopus.com/inward/record.url?eid=2-s2.0-84942034576&partnerID=40&md5=f9fb30a775bc5534d53f41a457b07203","Article","Scopus","2-s2.0-84942034576"
"Hu, C., Xie, P., Xu, B., Chen, G., Liu, X., Tang, Y.","Variation analysis method for hydrologic annual distribution homogeneity based on Gini coefficient. A case study of runoff series at Longchun station in Dongjiang river basin",2012,"Shuili Fadian Xuebao/Journal of Hydroelectric Engineering",31,6,,7,13,,1,,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84872248664&partnerID=40&md5=c758685ecdc0391978f5992040daba21","Article","Scopus","2-s2.0-84872248664"
"Hilles, A.H., Abu Amr, S.S., Hussein, R.A., El-Sebaie, O.D., Arafa, A.I.","Performance of combined sodium persulfate/H2O2 based advanced oxidation process in stabilized landfill leachate treatment",2016,"Journal of Environmental Management",166,,,493,498,,,"10.1016/j.jenvman.2015.10.051","http://www.scopus.com/inward/record.url?eid=2-s2.0-84946558013&partnerID=40&md5=792a12ec79e5f34456657ebcdc8e3670","Article","Scopus","2-s2.0-84946558013"
"Khan, M.M.R., Mukhlish, M.Z.B., Mazumder, M.S.I., Ferdous, K., Prasad, D.M.R., Hassan, Z.","Uptake of Indosol Dark-blue GL dye from aqueous solution by water hyacinth roots powder: Adsorption and desorption study",2014,"International Journal of Environmental Science and Technology",11,4,,1027,1034,,1,"10.1007/s13762-013-0363-4","http://www.scopus.com/inward/record.url?eid=2-s2.0-84897496790&partnerID=40&md5=a561d4aabfabe5344b5ee8a1eec664d9","Article","Scopus","2-s2.0-84897496790"
"Congedo, P.M., Geraci, G., Abgrall, R., Pediroda, V., Parussini, L.","TSI metamodels-based multi-objective robust optimization",2013,"Engineering Computations (Swansea, Wales)",30,8,17099241,1032,1053,,3,"10.1108/EC-01-2012-0012","http://www.scopus.com/inward/record.url?eid=2-s2.0-84886052799&partnerID=40&md5=9246d7a26f846abe41b56e8364b0ea25","Article","Scopus","2-s2.0-84886052799"
"Show, K.-Y., Lee, D.-J., Chang, J.-S.","Bioreactor and process design for biohydrogen production",2011,"Bioresource Technology",102,18,,8524,8533,,56,"10.1016/j.biortech.2011.04.055","http://www.scopus.com/inward/record.url?eid=2-s2.0-80051680145&partnerID=40&md5=8af45595d1e9b56d5ee553dc1b30011f","Article","Scopus","2-s2.0-80051680145"
"null","The thermodynamics of magnetocaloric energy conversion",2015,"Green Energy and Technology",179,,,1,21,,,"10.1007/978-3-319-08741-2_1","http://www.scopus.com/inward/record.url?eid=2-s2.0-84921414889&partnerID=40&md5=501e832cd8fcd1b9e6997cce48a5a19a","Article","Scopus","2-s2.0-84921414889"
"Hirvikorpi, T.","Thin Al 2O 3 barrier coatings grown on bio-based packaging materials by atomic layer deposition",2011,"VTT Publications",,770,,1,74,,,,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84855776491&partnerID=40&md5=0d46cd3cc3e4fc23324456937cb22c0f","Article","Scopus","2-s2.0-84855776491"
"Corkhill, C.L., Warren, M.C., Vaughan, D.J.","Investigation of the electronic and geometric structures of the (110) surfaces of arsenopyrite (FeAsS) and enargite (Cu3AsS4)",2011,"Mineralogical Magazine",75,1,,45,63,,3,"10.1180/minmag.2011.075.1.45","http://www.scopus.com/inward/record.url?eid=2-s2.0-79959203892&partnerID=40&md5=be077a02a503b4e789bbaeed5e789d27","Article","Scopus","2-s2.0-79959203892"
"Harrod, J., Mago, P.J., Srinivasan, K., Chamra, L.M.","First and second law analysis of a Stirling engine with imperfect regeneration and dead volume",2009,"Proceedings of the Institution of Mechanical Engineers, Part C: Journal of Mechanical Engineering Science",223,11,,2595,2607,,3,"10.1243/09544062JMES1651","http://www.scopus.com/inward/record.url?eid=2-s2.0-79751478814&partnerID=40&md5=512d1f4761045ef7eae206e0445da027","Article","Scopus","2-s2.0-79751478814"
"Higgs, G.","Integrating multi-criteria techniques with geographical information systems in waste facility location to enhance public participation",2006,"Waste Management and Research",24,2,,105,117,,62,"10.1177/0734242X06063817","http://www.scopus.com/inward/record.url?eid=2-s2.0-33645519421&partnerID=40&md5=b0d238e3f2b0b118adca42cb9959cbe3","Article","Scopus","2-s2.0-33645519421"
"Buchanan, I.D., Han, Y.S.","Assessment of the potential of Arthromyces ramosus peroxidase to remove phenol from industrial wastewaters",2000,"Environmental Technology",21,5,,545,552,,26,,"http://www.scopus.com/inward/record.url?eid=2-s2.0-0033627446&partnerID=40&md5=dcaffc370fc3c1cc451c70b3f813c86d","Article","Scopus","2-s2.0-0033627446"
"Zhou, H., Qian, Y., Yang, S.","Energetic/economic penalty of CO<inf>2</inf> emissions and application to coal-to-olefins projects in China",2015,"Applied Energy",156,,,344,353,,,"10.1016/j.apenergy.2015.07.006","http://www.scopus.com/inward/record.url?eid=2-s2.0-84937865704&partnerID=40&md5=11cf512096cccd4ab98ec1243c767288","Article","Scopus","2-s2.0-84937865704"
"Fan, Y.R., Huang, W., Huang, G.H., Huang, K., Zhou, X.","A PCM-based stochastic hydrological model for uncertainty quantification in watershed systems",2014,"Stochastic Environmental Research and Risk Assessment",29,3,,915,927,,1,"10.1007/s00477-014-0954-8","http://www.scopus.com/inward/record.url?eid=2-s2.0-84925506227&partnerID=40&md5=05632c55866a77ed53dc0f61a0264a70","Article","Scopus","2-s2.0-84925506227"
"Tan, I.A.W., Hameed, B.H.","Adsorption isotherms, kinetics, thermodynamics and desorption studies of basic dye on activated carbon derived from oil palm empty fruit bunch",2010,"Journal of Applied Sciences",10,21,,2565,2571,,14,,"http://www.scopus.com/inward/record.url?eid=2-s2.0-78049251921&partnerID=40&md5=f53ba9e638eb5fb24ff7e27d4a25f431","Article","Scopus","2-s2.0-78049251921"
"Ke, X., Li, P.-J., Zhang, Y., Sun, T.-H.","Heavy metals removal and its kinetics in contaminated soil under effects of EDTA washing",2007,"Chinese Journal of Applied Ecology",18,3,,601,606,,8,,"http://www.scopus.com/inward/record.url?eid=2-s2.0-34248634037&partnerID=40&md5=f44e6fcd3c6823fc94a324e836de13f8","Article","Scopus","2-s2.0-34248634037"
"Nharingo, T., Zivurawa, M.T., Guyo, U.","Exploring the use of cactus Opuntia ficus indica in the biocoagulation–flocculation of Pb(II) ions from wastewaters",2015,"International Journal of Environmental Science and Technology",12,12,,3791,3802,,1,"10.1007/s13762-015-0815-0","http://www.scopus.com/inward/record.url?eid=2-s2.0-84944700741&partnerID=40&md5=02be72974834e5742e2ffbc9bc74e6c2","Article","Scopus","2-s2.0-84944700741"
"Wang, R., Work, D.","Application of robust optimization in matrix-based LCI for decision making under uncertainty",2014,"International Journal of Life Cycle Assessment",19,5,,1110,1118,,1,"10.1007/s11367-013-0685-y","http://www.scopus.com/inward/record.url?eid=2-s2.0-84902650153&partnerID=40&md5=04c3301729032f305faef709293670af","Article","Scopus","2-s2.0-84902650153"
"Haghighi Mood, S., Hossein Golfeshan, A., Tabatabaei, M., Salehi Jouzani, G., Najafi, G.H., Gholami, M., Ardjmand, M.","Lignocellulosic biomass to bioethanol, a comprehensive review with a focus on pretreatment",2013,"Renewable and Sustainable Energy Reviews",27,,,77,93,,83,"10.1016/j.rser.2013.06.033","http://www.scopus.com/inward/record.url?eid=2-s2.0-84880715138&partnerID=40&md5=03954db498f2b6bd9eb86be7e7e0279e","Article","Scopus","2-s2.0-84880715138"
"Muniraj, I.K., Xiao, L., Hu, Z., Zhan, X., Shi, J.","Microbial lipid production from potato processing wastewater using oleaginous filamentous fungi Aspergillus oryzae",2013,"Water Research",47,10,,3477,3483,,8,"10.1016/j.watres.2013.03.046","http://www.scopus.com/inward/record.url?eid=2-s2.0-84877640372&partnerID=40&md5=895f18db8595bc81f7454fc569238fa5","Article","Scopus","2-s2.0-84877640372"
"Arcuri, N., Bruno, R., Bevilacqua, P.","LNG as cold heat source in OTEC systems",2015,"Ocean Engineering",104,,,349,358,,,"10.1016/j.oceaneng.2015.05.030","http://www.scopus.com/inward/record.url?eid=2-s2.0-84930941278&partnerID=40&md5=4099a1c714482aa5fca3e53aad2a99b9","Article","Scopus","2-s2.0-84930941278"
"Cantuaria, M.L., De Almeida Neto, A.F., Nascimento, E.S., Dos Santos, O.A.A., Vieira, M.G.A.","Removal of silver ions on calcined verde-lodo bentonite clay: Equilibrium study",2014,"Chemical Engineering Transactions",39,"Special Issue",,667,672,,3,"10.3303/CET1439112","http://www.scopus.com/inward/record.url?eid=2-s2.0-84908090348&partnerID=40&md5=0e18a11a10a6b852a51d7bd31f7ec7b1","Article","Scopus","2-s2.0-84908090348"
"Yew, M.C., Ramli Sulong, N.H., Chong, W.T., Poh, S.C., Ang, B.C., Tan, K.H.","Integration of thermal insulation coating and moving-air-cavity in a cool roof system for attic temperature reduction",2013,"Energy Conversion and Management",75,,,241,248,,10,"10.1016/j.enconman.2013.06.024","http://www.scopus.com/inward/record.url?eid=2-s2.0-84880357369&partnerID=40&md5=7bb2ba93dd8da30b2bb20cf365c23ba3","Article","Scopus","2-s2.0-84880357369"
"Markowski, M., Trafczynski, M., Urbaniec, K.","Identification of the influence of fouling on the heat recovery in a network of shell and tube heat exchangers",2013,"Applied Energy",102,,,755,764,,7,"10.1016/j.apenergy.2012.08.038","http://www.scopus.com/inward/record.url?eid=2-s2.0-84870738162&partnerID=40&md5=3f520720403e69afbdf0aef489abde59","Article","Scopus","2-s2.0-84870738162"
"Palazzi, E., Perego, P., Fabiano, B.","Mathematical modelling and optimization of hydrogen continuous production in a fixed bed bioreactor",2002,"Chemical Engineering Science",57,18,,3819,3830,,10,"10.1016/S0009-2509(02)00322-6","http://www.scopus.com/inward/record.url?eid=2-s2.0-0036747879&partnerID=40&md5=997956cf5c1c9b826514be40ceb569c5","Article","Scopus","2-s2.0-0036747879"
"Correia Rosa, I., Costa, R., Gonc¸alves, F., Pereira, J.L.","Bioremediation of metal-rich effluents: Could the invasive bivalve Corbicula fluminea work as a biofilter?",2014,"Journal of Environmental Quality",43,5,,1536,1545,,1,"10.2134/jeq2014.02.0069","http://www.scopus.com/inward/record.url?eid=2-s2.0-84907047916&partnerID=40&md5=b1cccd96a5fa8fdf6382d5404717b5a0","Article","Scopus","2-s2.0-84907047916"
"Lobos, J., Heran, M., Grasmick, A.","Optimization of the operations conditions in membrane bioreactors through the use of ASM3 model simulations",2009,"Desalination and Water Treatment",9,"1-3",,126,130,,5,,"http://www.scopus.com/inward/record.url?eid=2-s2.0-77954418878&partnerID=40&md5=6162d1f50a48cbff30e370deac312c38","Article","Scopus","2-s2.0-77954418878"
"Liu, L., Pang, C., Wu, S., Dong, R.","Optimization and evaluation of an air-recirculated stripping for ammonia removal from the anaerobic digestate of pig manure",2015,"Process Safety and Environmental Protection",94,"C",,350,357,,1,"10.1016/j.psep.2014.08.006","http://www.scopus.com/inward/record.url?eid=2-s2.0-84928807875&partnerID=40&md5=b19a5946ef5a5f8a9a48543d28f98d2c","Article","Scopus","2-s2.0-84928807875"
"Jung, H.C., Krumdieck, S.","Modelling of organic Rankine cycle system and heat exchanger components",2014,"International Journal of Sustainable Energy",33,3,,704,721,,2,"10.1080/14786451.2013.770394","http://www.scopus.com/inward/record.url?eid=2-s2.0-84893589075&partnerID=40&md5=10b17286ceebef92959f2cbed9b6b62c","Article","Scopus","2-s2.0-84893589075"
"Wu, X., Lin, H., Zhu, J.","Optimization of continuous hydrogen production from co-fermenting molasses with liquid swine manure in an anaerobic sequencing batch reactor",2013,"Bioresource Technology",136,,,351,359,,8,"10.1016/j.biortech.2013.02.109","http://www.scopus.com/inward/record.url?eid=2-s2.0-84876327411&partnerID=40&md5=ae2577fed5a29b830ff4ee236b5cd0ab","Article","Scopus","2-s2.0-84876327411"
"Li, T.X., Wang, R.Z., Wang, L.W., Lu, Z.S.","Experimental study on an innovative multifunction heat pipe type heat recovery two-stage sorption refrigeration system",2008,"Energy Conversion and Management",49,10,,2505,2512,,10,"10.1016/j.enconman.2008.05.026","http://www.scopus.com/inward/record.url?eid=2-s2.0-48849115836&partnerID=40&md5=2bfd8c13ecbdbf9d205c6deb8cfbbb74","Article","Scopus","2-s2.0-48849115836"
"Dowd, A.-M., Rodriguez, M., Jeanneret, T.","Social science insights for the BioCCs industry",2015,"Energies",8,5,,4024,4042,,,"10.3390/en8054024","http://www.scopus.com/inward/record.url?eid=2-s2.0-84930808371&partnerID=40&md5=e19f7c26f9868bd6ea8e3b0e8c52deb5","Article","Scopus","2-s2.0-84930808371"
"Albino, V., Ardito, L., Dangelico, R.M., Messeni Petruzzelli, A.","Understanding the development trends of low-carbon energy technologies: A patent analysis",2014,"Applied Energy",135,,,836,854,,4,"10.1016/j.apenergy.2014.08.012","http://www.scopus.com/inward/record.url?eid=2-s2.0-84910087205&partnerID=40&md5=3883fe1740591821f9ad599e81bc906c","Article","Scopus","2-s2.0-84910087205"
"Coma, M., Rovira, S., Canals, J., Colprim, J.","Minimization of sludge production by a side-stream reactor under anoxic conditions in a pilot plant",2013,"Bioresource Technology",129,,,229,235,,23,"10.1016/j.biortech.2012.11.055","http://www.scopus.com/inward/record.url?eid=2-s2.0-84870919940&partnerID=40&md5=65e202a88d5eb8b2bb259e4e338dce55","Article","Scopus","2-s2.0-84870919940"
"Do, H.T., Lo, S.-L., Chiueh, P.-T., Phan Thi, L.A.","Design of sampling locations for mountainous river monitoring",2012,"Environmental Modelling and Software","27-28",,,62,70,,9,"10.1016/j.envsoft.2011.09.007","http://www.scopus.com/inward/record.url?eid=2-s2.0-84855528531&partnerID=40&md5=64f22a87bb0e2d5df2cc4ef4209baeeb","Article","Scopus","2-s2.0-84855528531"
"Song, W., Gao, B., Xu, X., Wang, F., Xue, N., Sun, S., Song, W., Jia, R.","Adsorption of nitrate from aqueous solution by magnetic amine-crosslinked biopolymer based corn stalk and its chemical regeneration property",2016,"Journal of Hazardous Materials",304,,,280,290,,,"10.1016/j.jhazmat.2015.10.073","http://www.scopus.com/inward/record.url?eid=2-s2.0-84946607119&partnerID=40&md5=c7813ebb387d7bf635762613713ac2c7","Article","Scopus","2-s2.0-84946607119"
"MacHnicka, A., Grubel, K., Rusin, A.","Hygienisation of surplus activated sludge by hydrodynamic cavitation",2012,"Ecological Chemistry and Engineering S",19,3,,415,421,,2,"10.2478/v10216-011-0031-x","http://www.scopus.com/inward/record.url?eid=2-s2.0-84864134117&partnerID=40&md5=a14f4e40acc2b1c17bc736c5490863cf","Article","Scopus","2-s2.0-84864134117"
"Nunes, D.L., Franca, A.S., Oliveira, L.S.","Use of Raphanus sativus L. press cake, a solid residue from biodiesel processing, in the production of adsorbents by microwave activation",2011,"Environmental Technology",32,10,,1073,1083,,7,"10.1080/09593330.2010.526965","http://www.scopus.com/inward/record.url?eid=2-s2.0-80052883912&partnerID=40&md5=928940f15ff830c1c79e23b5a2b111b7","Article","Scopus","2-s2.0-80052883912"
"Adam, V., Quaranta, G., Loyaux-Lawniczak, S.","Terrestrial and aquatic ecotoxicity assessment of Cr(VI) by the ReCiPe method calculation (LCIA): Application on an old industrial contaminated site",2013,"Environmental Science and Pollution Research",20,5,,3312,3321,,2,"10.1007/s11356-012-1254-9","http://www.scopus.com/inward/record.url?eid=2-s2.0-84876734676&partnerID=40&md5=c1780996ab82cf805a222893e0a677c6","Article","Scopus","2-s2.0-84876734676"
"Pratt, C., Walcroft, A.S., Tate, K.R., Ross, D.J., Roy, R., Reid, M.H., Veiga, P.W.","Biofiltration of methane emissions from a dairy farm effluent pond",2012,"Agriculture, Ecosystems and Environment",152,,,33,39,,6,"10.1016/j.agee.2012.02.011","http://www.scopus.com/inward/record.url?eid=2-s2.0-84857774422&partnerID=40&md5=6e775a18444b417aa172a5fab8b21b54","Article","Scopus","2-s2.0-84857774422"
