"process","resource","season","zone","value"
"centralCooling","waterNonPotable","wint","multifunction",0.00
"centralCooling","waterNonPotable","sum","multifunction",0.00
"centralCooling","waterNonPotable","shoulder","multifunction",0.00
"centralCooling","waterNonPotable","wint","northDistrict",0.00
"centralCooling","waterNonPotable","sum","northDistrict",0.00
"centralCooling","waterNonPotable","shoulder","northDistrict",0.00
"centralCooling","waterNonPotable","wint","quality",0.00
"centralCooling","waterNonPotable","sum","quality",0.00
"centralCooling","waterNonPotable","shoulder","quality",0.00
"centralCooling","waterNonPotable","wint","reserved",0.00
"centralCooling","waterNonPotable","sum","reserved",0.00
"centralCooling","waterNonPotable","shoulder","reserved",0.00
"centralCooling","waterNonPotable","wint","residential",0.00
"centralCooling","waterNonPotable","sum","residential",0.00
"centralCooling","waterNonPotable","shoulder","residential",0.00
"centralCooling","waterNonPotable","wint","school",0.00
"centralCooling","waterNonPotable","sum","school",0.00
"centralCooling","waterNonPotable","shoulder","school",0.00
"centralCooling","waterNonPotable","wint","tech",0.00
"centralCooling","waterNonPotable","sum","tech",0.00
"centralCooling","waterNonPotable","shoulder","tech",0.00
"centralCooling","waterPotable","wint","dormitories",0.00
"centralCooling","waterPotable","sum","dormitories",0.00
"centralCooling","waterPotable","shoulder","dormitories",0.00
"centralCooling","waterPotable","wint","energyIsland",0.00
"centralCooling","waterPotable","sum","energyIsland",0.00
"centralCooling","waterPotable","shoulder","energyIsland",0.00
"centralCooling","waterPotable","wint","factory",0.00
"centralCooling","waterPotable","sum","factory",0.00
"centralCooling","waterPotable","shoulder","factory",0.00
"centralCooling","waterPotable","wint","factory_assembly",0.00
"centralCooling","waterPotable","sum","factory_assembly",0.00
"centralCooling","waterPotable","shoulder","factory_assembly",0.00
"centralCooling","waterPotable","wint","factory_blades",0.00
"centralCooling","waterPotable","sum","factory_blades",0.00
"centralCooling","waterPotable","shoulder","factory_blades",0.00
"centralCooling","waterPotable","wint","hospital",0.00
"centralCooling","waterPotable","sum","hospital",0.00
"centralCooling","waterPotable","shoulder","hospital",0.00
"centralCooling","waterPotable","wint","multifunction",0.00
"centralCooling","waterPotable","sum","multifunction",0.00
"centralCooling","waterPotable","shoulder","multifunction",0.00
"centralCooling","waterPotable","wint","northDistrict",0.00
"centralCooling","waterPotable","sum","northDistrict",0.00
"centralCooling","waterPotable","shoulder","northDistrict",0.00
"centralCooling","waterPotable","wint","quality",0.00
"centralCooling","waterPotable","sum","quality",0.00
"centralCooling","waterPotable","shoulder","quality",0.00
"centralCooling","waterPotable","wint","reserved",0.00
"centralCooling","waterPotable","sum","reserved",0.00
"centralCooling","waterPotable","shoulder","reserved",0.00
"centralCooling","waterPotable","wint","residential",0.00
"centralCooling","waterPotable","sum","residential",0.00
"centralCooling","waterPotable","shoulder","residential",0.00
"centralCooling","waterPotable","wint","school",0.00
"centralCooling","waterPotable","sum","school",0.00
"centralCooling","waterPotable","shoulder","school",0.00
"centralCooling","waterPotable","wint","tech",0.00
"centralCooling","waterPotable","sum","tech",0.00
"centralCooling","waterPotable","shoulder","tech",0.00
"centralCooling","wind","wint","dormitories",0.00
"centralCooling","wind","sum","dormitories",0.00
"centralCooling","wind","shoulder","dormitories",0.00
"centralCooling","wind","wint","energyIsland",0.00
"centralCooling","wind","sum","energyIsland",0.00
"centralCooling","wind","shoulder","energyIsland",0.00
"centralCooling","wind","wint","factory",0.00
"centralCooling","wind","sum","factory",0.00
"centralCooling","wind","shoulder","factory",0.00
"centralCooling","wind","wint","factory_assembly",0.00
"centralCooling","wind","sum","factory_assembly",0.00
"centralCooling","wind","shoulder","factory_assembly",0.00
"centralCooling","wind","wint","factory_blades",0.00
"centralCooling","wind","sum","factory_blades",0.00
"centralCooling","wind","shoulder","factory_blades",0.00
"centralCooling","wind","wint","hospital",0.00
"centralCooling","wind","sum","hospital",0.00
"centralCooling","wind","shoulder","hospital",0.00
"centralCooling","wind","wint","multifunction",0.00
"centralCooling","wind","sum","multifunction",0.00
"centralCooling","wind","shoulder","multifunction",0.00
"centralCooling","wind","wint","northDistrict",0.00
"centralCooling","wind","sum","northDistrict",0.00
"centralCooling","wind","shoulder","northDistrict",0.00
"centralCooling","wind","wint","quality",0.00
"centralCooling","wind","sum","quality",0.00
"centralCooling","wind","shoulder","quality",0.00
"centralCooling","wind","wint","reserved",0.00
"centralCooling","wind","sum","reserved",0.00
"centralCooling","wind","shoulder","reserved",0.00
"centralCooling","wind","wint","residential",0.00
"centralCooling","wind","sum","residential",0.00
"centralCooling","wind","shoulder","residential",0.00
"centralCooling","wind","wint","school",0.00
"centralCooling","wind","sum","school",0.00
"centralCooling","wind","shoulder","school",0.00
"centralCooling","wind","wint","tech",0.00
"centralCooling","wind","sum","tech",0.00
"centralCooling","wind","shoulder","tech",0.00
"centralCooling","wood","wint","dormitories",0.00
"centralCooling","wood","sum","dormitories",0.00
"centralCooling","wood","shoulder","dormitories",0.00
"centralCooling","wood","wint","energyIsland",0.00
"centralCooling","wood","sum","energyIsland",0.00
"centralCooling","wood","shoulder","energyIsland",0.00
"centralCooling","wood","wint","factory",0.00
"centralCooling","wood","sum","factory",0.00
"centralCooling","wood","shoulder","factory",0.00
"centralCooling","wood","wint","factory_assembly",0.00
"centralCooling","wood","sum","factory_assembly",0.00
"centralCooling","wood","shoulder","factory_assembly",0.00
"centralCooling","wood","wint","factory_blades",0.00
"centralCooling","wood","sum","factory_blades",0.00
"centralCooling","wood","shoulder","factory_blades",0.00
"centralCooling","wood","wint","hospital",0.00
"centralCooling","wood","sum","hospital",0.00
"centralCooling","wood","shoulder","hospital",0.00
"centralCooling","wood","wint","multifunction",0.00
"centralCooling","wood","sum","multifunction",0.00
"centralCooling","wood","shoulder","multifunction",0.00
"centralCooling","wood","wint","northDistrict",0.00
"centralCooling","wood","sum","northDistrict",0.00
"centralCooling","wood","shoulder","northDistrict",0.00
"centralCooling","wood","wint","quality",0.00
"centralCooling","wood","sum","quality",0.00
"centralCooling","wood","shoulder","quality",0.00
"centralCooling","wood","wint","reserved",0.00
"centralCooling","wood","sum","reserved",0.00
"centralCooling","wood","shoulder","reserved",0.00
"centralCooling","wood","wint","residential",0.00
"centralCooling","wood","sum","residential",0.00
"centralCooling","wood","shoulder","residential",0.00
"centralCooling","wood","wint","school",0.00
"centralCooling","wood","sum","school",0.00
"centralCooling","wood","shoulder","school",0.00
"centralCooling","wood","wint","tech",0.00
"centralCooling","wood","sum","tech",0.00
"centralCooling","wood","shoulder","tech",0.00
"centralHeating","algae","wint","dormitories",0.00
"centralHeating","algae","sum","dormitories",0.00
"centralHeating","algae","shoulder","dormitories",0.00
"centralHeating","algae","wint","energyIsland",0.00
"centralHeating","algae","sum","energyIsland",0.00
"centralHeating","algae","shoulder","energyIsland",0.00
"centralHeating","algae","wint","factory",0.00
"centralHeating","algae","sum","factory",0.00
"centralHeating","algae","shoulder","factory",0.00
"centralHeating","algae","wint","factory_assembly",0.00
"centralHeating","algae","sum","factory_assembly",0.00
"centralHeating","algae","shoulder","factory_assembly",0.00
"centralHeating","algae","wint","factory_blades",0.00
"centralHeating","algae","sum","factory_blades",0.00
"centralHeating","algae","shoulder","factory_blades",0.00
"centralHeating","algae","wint","hospital",0.00
"centralHeating","algae","sum","hospital",0.00
"centralHeating","algae","shoulder","hospital",0.00
"centralHeating","algae","wint","multifunction",0.00
"centralHeating","algae","sum","multifunction",0.00
"centralHeating","algae","shoulder","multifunction",0.00
"centralHeating","algae","wint","northDistrict",0.00
"centralHeating","algae","sum","northDistrict",0.00
"centralHeating","algae","shoulder","northDistrict",0.00
"centralHeating","algae","wint","quality",0.00
"centralHeating","algae","sum","quality",0.00
"centralHeating","algae","shoulder","quality",0.00
"centralHeating","algae","wint","reserved",0.00
"centralHeating","algae","sum","reserved",0.00
"centralHeating","algae","shoulder","reserved",0.00
"centralHeating","algae","wint","residential",0.00
"centralHeating","algae","sum","residential",0.00
"centralHeating","algae","shoulder","residential",0.00
"centralHeating","algae","wint","school",0.00
"centralHeating","algae","sum","school",0.00
"centralHeating","algae","shoulder","school",0.00
"centralHeating","algae","wint","tech",0.00
"centralHeating","algae","sum","tech",0.00
"centralHeating","algae","shoulder","tech",0.00
"centralHeating","algaeDry","wint","dormitories",0.00
"centralHeating","algaeDry","sum","dormitories",0.00
"centralHeating","algaeDry","shoulder","dormitories",0.00
"centralHeating","algaeDry","wint","energyIsland",0.00
"centralHeating","algaeDry","sum","energyIsland",0.00
"centralHeating","algaeDry","shoulder","energyIsland",0.00
"centralHeating","algaeDry","wint","factory",0.00
"centralHeating","algaeDry","sum","factory",0.00
"centralHeating","algaeDry","shoulder","factory",0.00
"centralHeating","algaeDry","wint","factory_assembly",0.00
"centralHeating","algaeDry","sum","factory_assembly",0.00
"centralHeating","algaeDry","shoulder","factory_assembly",0.00
"centralHeating","algaeDry","wint","factory_blades",0.00
"centralHeating","algaeDry","sum","factory_blades",0.00
"centralHeating","algaeDry","shoulder","factory_blades",0.00
"centralHeating","algaeDry","wint","hospital",0.00
"centralHeating","algaeDry","sum","hospital",0.00
"centralHeating","algaeDry","shoulder","hospital",0.00
"centralHeating","algaeDry","wint","multifunction",0.00
"centralHeating","algaeDry","sum","multifunction",0.00
"centralHeating","algaeDry","shoulder","multifunction",0.00
"centralHeating","algaeDry","wint","northDistrict",0.00
"centralHeating","algaeDry","sum","northDistrict",0.00
"centralHeating","algaeDry","shoulder","northDistrict",0.00
"centralHeating","algaeDry","wint","quality",0.00
"centralHeating","algaeDry","sum","quality",0.00
"centralHeating","algaeDry","shoulder","quality",0.00
"centralHeating","algaeDry","wint","reserved",0.00
"centralHeating","algaeDry","sum","reserved",0.00
"centralHeating","algaeDry","shoulder","reserved",0.00
"centralHeating","algaeDry","wint","residential",0.00
"centralHeating","algaeDry","sum","residential",0.00
"centralHeating","algaeDry","shoulder","residential",0.00
"centralHeating","algaeDry","wint","school",0.00
"centralHeating","algaeDry","sum","school",0.00
"centralHeating","algaeDry","shoulder","school",0.00
"centralHeating","algaeDry","wint","tech",0.00
"centralHeating","algaeDry","sum","tech",0.00
"centralHeating","algaeDry","shoulder","tech",0.00
"centralHeating","ash","wint","dormitories",0.00
"centralHeating","ash","sum","dormitories",0.00
"centralHeating","ash","shoulder","dormitories",0.00
"centralHeating","ash","wint","energyIsland",0.00
"centralHeating","ash","sum","energyIsland",0.00
"centralHeating","ash","shoulder","energyIsland",0.00
"centralHeating","ash","wint","factory",0.00
"centralHeating","ash","sum","factory",0.00
"centralHeating","ash","shoulder","factory",0.00
"centralHeating","ash","wint","factory_assembly",0.00
"centralHeating","ash","sum","factory_assembly",0.00
"centralHeating","ash","shoulder","factory_assembly",0.00
"centralHeating","ash","wint","factory_blades",0.00
"centralHeating","ash","sum","factory_blades",0.00
"centralHeating","ash","shoulder","factory_blades",0.00
"centralHeating","ash","wint","hospital",0.00
"centralHeating","ash","sum","hospital",0.00
"centralHeating","ash","shoulder","hospital",0.00
"centralHeating","ash","wint","multifunction",0.00
"centralHeating","ash","sum","multifunction",0.00
"centralHeating","ash","shoulder","multifunction",0.00
"centralHeating","ash","wint","northDistrict",0.00
"centralHeating","ash","sum","northDistrict",0.00
"centralHeating","ash","shoulder","northDistrict",0.00
"centralHeating","ash","wint","quality",0.00
"centralHeating","ash","sum","quality",0.00
"centralHeating","ash","shoulder","quality",0.00
"centralHeating","ash","wint","reserved",0.00
"centralHeating","ash","sum","reserved",0.00
"centralHeating","ash","shoulder","reserved",0.00
"centralHeating","ash","wint","residential",0.00
"centralHeating","ash","sum","residential",0.00
"centralHeating","ash","shoulder","residential",0.00
"centralHeating","ash","wint","school",0.00
"centralHeating","ash","sum","school",0.00
"centralHeating","ash","shoulder","school",0.00
"centralHeating","ash","wint","tech",0.00
"centralHeating","ash","sum","tech",0.00
"centralHeating","ash","shoulder","tech",0.00
"centralHeating","biodiesel","wint","dormitories",0.00
"centralHeating","biodiesel","sum","dormitories",0.00
"centralHeating","biodiesel","shoulder","dormitories",0.00
"centralHeating","biodiesel","wint","energyIsland",0.00
"centralHeating","biodiesel","sum","energyIsland",0.00
"centralHeating","biodiesel","shoulder","energyIsland",0.00
"centralHeating","biodiesel","wint","factory",0.00
"centralHeating","biodiesel","sum","factory",0.00
"centralHeating","biodiesel","shoulder","factory",0.00
"centralHeating","biodiesel","wint","factory_assembly",0.00
"centralHeating","biodiesel","sum","factory_assembly",0.00
"centralHeating","biodiesel","shoulder","factory_assembly",0.00
"centralHeating","biodiesel","wint","factory_blades",0.00
"centralHeating","biodiesel","sum","factory_blades",0.00
"centralHeating","biodiesel","shoulder","factory_blades",0.00
"centralHeating","biodiesel","wint","hospital",0.00
"centralHeating","biodiesel","sum","hospital",0.00
"centralHeating","biodiesel","shoulder","hospital",0.00
"centralHeating","biodiesel","wint","multifunction",0.00
"centralHeating","biodiesel","sum","multifunction",0.00
"centralHeating","biodiesel","shoulder","multifunction",0.00
"centralHeating","biodiesel","wint","northDistrict",0.00
"centralHeating","biodiesel","sum","northDistrict",0.00
"centralHeating","biodiesel","shoulder","northDistrict",0.00
"centralHeating","biodiesel","wint","quality",0.00
"centralHeating","biodiesel","sum","quality",0.00
"centralHeating","biodiesel","shoulder","quality",0.00
"centralHeating","biodiesel","wint","reserved",0.00
"centralHeating","biodiesel","sum","reserved",0.00
"centralHeating","biodiesel","shoulder","reserved",0.00
"centralHeating","biodiesel","wint","residential",0.00
"centralHeating","biodiesel","sum","residential",0.00
"centralHeating","biodiesel","shoulder","residential",0.00
"centralHeating","biodiesel","wint","school",0.00
"centralHeating","biodiesel","sum","school",0.00
"centralHeating","biodiesel","shoulder","school",0.00
"centralHeating","biodiesel","wint","tech",0.00
"centralHeating","biodiesel","sum","tech",0.00
"centralHeating","biodiesel","shoulder","tech",0.00
"centralHeating","biogas","wint","dormitories",0.00
"centralHeating","biogas","sum","dormitories",0.00
"centralHeating","biogas","shoulder","dormitories",0.00
"centralHeating","biogas","wint","energyIsland",0.00
"centralHeating","biogas","sum","energyIsland",0.00
"centralHeating","biogas","shoulder","energyIsland",0.00
"centralHeating","biogas","wint","factory",0.00
"centralHeating","biogas","sum","factory",0.00
"centralHeating","biogas","shoulder","factory",0.00
"centralHeating","biogas","wint","factory_assembly",0.00
"centralHeating","biogas","sum","factory_assembly",0.00
"centralHeating","biogas","shoulder","factory_assembly",0.00
"centralHeating","biogas","wint","factory_blades",0.00
"centralHeating","biogas","sum","factory_blades",0.00
"centralHeating","biogas","shoulder","factory_blades",0.00
"centralHeating","biogas","wint","hospital",0.00
"centralHeating","biogas","sum","hospital",0.00
"centralHeating","biogas","shoulder","hospital",0.00
"centralHeating","biogas","wint","multifunction",0.00
"centralHeating","biogas","sum","multifunction",0.00
"centralHeating","biogas","shoulder","multifunction",0.00
"centralHeating","biogas","wint","northDistrict",0.00
"centralHeating","biogas","sum","northDistrict",0.00
"centralHeating","biogas","shoulder","northDistrict",0.00
"centralHeating","biogas","wint","quality",0.00
"centralHeating","biogas","sum","quality",0.00
"centralHeating","biogas","shoulder","quality",0.00
"centralHeating","biogas","wint","reserved",0.00
"centralHeating","biogas","sum","reserved",0.00
"centralHeating","biogas","shoulder","reserved",0.00
"centralHeating","biogas","wint","residential",0.00
"centralHeating","biogas","sum","residential",0.00
"centralHeating","biogas","shoulder","residential",0.00
"centralHeating","biogas","wint","school",0.00
"centralHeating","biogas","sum","school",0.00
"centralHeating","biogas","shoulder","school",0.00
"centralHeating","biogas","wint","tech",0.00
"centralHeating","biogas","sum","tech",0.00
"centralHeating","biogas","shoulder","tech",0.00
"centralHeating","biomass","wint","dormitories",0.00
"centralHeating","biomass","sum","dormitories",0.00
"centralHeating","biomass","shoulder","dormitories",0.00
"centralHeating","biomass","wint","energyIsland",0.00
"centralHeating","biomass","sum","energyIsland",0.00
"centralHeating","biomass","shoulder","energyIsland",0.00
"centralHeating","biomass","wint","factory",0.00
"centralHeating","biomass","sum","factory",0.00
"centralHeating","biomass","shoulder","factory",0.00
"centralHeating","biomass","wint","factory_assembly",0.00
"centralHeating","biomass","sum","factory_assembly",0.00
"centralHeating","biomass","shoulder","factory_assembly",0.00
"centralHeating","biomass","wint","factory_blades",0.00
"centralHeating","biomass","sum","factory_blades",0.00
"centralHeating","biomass","shoulder","factory_blades",0.00
"centralHeating","biomass","wint","hospital",0.00
"centralHeating","biomass","sum","hospital",0.00
"centralHeating","biomass","shoulder","hospital",0.00
"centralHeating","biomass","wint","multifunction",0.00
"centralHeating","biomass","sum","multifunction",0.00
"centralHeating","biomass","shoulder","multifunction",0.00
"centralHeating","biomass","wint","northDistrict",0.00
"centralHeating","biomass","sum","northDistrict",0.00
"centralHeating","biomass","shoulder","northDistrict",0.00
"centralHeating","biomass","wint","quality",0.00
"centralHeating","biomass","sum","quality",0.00
"centralHeating","biomass","shoulder","quality",0.00
"centralHeating","biomass","wint","reserved",0.00
"centralHeating","biomass","sum","reserved",0.00
"centralHeating","biomass","shoulder","reserved",0.00
"centralHeating","biomass","wint","residential",0.00
"centralHeating","biomass","sum","residential",0.00
"centralHeating","biomass","shoulder","residential",0.00
"centralHeating","biomass","wint","school",0.00
"centralHeating","biomass","sum","school",0.00
"centralHeating","biomass","shoulder","school",0.00
"centralHeating","biomass","wint","tech",0.00
"centralHeating","biomass","sum","tech",0.00
"centralHeating","biomass","shoulder","tech",0.00
"centralHeating","biomassAgriWaste","wint","dormitories",0.00
"centralHeating","biomassAgriWaste","sum","dormitories",0.00
"centralHeating","biomassAgriWaste","shoulder","dormitories",0.00
"centralHeating","biomassAgriWaste","wint","energyIsland",0.00
"centralHeating","biomassAgriWaste","sum","energyIsland",0.00
"centralHeating","biomassAgriWaste","shoulder","energyIsland",0.00
"centralHeating","biomassAgriWaste","wint","factory",0.00
"centralHeating","biomassAgriWaste","sum","factory",0.00
"centralHeating","biomassAgriWaste","shoulder","factory",0.00
"centralHeating","biomassAgriWaste","wint","factory_assembly",0.00
"centralHeating","biomassAgriWaste","sum","factory_assembly",0.00
"centralHeating","biomassAgriWaste","shoulder","factory_assembly",0.00
"centralHeating","biomassAgriWaste","wint","factory_blades",0.00
"centralHeating","biomassAgriWaste","sum","factory_blades",0.00
"centralHeating","biomassAgriWaste","shoulder","factory_blades",0.00
"centralHeating","biomassAgriWaste","wint","hospital",0.00
"centralHeating","biomassAgriWaste","sum","hospital",0.00
"centralHeating","biomassAgriWaste","shoulder","hospital",0.00
"centralHeating","biomassAgriWaste","wint","multifunction",0.00
"centralHeating","biomassAgriWaste","sum","multifunction",0.00
"centralHeating","biomassAgriWaste","shoulder","multifunction",0.00
"centralHeating","biomassAgriWaste","wint","northDistrict",0.00
"centralHeating","biomassAgriWaste","sum","northDistrict",0.00
"centralHeating","biomassAgriWaste","shoulder","northDistrict",0.00
"centralHeating","biomassAgriWaste","wint","quality",0.00
"centralHeating","biomassAgriWaste","sum","quality",0.00
"centralHeating","biomassAgriWaste","shoulder","quality",0.00
"centralHeating","biomassAgriWaste","wint","reserved",0.00
"centralHeating","biomassAgriWaste","sum","reserved",0.00
"centralHeating","biomassAgriWaste","shoulder","reserved",0.00
"centralHeating","biomassAgriWaste","wint","residential",0.00
"centralHeating","biomassAgriWaste","sum","residential",0.00
"centralHeating","biomassAgriWaste","shoulder","residential",0.00
"centralHeating","biomassAgriWaste","wint","school",0.00
"centralHeating","biomassAgriWaste","sum","school",0.00
"centralHeating","biomassAgriWaste","shoulder","school",0.00
"centralHeating","biomassAgriWaste","wint","tech",0.00
"centralHeating","biomassAgriWaste","sum","tech",0.00
"centralHeating","biomassAgriWaste","shoulder","tech",0.00
"centralHeating","biooil","wint","dormitories",0.00
"centralHeating","biooil","sum","dormitories",0.00
"centralHeating","biooil","shoulder","dormitories",0.00
"centralHeating","biooil","wint","energyIsland",0.00
"centralHeating","biooil","sum","energyIsland",0.00
"centralHeating","biooil","shoulder","energyIsland",0.00
"centralHeating","biooil","wint","factory",0.00
"centralHeating","biooil","sum","factory",0.00
"centralHeating","biooil","shoulder","factory",0.00
"centralHeating","biooil","wint","factory_assembly",0.00
"centralHeating","biooil","sum","factory_assembly",0.00
"centralHeating","biooil","shoulder","factory_assembly",0.00
"centralHeating","biooil","wint","factory_blades",0.00
"centralHeating","biooil","sum","factory_blades",0.00
"centralHeating","biooil","shoulder","factory_blades",0.00
"centralHeating","biooil","wint","hospital",0.00
"centralHeating","biooil","sum","hospital",0.00
"centralHeating","biooil","shoulder","hospital",0.00
"centralHeating","biooil","wint","multifunction",0.00
"centralHeating","biooil","sum","multifunction",0.00
"centralHeating","biooil","shoulder","multifunction",0.00
"centralHeating","biooil","wint","northDistrict",0.00
"centralHeating","biooil","sum","northDistrict",0.00
"centralHeating","biooil","shoulder","northDistrict",0.00
"centralHeating","biooil","wint","quality",0.00
"centralHeating","biooil","sum","quality",0.00
"centralHeating","biooil","shoulder","quality",0.00
"centralHeating","biooil","wint","reserved",0.00
"centralHeating","biooil","sum","reserved",0.00
"centralHeating","biooil","shoulder","reserved",0.00
"centralHeating","biooil","wint","residential",0.00
"centralHeating","biooil","sum","residential",0.00
"centralHeating","biooil","shoulder","residential",0.00
"centralHeating","biooil","wint","school",0.00
"centralHeating","biooil","sum","school",0.00
"centralHeating","biooil","shoulder","school",0.00
"centralHeating","biooil","wint","tech",0.00
"centralHeating","biooil","sum","tech",0.00
"centralHeating","biooil","shoulder","tech",0.00
"centralHeating","butanol","wint","dormitories",0.00
"centralHeating","butanol","sum","dormitories",0.00
"centralHeating","butanol","shoulder","dormitories",0.00
"centralHeating","butanol","wint","energyIsland",0.00
"centralHeating","butanol","sum","energyIsland",0.00
"centralHeating","butanol","shoulder","energyIsland",0.00
"centralHeating","butanol","wint","factory",0.00
"centralHeating","butanol","sum","factory",0.00
"centralHeating","butanol","shoulder","factory",0.00
"centralHeating","butanol","wint","factory_assembly",0.00
"centralHeating","butanol","sum","factory_assembly",0.00
"centralHeating","butanol","shoulder","factory_assembly",0.00
"centralHeating","butanol","wint","factory_blades",0.00
"centralHeating","butanol","sum","factory_blades",0.00
"centralHeating","butanol","shoulder","factory_blades",0.00
"centralHeating","butanol","wint","hospital",0.00
"centralHeating","butanol","sum","hospital",0.00
"centralHeating","butanol","shoulder","hospital",0.00
"centralHeating","butanol","wint","multifunction",0.00
"centralHeating","butanol","sum","multifunction",0.00
"centralHeating","butanol","shoulder","multifunction",0.00
"centralHeating","butanol","wint","northDistrict",0.00
"centralHeating","butanol","sum","northDistrict",0.00
"centralHeating","butanol","shoulder","northDistrict",0.00
"centralHeating","butanol","wint","quality",0.00
"centralHeating","butanol","sum","quality",0.00
"centralHeating","butanol","shoulder","quality",0.00
"centralHeating","butanol","wint","reserved",0.00
"centralHeating","butanol","sum","reserved",0.00
"centralHeating","butanol","shoulder","reserved",0.00
"centralHeating","butanol","wint","residential",0.00
"centralHeating","butanol","sum","residential",0.00
"centralHeating","butanol","shoulder","residential",0.00
"centralHeating","butanol","wint","school",0.00
"centralHeating","butanol","sum","school",0.00
"centralHeating","butanol","shoulder","school",0.00
"centralHeating","butanol","wint","tech",0.00
"centralHeating","butanol","sum","tech",0.00
"centralHeating","butanol","shoulder","tech",0.00
"centralHeating","CNG","wint","dormitories",0.00
"centralHeating","CNG","sum","dormitories",0.00
"centralHeating","CNG","shoulder","dormitories",0.00
"centralHeating","CNG","wint","energyIsland",0.00
"centralHeating","CNG","sum","energyIsland",0.00
"centralHeating","CNG","shoulder","energyIsland",0.00
"centralHeating","CNG","wint","factory",0.00
"centralHeating","CNG","sum","factory",0.00
"centralHeating","CNG","shoulder","factory",0.00
"centralHeating","CNG","wint","factory_assembly",0.00
"centralHeating","CNG","sum","factory_assembly",0.00
"centralHeating","CNG","shoulder","factory_assembly",0.00
"centralHeating","CNG","wint","factory_blades",0.00
"centralHeating","CNG","sum","factory_blades",0.00
"centralHeating","CNG","shoulder","factory_blades",0.00
"centralHeating","CNG","wint","hospital",0.00
"centralHeating","CNG","sum","hospital",0.00
"centralHeating","CNG","shoulder","hospital",0.00
"centralHeating","CNG","wint","multifunction",0.00
"centralHeating","CNG","sum","multifunction",0.00
"centralHeating","CNG","shoulder","multifunction",0.00
"centralHeating","CNG","wint","northDistrict",0.00
"centralHeating","CNG","sum","northDistrict",0.00
"centralHeating","CNG","shoulder","northDistrict",0.00
"centralHeating","CNG","wint","quality",0.00
"centralHeating","CNG","sum","quality",0.00
"centralHeating","CNG","shoulder","quality",0.00
"centralHeating","CNG","wint","reserved",0.00
"centralHeating","CNG","sum","reserved",0.00
"centralHeating","CNG","shoulder","reserved",0.00
"centralHeating","CNG","wint","residential",0.00
"centralHeating","CNG","sum","residential",0.00
"centralHeating","CNG","shoulder","residential",0.00
"centralHeating","CNG","wint","school",0.00
"centralHeating","CNG","sum","school",0.00
"centralHeating","CNG","shoulder","school",0.00
"centralHeating","CNG","wint","tech",0.00
"centralHeating","CNG","sum","tech",0.00
"centralHeating","CNG","shoulder","tech",0.00
"centralHeating","CO2","wint","dormitories",0.00
"centralHeating","CO2","sum","dormitories",0.00
"centralHeating","CO2","shoulder","dormitories",0.00
"centralHeating","CO2","wint","energyIsland",0.00
"centralHeating","CO2","sum","energyIsland",0.00
"centralHeating","CO2","shoulder","energyIsland",0.00
"centralHeating","CO2","wint","factory",0.00
"centralHeating","CO2","sum","factory",0.00
"centralHeating","CO2","shoulder","factory",0.00
"centralHeating","CO2","wint","factory_assembly",0.00
"centralHeating","CO2","sum","factory_assembly",0.00
"centralHeating","CO2","shoulder","factory_assembly",0.00
"centralHeating","CO2","wint","factory_blades",0.00
"centralHeating","CO2","sum","factory_blades",0.00
"centralHeating","CO2","shoulder","factory_blades",0.00
"centralHeating","CO2","wint","hospital",0.00
"centralHeating","CO2","sum","hospital",0.00
"centralHeating","CO2","shoulder","hospital",0.00
"centralHeating","CO2","wint","multifunction",0.00
"centralHeating","CO2","sum","multifunction",0.00
"centralHeating","CO2","shoulder","multifunction",0.00
"centralHeating","CO2","wint","northDistrict",0.00
"centralHeating","CO2","sum","northDistrict",0.00
"centralHeating","CO2","shoulder","northDistrict",0.00
"centralHeating","CO2","wint","quality",0.00
"centralHeating","CO2","sum","quality",0.00
"centralHeating","CO2","shoulder","quality",0.00
"centralHeating","CO2","wint","reserved",0.00
"centralHeating","CO2","sum","reserved",0.00
"centralHeating","CO2","shoulder","reserved",0.00
"centralHeating","CO2","wint","residential",0.00
"centralHeating","CO2","sum","residential",0.00
"centralHeating","CO2","shoulder","residential",0.00
"centralHeating","CO2","wint","school",0.00
"centralHeating","CO2","sum","school",0.00
"centralHeating","CO2","shoulder","school",0.00
"centralHeating","CO2","wint","tech",0.00
"centralHeating","CO2","sum","tech",0.00
"centralHeating","CO2","shoulder","tech",0.00
"centralHeating","coal","wint","dormitories",0.00
"centralHeating","coal","sum","dormitories",0.00
"centralHeating","coal","shoulder","dormitories",0.00
"centralHeating","coal","wint","energyIsland",0.00
"centralHeating","coal","sum","energyIsland",0.00
"centralHeating","coal","shoulder","energyIsland",0.00
"centralHeating","coal","wint","factory",0.00
"centralHeating","coal","sum","factory",0.00
"centralHeating","coal","shoulder","factory",0.00
"centralHeating","coal","wint","factory_assembly",0.00
"centralHeating","coal","sum","factory_assembly",0.00
"centralHeating","coal","shoulder","factory_assembly",0.00
"centralHeating","coal","wint","factory_blades",0.00
"centralHeating","coal","sum","factory_blades",0.00
"centralHeating","coal","shoulder","factory_blades",0.00
"centralHeating","coal","wint","hospital",0.00
"centralHeating","coal","sum","hospital",0.00
"centralHeating","coal","shoulder","hospital",0.00
"centralHeating","coal","wint","multifunction",0.00
"centralHeating","coal","sum","multifunction",0.00
"centralHeating","coal","shoulder","multifunction",0.00
"centralHeating","coal","wint","northDistrict",0.00
"centralHeating","coal","sum","northDistrict",0.00
